date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,38161.885666645394,20591.962063745712,0.0,0.0,20591.962063745712,13469.638657886928,15099.013097595842,5413.084173020978,1641.749673020977,3771.3345000000004,7268.4231640740745,2614.416736621381
2025-02-02,89711.07819030502,57169.71138801185,0.0,0.0,57169.71138801185,21161.858385574513,16796.540619251955,6989.482473982471,6930.308407315804,59.174066666666704,2614.416736621381,2997.266373358496
2025-02-03,87631.83882259471,55902.75755566054,0.0,0.0,55902.75755566054,21134.087906583074,17749.405617628956,4030.2400336405894,4030.2400336405894,0.0,2997.266373358496,2296.383691917758
2025-02-04,89282.2462905585,56877.3872766901,0.0,0.0,56877.3872766901,23045.394677180328,18513.407979308406,3555.3956426865807,3555.3956426865807,0.0,2296.383691917758,2466.7855910373764
2025-02-05,87468.14762458103,55585.67152018604,0.0,0.0,55585.67152018604,22275.428845358943,18386.34833178103,2830.6401276697943,2828.587627669794,2.0525000000000944,2466.7855910373764,2085.395627659284
2025-02-06,88968.42240151294,56808.74428474356,0.0,0.0,56808.74428474356,21965.10375202351,17484.71408095363,4216.975513776387,4215.57469710972,1.400816666666742,2085.395627659284,2426.5289145319703
2025-02-07,41756.901158401546,21985.02515434218,0.0,0.0,21985.02515434218,18468.67940258748,15699.150647474848,7181.692736622248,2258.8542889827113,4922.838447639538,2426.5289145319703,1604.8396574442036
2025-02-08,37747.06935993435,19759.840020995925,0.0,0.0,19759.840020995925,18747.101677517287,15226.566816109422,2649.371781859816,124.75738252375163,2524.6143993360643,1604.8396574442036,1558.8235937548445
2025-02-09,83785.78065883458,52585.66668008267,402.1827341166885,2529.527659392217,55115.19433947489,23571.798959969965,19278.6907183327,339.4391846473393,339.4391846473393,0.0,1558.8235937548445,1352.6751929137063
2025-02-10,85569.47259800599,54001.71250454474,0.0,0.0,54001.71250454474,20802.26530695427,16615.903775205843,7056.473482924226,6556.810449590893,499.66303333333366,1352.6751929137063,1612.5986633882796
2025-02-11,83366.34399720114,52384.03904783838,0.0,0.0,52384.03904783838,22321.475292123032,18214.76365087442,4039.0352226191953,3883.1201097644225,155.9151128547732,1612.5986633882796,1463.3001475496521
2025-02-12,83204.53840692462,52257.913021370645,0.0,0.0,52257.913021370645,22248.971012100963,17992.748714574653,3681.579976064972,3518.1956927316387,163.38428333333331,1463.3001475496521,1495.4310422464628
2025-02-13,82658.87493792553,51890.01286533949,0.0,0.0,51890.01286533949,20116.621286553735,16132.046698756047,7344.821333461169,6943.063966794502,401.75736666666705,1495.4310422464628,1675.8938681936625
2025-02-14,34926.35169097451,18338.707118869905,223.8175726209108,1110.049465040551,19448.756583910454,18201.9202421021,15171.859877476998,2318.307082303651,177.67343230365276,2140.6336499999984,1675.8938681936625,1200.0
2025-02-15,35196.66233369197,18320.496540502507,390.2798535467314,1402.22610104814,19722.722641550645,18428.35006220651,14926.963550387274,2805.464575419468,0.0,2805.464575419468,1200.0,1200.0
2025-02-16,80418.04991993075,50081.85735951658,99.12506876595438,407.8587090938015,50489.71606861038,23656.60259433125,18865.495625131018,348.6889194964805,348.6889194964805,0.0,1200.0,1529.2805291970012
2025-02-17,79375.44879058897,49294.57620490744,0.0,0.0,49294.57620490744,20636.707918454056,16793.926345947282,4348.804051415526,3554.3228514155257,794.4812000000004,1529.2805291970012,1442.3994936420042
2025-02-18,78981.89365533588,49120.43949602992,0.0,0.0,49120.43949602992,21670.07941472811,17432.37998439009,2652.8064416645207,2544.124237366394,108.68220429812679,1442.3994936420042,1576.159873130539
2025-02-19,78371.95694512255,48709.69849869795,83.61606459679277,178.4690974890715,48888.16759618703,22884.100034568095,18874.66491381764,1566.8105056355523,1566.8105056355523,0.0,1576.159873130539,1200.0
2025-02-20,78404.40761796043,48543.56996583118,0.0,0.0,48543.56996583118,22112.7987339534,17652.31630956596,2950.7914602396577,2558.9769769063246,391.81448333333344,1200.0,1487.8340721514435
2025-02-21,34105.61463389635,17798.035155079844,112.83233501416615,641.2431344435848,18439.27828952343,17769.203866460655,14548.292518260569,5437.273587377101,191.9512540437674,5245.3223333333335,1487.8340721514435,1315.3480872320692
