date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,47639.3870838422,24628.302831723315,0.0,0.0,24628.302831723315,22212.487085596895,14813.695387000149,5862.419451912118,1948.4838090929368,3913.9356428191813,7268.4231640740745,10800.0
2025-02-02,90280.52526621551,57301.69975793287,0.0,0.0,57301.69975793287,21098.869043671613,17090.08392537401,7915.462197917907,7856.288131251241,59.17406666666682,10800.0,10800.0
2025-02-03,88888.38582104741,56435.636793774924,0.0,0.0,56435.636793774924,21997.769523521314,17818.193314052267,4491.893111578359,4491.893111578359,0.0,10800.0,10800.0
2025-02-04,89714.52025031991,57042.71685182386,0.0,0.0,57042.71685182386,22570.236499276307,18281.891564413807,4231.31136545741,4231.31136545741,0.0,10800.0,10800.0
2025-02-05,88110.81944112177,55841.5408797565,0.0,0.0,55841.5408797565,22897.982104840732,18599.501364649124,3063.9117175968217,3061.8592175968215,2.0524999999998954,10800.0,10742.071266968744
2025-02-06,89239.42163891005,56911.24376894246,0.0,0.0,56911.24376894246,21674.240052437206,17503.998582746008,4798.122952552183,4796.722135885516,1.400816666666742,10742.071266968744,10800.0
2025-02-07,42347.10128441219,22211.852056431635,0.0,0.0,22211.852056431635,19005.88542402044,15748.904219794802,7284.4404135198865,2116.198167546619,5168.242245973268,10800.0,10406.514415179727
2025-02-08,37847.031663974216,19768.922063179965,0.0,0.0,19768.922063179965,19314.365772769455,15762.557427829213,2718.060602367306,106.95664568595453,2611.1039566813515,10406.514415179727,10275.490913084228
2025-02-09,83946.02616102225,52628.79794032278,370.23059639312027,2307.2573191052993,54936.05525942808,23754.925560881416,19413.92836637807,419.84359624535665,419.84359624535665,0.0,10275.490913084228,10083.892399679647
2025-02-10,85626.03581124338,53986.832647909236,0.0,0.0,53986.832647909236,20784.642970565204,16546.13342861866,7060.888685963501,6561.225652630167,499.6630333333338,10083.892399679647,10405.478374723158
