date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,risk_delta_kwh,selected_index,selected_candidate
2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:00:00,446.62184779000137,0.30050290088415643,596.5192008574556,29.43264374733004,4,point_incumbent
2025-02-01,2,2025-02-01 00:00:00,2025-02-01 00:00:00,441.33740164805374,0.6505706636568043,597.0554657238795,29.43264374733004,4,point_incumbent
2025-02-01,3,2025-02-01 00:00:00,2025-02-01 00:00:00,439.3940358801821,1.0403089385468585,582.7579199333134,29.43264374733004,4,point_incumbent
2025-02-01,4,2025-02-01 00:00:00,2025-02-01 00:00:00,467.9889913571435,1.4534183399936076,634.0977699508801,29.43264374733004,4,point_incumbent
2025-02-01,5,2025-02-01 00:00:00,2025-02-01 00:00:00,473.85663408715675,1.8677750793967487,623.4972821935752,29.43264374733004,4,point_incumbent
2025-02-01,6,2025-02-01 00:00:00,2025-02-01 00:00:00,460.54400507294906,2.256230205727409,590.3304711737206,29.43264374733004,4,point_incumbent
2025-02-01,7,2025-02-01 00:00:00,2025-02-01 00:00:00,480.5570409484658,2.587610135119509,599.4633141827022,37.240358914464075,4,point_incumbent
2025-02-01,8,2025-02-01 00:00:00,2025-02-01 00:00:00,476.8780047104005,2.8278966757510466,581.7738166821059,37.240358914464075,4,point_incumbent
2025-02-01,9,2025-02-01 00:00:00,2025-02-01 00:00:00,456.92792090405095,2.941560689388316,591.7045937473833,37.240358914464075,4,point_incumbent
2025-02-01,10,2025-02-01 00:00:00,2025-02-01 00:00:00,486.37817986200923,2.8930199532897416,603.7510570662226,37.240358914464075,4,point_incumbent
2025-02-01,11,2025-02-01 00:00:00,2025-02-01 00:00:00,497.2715434162344,2.6481887644671853,601.8688148628933,37.240358914464075,4,point_incumbent
2025-02-01,12,2025-02-01 00:00:00,2025-02-01 00:00:00,479.3258722264782,2.176084421374876,594.3588419905445,37.240358914464075,4,point_incumbent
2025-02-01,13,2025-02-01 00:00:00,2025-02-01 00:00:00,491.73279970503086,1.450453973760852,657.2451195445427,33.217109565719426,4,point_incumbent
2025-02-01,14,2025-02-01 00:00:00,2025-02-01 00:00:00,504.6851195553068,0.45138358565362546,632.097808447663,33.217109565719426,4,point_incumbent
2025-02-01,15,2025-02-01 00:00:00,2025-02-01 00:00:00,499.43117337786794,0.0,575.5032923483964,33.217109565719426,4,point_incumbent
2025-02-01,16,2025-02-01 00:00:00,2025-02-01 00:00:00,491.44378426330286,0.0,596.6329324880141,33.217109565719426,4,point_incumbent
2025-02-01,17,2025-02-01 00:00:00,2025-02-01 00:00:00,495.12806839393573,0.0,609.4777139945924,33.217109565719426,4,point_incumbent
2025-02-01,18,2025-02-01 00:00:00,2025-02-01 00:00:00,508.40612383770815,0.0,606.2591106379792,33.217109565719426,4,point_incumbent
2025-02-01,19,2025-02-01 00:00:00,2025-02-01 00:00:00,516.1661777369932,0.0,584.5929536622687,27.841301535260808,4,point_incumbent
2025-02-01,20,2025-02-01 00:00:00,2025-02-01 00:00:00,514.6678857186517,0.0,582.5663656161513,27.841301535260808,4,point_incumbent
2025-02-01,21,2025-02-01 00:00:00,2025-02-01 00:00:00,506.6315144561578,0.0,586.3298295528078,27.841301535260808,4,point_incumbent
2025-02-01,22,2025-02-01 00:00:00,2025-02-01 00:00:00,499.91753426103463,0.0,580.0357840280818,27.841301535260808,4,point_incumbent
2025-02-01,23,2025-02-01 00:00:00,2025-02-01 00:00:00,508.1103918160785,0.0,594.6915693253525,27.841301535260808,4,point_incumbent
2025-02-01,24,2025-02-01 00:00:00,2025-02-01 00:00:00,522.0263828279076,0.0,586.0806259700397,27.841301535260808,4,point_incumbent
2025-02-01,25,2025-02-01 00:00:00,2025-02-01 00:00:00,519.2095965273193,0.0,577.3563431640976,29.027282443729813,4,point_incumbent
2025-02-01,26,2025-02-01 00:00:00,2025-02-01 00:00:00,519.7225439469096,0.0,592.9073343624563,29.027282443729813,4,point_incumbent
2025-02-01,27,2025-02-01 00:00:00,2025-02-01 00:00:00,530.8990721753073,0.0,588.2573583471985,29.027282443729813,4,point_incumbent
2025-02-01,28,2025-02-01 00:00:00,2025-02-01 00:00:00,539.8937964848142,0.0,622.1788728274006,29.027282443729813,4,point_incumbent
2025-02-01,29,2025-02-01 00:00:00,2025-02-01 00:00:00,547.2005995210218,0.0,583.6891655841382,29.027282443729813,4,point_incumbent
2025-02-01,30,2025-02-01 00:00:00,2025-02-01 00:00:00,546.9281626425844,0.0,608.5006279374168,29.027282443729813,4,point_incumbent
2025-02-01,31,2025-02-01 00:00:00,2025-02-01 00:00:00,532.8054193207905,0.0,614.0764048323631,30.7855345400303,4,point_incumbent
2025-02-01,32,2025-02-01 00:00:00,2025-02-01 00:00:00,535.4194009237763,0.0,553.9512434393798,30.7855345400303,4,point_incumbent
2025-02-01,33,2025-02-01 00:00:00,2025-02-01 00:00:00,559.6147337977992,0.0,670.5586604568834,30.7855345400303,4,point_incumbent
2025-02-01,34,2025-02-01 00:00:00,2025-02-01 00:00:00,576.1897434735372,0.0,949.9419396395919,30.7855345400303,4,point_incumbent
2025-02-01,35,2025-02-01 00:00:00,2025-02-01 00:00:00,562.0017881032121,0.21362768988854097,443.3838408199635,30.7855345400303,4,point_incumbent
2025-02-01,36,2025-02-01 00:00:00,2025-02-01 00:00:00,540.793132680027,10.773769350069971,0.0,30.7855345400303,4,point_incumbent
2025-02-01,37,2025-02-01 00:00:00,2025-02-01 00:00:00,557.279339354665,23.407733531067514,0.0,75.26271650238108,4,point_incumbent
2025-02-01,38,2025-02-01 00:00:00,2025-02-01 00:00:00,562.927539375905,38.2290067864849,0.0,75.26271650238108,4,point_incumbent
2025-02-01,39,2025-02-01 00:00:00,2025-02-01 00:00:00,549.0457916835355,55.332786761276346,0.0,75.26271650238108,4,point_incumbent
2025-02-01,40,2025-02-01 00:00:00,2025-02-01 00:00:00,561.831886111746,74.79353586572378,0.0,75.26271650238108,4,point_incumbent
2025-02-01,41,2025-02-01 00:00:00,2025-02-01 00:00:00,610.445376919882,96.66274338922025,0.0,75.26271650238108,4,point_incumbent
2025-02-01,42,2025-02-01 00:00:00,2025-02-01 00:00:00,648.4055592769674,120.96693822571886,0.0,75.26271650238108,4,point_incumbent
2025-02-01,43,2025-02-01 00:00:00,2025-02-01 00:00:00,622.302100059531,147.70599119739353,0.0,60.32711423290366,4,point_incumbent
2025-02-01,44,2025-02-01 00:00:00,2025-02-01 00:00:00,628.1730312340803,176.85174207932363,0.0,60.32711423290366,4,point_incumbent
2025-02-01,45,2025-02-01 00:00:00,2025-02-01 00:00:00,673.4722617285867,208.34698190414346,0.0,60.32711423290366,4,point_incumbent
2025-02-01,46,2025-02-01 00:00:00,2025-02-01 00:00:00,668.5610846631919,242.10481603104014,0.0,60.32711423290366,4,point_incumbent
2025-02-01,47,2025-02-01 00:00:00,2025-02-01 00:00:00,640.3411999169689,278.00842787788497,0.0,60.32711423290366,4,point_incumbent
2025-02-01,48,2025-02-01 00:00:00,2025-02-01 00:00:00,626.1802775939997,315.91125722700815,0.0,60.32711423290366,4,point_incumbent
2025-02-01,49,2025-02-01 00:00:00,2025-02-01 00:00:00,635.4068998870623,355.63760071998325,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,50,2025-02-01 00:00:00,2025-02-01 00:00:00,646.2141780845435,396.9836356562623,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,51,2025-02-01 00:00:00,2025-02-01 00:00:00,647.110580958535,439.71886161022104,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,52,2025-02-01 00:00:00,2025-02-01 00:00:00,647.805829314212,483.5879477890416,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,53,2025-02-01 00:00:00,2025-02-01 00:00:00,670.0917550334307,528.3129675782512,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,54,2025-02-01 00:00:00,2025-02-01 00:00:00,711.1188147083909,573.5959954698296,0.0,-10.713180133603549,4,point_incumbent
2025-02-01,55,2025-02-01 00:00:00,2025-02-01 00:00:00,741.2691350518646,619.1220356434362,0.0,8.398012282781012,4,point_incumbent
2025-02-01,56,2025-02-01 00:00:00,2025-02-01 00:00:00,735.7459910106587,664.5622459737125,0.0,8.398012282781012,4,point_incumbent
2025-02-01,57,2025-02-01 00:00:00,2025-02-01 00:00:00,717.5107782794714,709.5774162582113,0.0,8.398012282781012,4,point_incumbent
2025-02-01,58,2025-02-01 00:00:00,2025-02-01 00:00:00,734.4544936609228,753.8216550857685,0.0,8.398012282781012,4,point_incumbent
2025-02-01,59,2025-02-01 00:00:00,2025-02-01 00:00:00,750.5813576745692,796.946236068858,0.0,8.398012282781012,4,point_incumbent
2025-02-01,60,2025-02-01 00:00:00,2025-02-01 00:00:00,740.2503001625226,838.603551209676,0.0,8.398012282781012,4,point_incumbent
2025-02-01,61,2025-02-01 00:00:00,2025-02-01 00:00:00,717.3537761755949,878.4511170104314,0.0,35.6685211443938,4,point_incumbent
2025-02-01,62,2025-02-01 00:00:00,2025-02-01 00:00:00,723.8031536904372,916.1555776127378,0.0,35.6685211443938,4,point_incumbent
2025-02-01,63,2025-02-01 00:00:00,2025-02-01 00:00:00,744.9899410501337,951.3966487848465,0.0,35.6685211443938,4,point_incumbent
2025-02-01,64,2025-02-01 00:00:00,2025-02-01 00:00:00,728.3017415370559,983.8709469803059,0.0,35.6685211443938,4,point_incumbent
2025-02-01,65,2025-02-01 00:00:00,2025-02-01 00:00:00,719.2877019497449,1013.2956489650036,0.0,35.6685211443938,4,point_incumbent
2025-02-01,66,2025-02-01 00:00:00,2025-02-01 00:00:00,731.3598901578646,1039.4119296346223,0.0,35.6685211443938,4,point_incumbent
2025-02-01,67,2025-02-01 00:00:00,2025-02-01 00:00:00,727.8656688803993,1061.9881285906065,0.0,44.12553513483564,4,point_incumbent
2025-02-01,68,2025-02-01 00:00:00,2025-02-01 00:00:00,702.8025691645985,1080.8225997655886,0.0,44.12553513483564,4,point_incumbent
2025-02-01,69,2025-02-01 00:00:00,2025-02-01 00:00:00,690.8134729587313,1095.7462028318498,0.0,44.12553513483564,4,point_incumbent
2025-02-01,70,2025-02-01 00:00:00,2025-02-01 00:00:00,726.2987606678035,1106.6244002200008,174.10508424450254,44.12553513483564,4,point_incumbent
2025-02-01,71,2025-02-01 00:00:00,2025-02-01 00:00:00,718.7337778598172,1113.3589292400698,254.1708043969166,44.12553513483564,4,point_incumbent
2025-02-01,72,2025-02-01 00:00:00,2025-02-01 00:00:00,670.0957497913192,1115.8890249446508,401.9976053800463,44.12553513483564,4,point_incumbent
2025-02-01,73,2025-02-01 00:00:00,2025-02-01 00:00:00,672.2624227371775,1114.1921759067243,413.910350505793,56.69190374148554,4,point_incumbent
2025-02-01,74,2025-02-01 00:00:00,2025-02-01 00:00:00,682.6864224726097,1108.284401899975,334.49204966751864,56.69190374148554,4,point_incumbent
2025-02-01,75,2025-02-01 00:00:00,2025-02-01 00:00:00,676.8023884430787,1098.2200494589097,384.4121244801455,56.69190374148554,4,point_incumbent
2025-02-01,76,2025-02-01 00:00:00,2025-02-01 00:00:00,676.8939477522447,1084.0911083490514,556.3312976692313,56.69190374148554,4,point_incumbent
2025-02-01,77,2025-02-01 00:00:00,2025-02-01 00:00:00,681.119122463355,1066.0260589820286,0.0,56.69190374148554,4,point_incumbent
2025-02-01,78,2025-02-01 00:00:00,2025-02-01 00:00:00,687.5320947632013,1044.1882676555072,0.0,56.69190374148554,4,point_incumbent
2025-02-01,79,2025-02-01 00:00:00,2025-02-01 00:00:00,694.1631152119369,1018.77395307512,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,80,2025-02-01 00:00:00,2025-02-01 00:00:00,675.2954252538972,990.0097538209026,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,81,2025-02-01 00:00:00,2025-02-01 00:00:00,653.4839758349366,958.1499321563347,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,82,2025-02-01 00:00:00,2025-02-01 00:00:00,675.4827811245241,923.4732547538347,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,83,2025-02-01 00:00:00,2025-02-01 00:00:00,671.9421697143802,886.279595445588,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,84,2025-02-01 00:00:00,2025-02-01 00:00:00,639.8993201017577,846.886308932563,0.0,1.5262086559177246,4,point_incumbent
2025-02-01,85,2025-02-01 00:00:00,2025-02-01 00:00:00,643.4549647150336,805.62442743891,0.0,-30.809031040542205,4,point_incumbent
2025-02-01,86,2025-02-01 00:00:00,2025-02-01 00:00:00,634.1799372252026,762.8347345376835,0.0,-30.809031040542205,4,point_incumbent
2025-02-01,87,2025-02-01 00:00:00,2025-02-01 00:00:00,608.4572766789054,718.8637717644187,0.0,-30.809031040542205,4,point_incumbent
2025-02-01,88,2025-02-01 00:00:00,2025-02-01 00:00:00,613.3704067274466,674.0598341589008,0.0,-30.809031040542205,4,point_incumbent
2025-02-01,89,2025-02-01 00:00:00,2025-02-01 00:00:00,606.1343436894803,628.7690105280494,0.0,-30.809031040542205,4,point_incumbent
2025-02-01,90,2025-02-01 00:00:00,2025-02-01 00:00:00,596.4196198257556,583.3313230139528,2.0807085793627773,-30.809031040542205,4,point_incumbent
2025-02-01,91,2025-02-01 00:00:00,2025-02-01 00:00:00,635.1587343672551,538.0770185045841,63.661829273936945,-27.053928482032713,4,point_incumbent
2025-02-01,92,2025-02-01 00:00:00,2025-02-01 00:00:00,640.013821825934,493.3230615780482,83.43161577711878,-27.053928482032713,4,point_incumbent
2025-02-01,93,2025-02-01 00:00:00,2025-02-01 00:00:00,599.7113122620876,449.3698750746617,117.35683035740675,-27.053928482032713,4,point_incumbent
2025-02-01,94,2025-02-01 00:00:00,2025-02-01 00:00:00,586.8159608454558,406.4983701072925,155.30569816083133,-27.053928482032713,4,point_incumbent
2025-02-01,95,2025-02-01 00:00:00,2025-02-01 00:00:00,588.9163921468486,364.9673024225707,220.30020000482608,-27.053928482032713,4,point_incumbent
2025-02-01,96,2025-02-01 00:00:00,2025-02-01 00:00:00,583.1946433359595,325.01098659703734,225.05478020857612,-27.053928482032713,4,point_incumbent
2025-02-01,97,2025-02-01 00:00:00,2025-02-01 00:00:00,567.357737915947,286.8373936845424,279.6297965101408,52.49655889445038,4,point_incumbent
2025-02-01,98,2025-02-01 00:00:00,2025-02-01 00:00:00,571.4651228608335,250.62665172250874,332.77017571824007,52.49655889445038,4,point_incumbent
2025-02-01,99,2025-02-01 00:00:00,2025-02-01 00:00:00,593.2005766994871,216.5299620584453,426.0756132983412,52.49655889445038,4,point_incumbent
2025-02-01,100,2025-02-01 00:00:00,2025-02-01 00:00:00,590.7721956277597,184.66893788101768,459.0144713991103,52.49655889445038,4,point_incumbent
2025-02-01,101,2025-02-01 00:00:00,2025-02-01 00:00:00,529.2872626209706,155.13536474044574,428.83919987989685,52.49655889445038,4,point_incumbent
2025-02-01,102,2025-02-01 00:00:00,2025-02-01 00:00:00,455.0469301319835,127.99137632893127,392.5107216777706,52.49655889445038,4,point_incumbent
2025-02-01,103,2025-02-01 00:00:00,2025-02-01 00:00:00,454.29717177297476,103.27003246924065,406.32901159210996,49.18370529100042,4,point_incumbent
2025-02-01,104,2025-02-01 00:00:00,2025-02-01 00:00:00,460.4489200477838,80.97628023060363,421.32035280150455,49.18370529100042,4,point_incumbent
2025-02-01,105,2025-02-01 00:00:00,2025-02-01 00:00:00,447.2134559047885,61.088273452239335,438.2754759200741,49.18370529100042,4,point_incumbent
2025-02-01,106,2025-02-01 00:00:00,2025-02-01 00:00:00,452.67721968055446,43.55902079558237,470.3036008324439,49.18370529100042,4,point_incumbent
2025-02-01,107,2025-02-01 00:00:00,2025-02-01 00:00:00,456.1624186818528,28.318327847376427,427.4549905916548,49.18370529100042,4,point_incumbent
2025-02-01,108,2025-02-01 00:00:00,2025-02-01 00:00:00,449.75829179390644,15.274994828127854,74.63515854975584,49.18370529100042,4,point_incumbent
2025-02-01,109,2025-02-01 00:00:00,2025-02-01 00:00:00,450.409901253073,4.319228183680301,22.6681468918922,51.2206790698787,4,point_incumbent
2025-02-01,110,2025-02-01 00:00:00,2025-02-01 00:00:00,460.8043662055001,0.0,37.4760966918742,51.2206790698787,4,point_incumbent
2025-02-01,111,2025-02-01 00:00:00,2025-02-01 00:00:00,471.5651552215294,0.0,0.0029527653014223506,51.2206790698787,4,point_incumbent
2025-02-01,112,2025-02-01 00:00:00,2025-02-01 00:00:00,473.7516820909504,0.0,0.013246648368327328,51.2206790698787,4,point_incumbent
2025-02-01,113,2025-02-01 00:00:00,2025-02-01 00:00:00,490.5441070783777,0.0,0.0,51.2206790698787,4,point_incumbent
2025-02-01,114,2025-02-01 00:00:00,2025-02-01 00:00:00,499.23342400410417,0.0,0.0,51.2206790698787,4,point_incumbent
