date,grid_original_kwh,grid_effective_kwh,emergency_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,emergency_intervals
2025-02-01,42483.77295243918,40890.36924613551,0.0,17865.02270419313,222.7677986445656,-444.50403646333973,17643.286466374353,0.0,17643.286466374353,20040.6197219453,15974.423113499259,2445.9967043561337,1073.4145810526184,1372.5821233035156,7268.4231640740745,7555.621898825664,0
2025-02-02,88388.52498927644,85880.33829459529,0.0,61226.182810205406,596.4022691461936,-1097.1250402903243,60725.460039061276,0.0,60725.460039061276,22949.299518728425,18103.158130402517,2677.9189562693746,2677.9189562693746,0.0,7555.621898825664,8095.371320789563,0
2025-02-03,90426.45626364197,86499.48957752384,0.0,64227.63287649755,768.9080727670861,-1864.2376664097521,63132.30328285488,0.0,63132.30328285488,23530.915224165707,18725.505845206073,1477.1636985642028,1477.1636985642028,0.0,8095.371320789563,8467.077416754164,0
2025-02-04,93800.56770754396,89226.16123056046,0.0,67347.80902956345,1003.0391138532585,-2174.0927116414796,66176.75543177524,0.0,66176.75543177524,23368.470553121402,18483.062218034956,3145.8889454740206,3145.537162140687,0.3517833333332874,8467.077416754164,8961.9651167468,0
2025-02-05,87214.90476235906,87482.30111989535,54.130662396002776,61589.47169457742,2569.6318035226723,-658.1793801476738,63500.92411795242,354.5829040250162,63855.507021977435,22467.769162677403,18059.344543494186,2379.5801797748018,2377.527679774802,2.052500000000009,8961.9651167468,9117.018981496256,1
2025-02-06,93986.99774325431,87465.59704344755,0.0,67042.52759180056,969.6532906465849,-3090.0327120588986,64922.14817038825,0.0,64922.14817038825,24332.482824835744,19273.317679292868,2135.3746812380064,2135.3746812380064,0.0,9117.018981496256,9601.45610241191,0
2025-02-07,43239.5918287396,40530.523609619515,137.11189691243226,18073.478571456697,2.614143568280269e-13,-608.2312831679816,17465.247288288716,607.5042855309503,18072.751573819667,19466.364344617174,15859.582834150322,5255.174329398431,684.3494567646827,4570.824872633748,9601.45610241191,9499.425307955897,4
2025-02-08,35307.46596859148,36642.27167168846,248.81567698740525,14142.599551958585,1640.4991049488133,0.0,15783.0986569074,1379.422153639514,17162.520810546914,21596.28035096538,17423.794433624254,1141.4387146680756,59.75155437927356,1081.687160288802,9499.425307955897,9576.306030908894,2
2025-02-09,84422.64332529201,84801.44512888293,67.60407580224334,58594.430338397746,2084.990640494986,-397.6106360492548,60281.81034284348,322.398721050982,60604.209063894465,22116.639969810836,17899.61589927843,1096.6091674860904,1096.6091674860904,0.0,9576.306030908894,9592.819893429283,4
2025-02-10,81570.88636483059,78518.10526776135,28.01544572344319,55183.92413290231,1265.2420766370265,-1444.4927739546938,55004.67343558465,130.58887914631129,55135.26231473096,21587.740085302055,17641.845836292665,273.588881142066,273.588881142066,0.0,9592.819893429283,9419.735040987061,2
2025-02-11,81380.01479044717,78884.83824536514,710.3953091663959,55664.17134307115,1972.7403651694344,-1568.4391171860088,56068.47259105458,3987.1242423813806,60055.596833435964,21969.83683126238,17839.62081222856,244.42040216438315,244.42040216438315,0.0,9419.735040987061,9370.787286647028,13
2025-02-12,82046.62794991466,79478.807242665,393.52400722510384,55688.327764206246,2839.2096012777642,-1693.617898647866,56833.919466836145,2087.4311442677804,58921.350611103924,22531.348288744928,18301.926579495936,376.17340730778665,376.17340730778665,0.0,9370.787286647028,9313.526769299759,14
2025-02-13,77162.30689752873,75944.36503895221,246.00291557774165,51018.31312167119,1573.4765461262582,-807.1633157761391,51784.62635202131,1433.1293664207099,53217.755718442015,22574.657805924573,18253.18414197164,539.4152739103517,539.4152739103517,0.0,9313.526769299759,9349.403081330052,6
2025-02-14,34893.16037517823,35907.585937084375,267.73278035594984,14045.4647486623,1195.9355766819815,-3.861345021505258e-13,15241.40032534428,1271.4230487677173,16512.823374112,22566.33100404539,18459.04983152192,2266.235728250186,125.60207825018765,2140.6336499999984,9349.403081330052,9149.045616613219,6
2025-02-15,34615.82635242274,35450.147762858396,365.21029299377346,14596.049811642326,1472.2905225078882,-130.47531899638878,15937.865015153826,1554.9253386318915,17492.790353785716,21173.21204013675,17415.391544431317,2777.44646014674,88.31059348007386,2689.135866666666,9149.045616613219,8854.501403368158,9
2025-02-16,82775.33102093026,79076.83972998089,688.3927427474522,56328.465027508915,4261.510410908696,-2516.241282122817,58073.73415629479,3685.658308954792,61759.392465249584,21542.776700645376,17449.12851228258,294.20518436553493,294.20518436553493,0.0,8854.501403368158,8855.079864746132,8
2025-02-17,82588.57911375475,75161.50004131609,246.34733907387513,55505.851642582464,3196.3274534167654,-3450.4764452625827,55251.702650736646,1545.6807564607009,56797.38340719735,20958.410606484285,17045.486159685155,311.05976692416357,311.05976692416357,0.0,8855.079864746132,8778.220344265143,4
2025-02-18,73551.83690937003,76201.76037152608,60.516866956016315,48257.71620042364,5039.247835948207,-163.16356702233514,53133.80046934951,360.4549506577532,53494.25542000726,20614.161032615673,16712.046844898716,268.775267431801,268.775267431801,0.0,8778.220344265143,8762.0243348429,3
2025-02-19,73803.86702332621,76399.41967699344,576.747149267681,48680.15059663997,3861.984682524626,-36.9230235509723,52505.212255613624,2945.966919320804,55451.179174934434,22354.764002436186,18334.21612303654,76.29156352812936,76.29156352812936,0.0,8762.0243348429,8509.960689217092,16
2025-02-20,76838.43688925389,75252.93486617754,216.30361513528524,50682.36179394637,2340.3756497009963,-1060.5339777423362,51962.20346590503,1109.1598680761756,53071.36333398121,21760.35014992656,17703.9557165433,419.710314596238,419.710314596238,0.0,8509.960689217092,8423.21391688066,8
2025-02-21,33400.9399445999,34738.754656889476,49.30174075242131,13692.45182336227,1644.5239577757259,0.0,15336.975781137995,187.42287181182132,15524.398652949816,20686.22916848111,17081.583860457256,5623.149056284709,11.317721336545105,5611.831334948165,8423.21391688066,8061.282545783377,3
2025-02-22,33747.30444178495,34858.9715670555,39.61914078891898,13945.953509179113,1583.249539626934,-41.832610466609616,15487.370438339438,191.71702227757896,15679.087460617016,20823.987985901054,17038.866554198405,3268.7063928084362,145.50124280843477,3123.2051500000016,8061.282545783377,7870.797783984985,1
2025-02-23,76514.96233242705,75669.36402824667,349.1279724495454,50102.35198011725,3787.2187605556715,-1125.3278019949319,52764.24293867799,1838.1912029347284,54602.43414161272,21939.05174596186,17746.182705050305,293.76927645132434,293.76927645132434,0.0,7870.797783984985,7897.96357196143,9
2025-02-24,72662.53222995166,72734.60034587617,109.79384392390568,47960.84878568522,2464.163158110896,-686.8147763687813,49738.19716742734,527.1909234216238,50265.38809084897,21120.984746117636,17129.142618179936,649.5184451957159,433.63284299037105,215.88560220534492,7897.96357196143,7874.469156600705,5
2025-02-25,75945.20755061727,71009.15870381948,167.78111723291892,48969.75479340289,1988.6919883606524,-2268.2452371724344,48690.20154459111,807.9474219705455,49498.148966561654,21710.099663080542,17700.4029868961,1345.9199115346262,1299.6235545472628,46.2963569873635,7874.469156600705,7746.444423488638,10
2025-02-26,69535.13547043724,73568.94614872761,58.473773111275136,44751.67289720129,5127.498775155655,-1.2170175978098996e-13,49879.17167235695,297.74928303785106,50176.9209553948,23146.251488443024,18613.588257890086,279.90865795261175,279.90865795261175,0.0,7746.444423488638,7896.306032098373,3
2025-02-27,70068.85578313515,71480.32856531182,353.6522334124204,44258.67916508564,3353.3276237902514,-208.7512844584352,47403.25550441746,1967.6057409745463,49370.86124539201,22979.89818326684,18544.557618981788,442.056034439187,442.056034439187,0.0,7896.306032098373,7973.15037594765,10
2025-02-28,32553.835261360742,33554.52129459785,272.41218027301653,13004.767471276871,1440.7864846272123,-66.75885321812538,14378.795102685957,1277.8900157293654,15656.685118415324,21038.796433765943,17129.413644369823,6624.957135474749,11.96957668221171,6612.987558792536,7973.15037594765,7875.3853392594165,8
2025-03-01,35348.66605225392,33614.03591077571,250.14383685837814,14112.083651196339,595.3143678210645,-409.36125147435183,14298.036767543052,1149.957228702566,15447.993996245617,18460.173227186853,15024.033630796077,6769.274217909975,34.39257444921191,6734.881643460763,7875.3853392594165,7796.170542843043,6
2025-03-02,79051.78424386133,77655.56165616651,84.88263378695393,52037.79478185846,3388.8568126339846,-1455.4575994733596,53971.19399501908,420.2867715934435,54391.48076661252,21568.06482937247,17431.106461787575,1245.1788557019058,1245.1788557019058,0.0,7796.170542843043,7839.532820625395,4
2025-03-03,81283.81053512721,76697.70880451374,173.8327877764765,53689.163982796556,2931.764187225006,-2470.590632271677,54150.33753774988,861.4021093144736,55011.73964706436,22960.730634609063,18637.256470645803,530.9207949936241,505.0168225520524,25.90397244157173,7839.532820625395,7796.127646611558,6
2025-03-04,72159.91845471057,73335.82032142652,4.004842156963672,46762.21080418002,3629.6125082311737,-349.64100249213965,50042.18230991905,16.466366625398905,50058.64867654445,20567.93891933693,16762.4199320754,334.84824298862543,334.84824298862543,0.0,7796.127646611558,7682.361638375461,2
