date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,38310.38489957533,20684.85227308312,0.0,0.0,20684.85227308312,13303.507779359268,14839.177214501951,5467.878401384677,1518.8330820099675,3949.04531937471,7268.4231640740745,2753.6054827174707
2025-02-02,89820.67224802241,57267.728745353605,0.0,0.0,57267.728745353605,21021.151927725023,16594.352432766384,7037.594803063779,6978.420736397112,59.17406666666682,2753.6054827174707,3234.4728479295654
2025-02-03,87873.69476107392,56107.11677150073,0.0,0.0,56107.11677150073,20979.091648104968,17408.041306235697,4085.727919204638,4085.727919204638,0.0,3234.4728479295654,2773.387213184374
2025-02-04,89158.47477539808,56948.543795279176,0.0,0.0,56948.543795279176,22209.91019514925,17859.767342084535,3613.467972333366,3613.467972333366,0.0,2773.387213184374,2918.120453169222
2025-02-05,87547.90507878862,55716.9891879149,0.0,0.0,55716.9891879149,22099.40886038016,18237.92558816106,2937.9948232361935,2935.9423232361937,2.052499999999924,2918.120453169222,2543.2266628879734
2025-02-06,88846.42441391826,56906.720944324465,0.0,0.0,56906.720944324465,21113.989864941796,16906.08973490406,4367.467067213853,4366.066250547186,1.400816666666742,2543.2266628879734,2761.2733914421915
2025-02-07,41881.67865553328,22064.065303606818,0.0,0.0,22064.065303606818,18267.5206593511,15470.139363581455,7278.617693096968,2241.8811098631127,5036.7365832338555,2761.2733914421915,2012.9982475454542
2025-02-08,37759.43794179739,19784.460637293385,0.0,0.0,19784.460637293385,18558.034167168586,15125.97575002625,2750.2168079883872,184.29457680286808,2565.922231185519,2012.9982475454542,1908.5892757457889
2025-02-09,83679.20795271455,52665.75365310275,360.3947857816378,2231.1997415652404,54896.953394667995,22926.79386145518,18838.8158677998,396.2087781741368,396.2087781741368,0.0,1908.5892757457889,1610.686120166786
2025-02-10,85530.1341272422,54100.24893001748,0.0,0.0,54100.24893001748,20407.257175350343,16263.995797003245,7060.235165561762,6560.572132228428,499.6630333333336,1610.686120166786,1906.1111368673749
2025-02-11,83245.18700482386,52462.307236462344,0.0,0.0,52462.307236462344,21868.803997748986,17847.76144847427,4003.547322215805,3760.0896222158044,243.4577000000005,1906.1111368673749,1757.1886809811645
2025-02-12,83109.25252036279,52330.2201544001,0.0,0.0,52330.2201544001,21777.131326810402,17631.55344938888,3696.938509607933,3410.244709607933,286.6938000000001,1757.1886809811645,1765.9919313451028
2025-02-13,82557.35164710337,51957.45422234818,0.0,0.0,51957.45422234818,19745.639938909895,15828.06011356653,7310.292805093328,6827.245646901207,483.0471581921212,1765.9919313451028,1950.3344168456395
2025-02-14,34925.97962736354,18388.1986923313,52.132163612786144,283.3481060208425,18671.546798352145,17976.9714058342,15189.395665520207,2388.734233995663,248.10058399566492,2140.6336499999984,1950.3344168456395,1252.5023870739656
2025-02-15,35303.757364799996,18413.765629971513,296.1049172179289,1075.6813925280806,19489.447022499593,18415.3841610828,14963.713318843635,2868.1003397787617,6.7263157954615735,2861.3740239833,1252.5023870739656,1200.0
2025-02-16,80592.61255932559,50192.00056173471,0.0,0.0,50192.00056173471,23482.120513709626,18633.162811525694,366.2757571416516,366.2757571416516,0.0,1200.0,1630.3942273101172
