date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,7907.059578179717,87.16430200937998
2025-03-20,4,1852.1318664111313,5053.1651928532165
2025-03-20,8,6056.728631999724,2777.3772166666668
2025-03-20,12,3665.7876634667105,461.4450820392408
2025-03-20,16,242.38543512851345,5503.86171049137
2025-03-20,20,644.8777751832595,2952.0546442956165
2025-06-21,0,1019.2275927352995,6.160726345257899
2025-06-21,4,559.2830873764947,1883.5680708736536
2025-06-21,8,8552.692422500948,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,214.98619496547633,4929.500351255369
2025-06-21,20,1995.5649543145112,2485.896583333333
2025-09-23,0,9243.418291532165,8.769190633760331
2025-09-23,4,1335.336373280999,5886.870498910074
2025-09-23,8,5129.710531786794,1896.6157166666667
2025-09-23,12,4473.948973622838,641.5818512716326
2025-09-23,16,175.58183521316926,6020.7388798583925
2025-09-23,20,898.7946068170223,2291.58797742211
2025-12-21,0,8949.320360315029,17.233948858870008
2025-12-21,4,1455.8412680025403,1362.652644212075
2025-12-21,8,5878.9377851267545,6799.9018109284825
2025-12-21,12,6271.414617503086,2277.588317032033
2025-12-21,16,191.83743210148293,5531.456700712573
2025-12-21,20,1033.4031708240154,2842.5257666666666
