date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_tau,selected_terminal
2025-02-01,42227.87589530864,22620.019234263196,0.0,0.0,22620.019234263196,13113.03078950617,14623.62293333333,9360.292105802471,4849.586974320987,4510.705131481484,7268.4231640740745,2821.680948703706,0.8,1200.0
2025-02-02,92903.88146106995,59469.47778042548,0.0,0.0,59469.47778042548,20801.677587777784,17023.506860000005,10769.43278329217,10638.372653168715,131.06013012345488,2821.680948703706,2628.1831554814794,0.8,1200.0
2025-02-03,90029.73839366256,57222.471839712074,0.0,0.0,57222.471839712074,21806.89524378601,17793.720493333334,5799.647143209874,5799.647143209874,0.0,2628.1831554814794,2483.588326740742,0.8,1200.0
2025-02-04,92008.17902106995,58396.68726922059,0.0,0.0,58396.68726922059,23191.4623645679,18846.12444,6467.977146502051,6467.977146502051,0.0,2483.588326740742,2415.766188185184,0.8,1200.0
2025-02-05,92859.2030911111,59315.3679185151,0.0,0.0,59315.3679185151,22010.9489844033,18045.55833,8145.385453374479,8143.332953374479,2.052500000000123,2415.766188185184,2174.999907481484,0.8,1200.0
2025-02-06,92722.58828279834,59109.939128719365,0.0,0.0,59109.939128719365,21650.950331851855,17415.764243333335,8216.344977613162,8214.944160946494,1.400816666666742,2174.999907481484,2310.0060468888896,0.8,1200.0
2025-02-07,44914.19991065843,23403.683327974963,0.0,0.0,23403.683327974963,18528.685488106992,15210.675183333333,9790.509939218106,4343.157733251023,5447.352205967083,2310.0060468888896,2085.0727824814817,0.8,1200.0
2025-02-08,39158.1372336214,20442.033149971183,0.0,0.0,20442.033149971183,18681.215822798356,15218.883353333335,4118.642047489707,659.2913063374434,3459.3507411522633,2085.0727824814817,1988.2966304074062,0.8,1200.0
2025-02-09,85511.06638843621,53788.24523921385,65.78819426666641,262.8238360953323,54051.069075309184,24025.070072098773,19691.576732399997,1687.945276337438,1687.945276337438,0.0,1988.2966304074062,1731.32999262963,0.8,1200.0
2025-02-10,88965.00711222221,56070.11820529866,0.0,0.0,56070.11820529866,20231.569302057615,16468.208943333335,10875.009170164603,10375.346136831271,499.6630333333336,1731.32999262963,1641.7324274444397,0.8,1200.0
2025-02-11,82594.47757218107,51578.21263845348,0.0,0.0,51578.21263845348,23342.9455879424,18947.897956666668,2978.8328075720083,2924.156475555551,54.67633201645708,1641.7324274444397,1597.1635047407417,0.8,1200.0
2025-02-12,84001.6155046502,52583.80178697367,0.0,0.0,52583.80178697367,22447.113522592594,18134.486216666668,4422.252065390939,4258.867782057605,163.38428333333331,1597.1635047407417,1650.136545444444,0.8,1200.0
2025-02-13,84215.47218818929,52902.39083034439,0.0,0.0,52902.39083034439,19944.604435925925,16085.16935,9026.5580855967,8467.920302263366,558.6377833333337,1650.136545444444,1727.8701488888885,0.8,1200.0
2025-02-14,36351.36461946502,19021.865949787003,0.0,0.0,19021.865949787003,18450.902681728396,14959.176623333331,3057.8367444032933,210.78759666666645,2847.0491477366268,1727.8701488888885,1712.3752031851873,0.8,1200.0
2025-02-15,36724.67464086419,19283.673593594664,0.0,0.0,19283.673593594664,17916.12302938271,14691.626173333332,4220.086684814815,385.0215124691351,3835.06517234568,1712.3752031851873,1512.8568481481498,0.8,1200.0
2025-02-16,82876.19685993539,51604.52511537263,19.683666666666454,89.55084149999904,51694.07595687263,22654.1334489712,18296.182323233334,3160.550300864188,3143.344050864189,17.206249999999727,1512.8568481481498,1572.4854819629663,0.8,1200.0
2025-02-17,83636.86646658435,52050.851959565196,0.0,0.0,52050.851959565196,19616.33874119342,15854.357606666665,8691.022165390932,7742.579882057598,948.442283333334,1572.4854819629663,1611.237452740742,0.8,1200.0
2025-02-18,79653.65978985473,49321.05020226267,25.51533333333316,116.08200899999922,49437.132211262666,22334.28363547325,17818.253320433338,3071.7570248148145,2966.042812880658,105.71421193415664,1611.237452740742,1914.033479740739,0.8,1200.0
2025-02-19,79844.97916942387,49624.24541344682,52.403406666666456,233.19755989666578,49857.44297334349,22652.262533124536,18879.61106753087,3245.4037271635266,3109.4713771635265,135.93235000000004,1914.033479740739,1323.724128962964,0.8,1200.0
2025-02-20,80483.96695551481,50153.298794342576,27.939433333333,130.86830573333177,50284.16710007591,21178.99962312758,16787.15978596667,5126.932818353902,4573.338918353902,553.5939000000001,1323.724128962964,1732.4240275925938,0.8,1200.0
2025-02-21,35593.2132163786,18594.671880077,0.0,0.0,18594.671880077,17697.91556378601,14234.64403,6569.679649259258,340.47187629629474,6229.207772962964,1732.4240275925938,1844.2768905555565,0.8,1200.0
2025-02-22,35388.871135102876,18522.805641806997,0.0,0.0,18522.805641806997,17610.781724197528,14182.757730000001,4116.084257572017,189.57137999999884,3926.512877572018,1844.2768905555565,1935.3607423333335,0.8,1200.0
2025-02-23,81243.64690374486,50715.111205851514,0.0,0.0,50715.111205851514,20557.058506625515,16916.17849,6070.913203786009,5582.594503786009,488.31870000000004,1935.3607423333335,1640.959520518517,0.8,1200.0
2025-02-24,79277.04520593498,48860.760796178045,16.17165666666631,75.74803982666499,48936.508836004716,20604.065279958853,16679.00601666667,7165.1239826427945,5940.770599309461,1224.3533833333336,1640.959520518517,1652.3893650740729,0.8,1200.0
2025-02-25,76832.73237296297,47328.412742261025,29.374459999999885,128.94168163666617,47457.35442389769,21004.003961810704,17130.734969999998,7167.514607818931,5969.5482411522635,1197.966366666667,1652.3893650740729,1521.842964037041,0.8,1200.0
2025-02-26,74331.92757,45704.68924635902,0.0,0.0,45704.68924635902,22700.422563580247,18036.008800000003,852.6657730864151,632.6741929218103,219.99158016460487,1521.842964037041,1912.2134934814758,0.8,1200.0
2025-02-27,76548.83913177614,47127.59453785304,502.2208819666637,2442.7184107699527,49570.312948622995,22790.725826584374,18551.242546833335,5854.9925339917645,5341.673870658432,513.3186633333328,1912.2134934814758,1811.3750187037047,0.8,1200.0
2025-02-28,34518.43528971194,17903.33400627057,0.0,0.0,17903.33400627057,17149.7791709465,13851.02725333333,7927.089822098767,469.1320697942399,7457.957752304527,1811.3750187037047,1856.1459910740807,0.8,1200.0
2025-03-01,34396.05267950617,17940.585240002394,0.0,0.0,17940.585240002394,16325.912945473248,13185.075889999998,7596.449690699584,122.5669053909425,7473.882785308641,1856.1459910740807,1899.3833197777785,0.8,1200.0
2025-03-02,80430.79071292181,50167.59142826548,757.0995591333257,5202.812030916998,55370.403459182475,19964.49850679013,16533.514640866673,5398.599339465013,5364.634439465013,33.96489999999983,1899.3833197777785,1496.8601527037047,0.8,1200.0
2025-03-03,83879.62664292181,52170.09169836993,0.0,0.0,52170.09169836993,22613.32442526749,18208.35686333333,7457.512447654322,7161.0228476543225,296.48960000000034,1496.8601527037047,1617.3445095185211,0.8,1200.0
2025-03-04,83757.11603390946,52376.82000489971,0.0,0.0,52376.82000489971,19575.47555839506,15759.009479999995,10741.192022181065,9599.40867411522,1141.7833480658448,1617.3445095185211,1725.261978740742,0.8,1200.0
2025-03-05,80413.98498784362,49803.93568648798,0.0,0.0,49803.93568648798,18791.40245773663,15269.103141333333,10761.213654773652,9822.449304773652,938.7643500000004,1725.261978740742,1671.8540336666679,0.8,1200.0
2025-03-06,77012.8592201362,47679.21045320129,0.0,0.0,47679.21045320129,20055.913475556572,16310.758056900826,7327.049668147128,6090.4933681471275,1236.5562999999997,1671.8540336666679,1599.1116540000025,0.8,1200.0
2025-03-07,33722.397389711936,17644.939573245738,0.0,0.0,17644.939573245738,15782.753805102877,12397.290566666663,9414.648617942386,597.9669143621389,8816.681703580247,1599.1116540000025,2028.822782296299,0.8,1200.0
2025-03-08,31801.70338823045,16847.558825567714,0.0,0.0,16847.558825567714,15645.955717572013,12668.216203333333,9760.824357325104,726.202354526748,9034.622002798356,2028.822782296299,2034.387146629631,0.8,1200.0
2025-03-09,72359.38675717819,44475.39128125416,0.0,0.0,44475.39128125416,20854.57680641976,17100.52376,5271.808660758432,4159.103052633741,1112.705608124691,2034.387146629631,1802.924316851852,0.8,1200.0
2025-03-10,71529.39790810698,43855.32320024177,729.7971124000045,5091.031575740163,48946.354775981934,21059.680608518524,17197.528007599994,354.97096958846953,354.97096958846953,0.0,1802.924316851852,1648.2724116296292,0.8,1200.0
2025-03-11,76713.46399170041,46685.10024950674,0.0,0.0,46685.10024950674,20249.915079711936,16079.316186666665,8603.946298655144,7133.98522090535,1469.9610777497946,1648.2724116296292,2007.2891092963007,0.8,1200.0
2025-03-12,72386.442501893,44258.62401334351,0.0,0.0,44258.62401334351,20513.897033374484,16904.50488666667,6341.5156718518465,5062.807026584363,1278.708645267484,2007.2891092963007,1687.0132319259246,0.8,1200.0
2025-03-13,70213.30872868311,42756.25459407987,1971.3864914333417,11666.684320452172,54422.93891453204,20835.061562716044,16959.192595233326,763.2082359670767,763.2082359670767,0.0,1687.0132319259246,1595.0213103333338,0.8,1200.0
2025-03-14,30885.732418312757,16215.595883188043,0.0,0.0,16215.595883188043,15754.147077160489,12393.618196666668,11495.777554485601,458.39168148148065,11037.38587300412,1595.0213103333338,2003.066794592589,0.8,1200.0
2025-03-15,31069.837851934157,16255.04071675708,0.0,0.0,16255.04071675708,14930.10106436214,12573.89258,7789.504217572019,572.176846666666,7217.327370905353,2003.066794592589,1469.165996962963,0.8,1200.0
2025-03-16,74993.89099753086,45561.17006998335,1.6399999999999864,7.461179999999938,45568.63124998335,20461.07955345679,16118.837203333336,7302.241714074074,6594.22923074074,708.0124833333334,1469.165996962963,1974.3184802592612,0.8,1200.0
2025-03-17,71733.50018424609,43691.859537999044,0.0,0.0,43691.859537999044,19230.60917325102,15427.807910733334,10072.567488395069,7776.196886584366,2296.3706018107023,1974.3184802592612,2139.8579464814834,0.8,1200.0
2025-03-18,65699.88029637859,39754.293727469,1344.976416466664,6822.23275506532,46576.52648253431,21260.088839341563,17561.28585686667,2220.0953637036946,1739.693124320984,480.4022393827108,2139.8579464814834,1761.3980609259247,0.8,1200.0
2025-03-19,70794.5939271605,43133.008284251824,0.0,0.0,43133.008284251824,20558.762875144035,16262.880176666666,7033.24077868313,4703.723745349797,2329.517033333333,1761.3980609259247,2194.4177855925936,0.8,1200.0
2025-03-20,68534.36083674897,41982.854954810704,0.0,0.0,41982.854954810704,20086.38256156379,16595.007466666666,2834.02392518518,1819.6922418518475,1014.3316833333325,2194.4177855925936,1833.2649058148145,0.8,1200.0
2025-03-21,30507.343357201647,16058.679200340825,0.0,0.0,16058.679200340825,14887.630530246915,12200.397029999998,15786.645340288067,1099.894,14686.751340288067,1833.2649058148145,1676.1356830370387,0.8,1200.0
2025-03-22,30887.78932460905,16093.470656239524,0.0,0.0,16093.470656239524,15160.227426008229,11590.030543333334,11436.39270860082,221.11460489711942,11215.278103703702,1676.1356830370387,2442.5286516296273,0.8,1200.0
2025-03-23,70078.01030341563,42584.19225816647,34.58441000000312,241.26084416002175,42825.45310232649,19341.732527901237,16334.38577333333,8335.527842181062,5980.048075514396,2355.4797666666664,2442.5286516296273,1700.7704008148144,0.8,1200.0
2025-03-24,67564.145196214,40712.51592372714,90.58302329176854,631.9071704833773,41344.42309421051,20272.894805679014,16709.573584033333,6092.909914526752,3600.568331193418,2492.341583333334,1700.7704008148144,1380.182854777778,0.8,1200.0
2025-03-25,67229.0175963786,40577.46094019732,1.433692366664058,6.717565584004444,40584.178505781325,22033.928194855973,17759.475554300003,2005.8739315226253,2003.4625975308625,2.411333991762856,1380.182854777778,1477.9676142592589,0.8,1200.0
2025-03-26,69717.45075152263,42008.383256594876,0.0,0.0,42008.383256594876,19684.751201769548,15821.13078,10261.27546308642,7160.802125061726,3100.473338024694,1477.9676142592589,1615.2094958518535,0.8,1200.0
2025-03-27,64707.75884032922,39141.986943301934,0.0,0.0,39141.986943301934,20856.989171687244,16927.595750000004,2061.3760186419736,1672.2115448148147,389.16447382715876,1615.2094958518535,1578.06002814815,0.8,1200.0
2025-03-28,30497.591922798354,15847.450642384512,0.0,0.0,15847.450642384512,14998.658178518517,11605.376873333333,16282.429850946502,872.2856600000005,15410.144190946503,1578.06002814815,2181.9891962222214,0.8,1200.0
2025-03-29,29498.296582551444,15147.892947859213,0.0,0.0,15147.892947859213,13817.198994897119,11443.075376666666,19416.96378098766,163.52059473251185,19253.443186255146,2181.9891962222214,1902.9400953333377,0.8,1200.0
2025-03-30,61900.01684629629,37637.69784625733,0.0,0.0,37637.69784625733,21088.983647078177,16983.497646666663,2448.9111458847783,1791.7662267489707,657.1449191358076,1902.9400953333377,2012.4724369629619,0.8,1200.0
2025-03-31,63178.66595650207,38057.53547439294,0.0,0.0,38057.53547439294,19723.416177736617,16035.731536666664,2539.591832098778,1355.9152060082401,1183.676626090538,2012.4724369629619,1946.0675117407416,0.8,1200.0
2025-04-01,66686.99129102881,40118.567913300314,0.0,0.0,40118.567913300314,20461.86107547325,16539.473106666665,2555.7518055555547,1887.9537202469164,667.7980853086384,1946.0675117407416,1984.5501389259248,0.8,1200.0
2025-04-02,68936.64864119301,41065.77311339213,1184.5978106999985,5821.9363004176585,46887.70941380979,21141.946494074076,17247.683326666665,5791.647884485595,4939.235784485594,852.4121000000008,1984.5501389259248,1848.2093984074063,0.8,1200.0
2025-04-03,70030.37516674897,42042.910072080675,56.35930363333193,393.1625021461236,42436.0725742268,19072.24398798354,15615.216439700002,10766.1766554321,6787.275938765432,3978.900716666667,1848.2093984074063,1662.988499037036,0.8,1200.0
2025-04-04,29466.587981152265,15018.946391631467,0.0,0.0,15018.946391631467,14295.581919958844,11250.94941,19991.15322119342,573.2039558024694,19417.94926539095,1662.988499037036,2027.9573270000008,0.8,1200.0
2025-04-05,28845.168103333333,14669.777669311667,0.0,0.0,14669.777669311667,13313.048917283946,11063.252173333332,14551.256376049385,296.4701366666667,14254.786239382718,2027.9573270000008,1717.1989377407394,0.8,1200.0
2025-04-06,67617.18465576132,40539.61349651386,0.0,0.0,40539.61349651386,19469.947006913582,15794.469256666667,9531.630638847737,5941.410888847738,3590.2197499999997,1717.1989377407394,1690.7409587777763,0.8,1200.0
2025-04-07,64423.65594633745,38428.89767634754,0.0,0.0,38428.89767634754,19584.03939835391,15819.161369999998,7416.058634650207,4853.12506798354,2562.9335666666675,1690.7409587777763,1739.5304506296332,0.8,1200.0
2025-04-08,64081.713669012344,38324.8491433451,104.15124999999956,513.4415774999977,38838.2907208451,21060.30120234567,17331.43132333333,6103.801423333341,4568.799033168728,1535.0023901646127,1739.5304506296332,1436.6556179259283,0.8,1200.0
2025-04-09,65202.22654333333,39324.58773255749,0.0,0.0,39324.58773255749,20176.808346213988,16078.811163333336,1969.9183437860058,1703.2886961728425,266.6296476131634,1436.6556179259283,1730.4373924814822,0.8,1200.0
2025-04-10,70072.66043596707,41857.39716173184,0.0,0.0,41857.39716173184,19457.118046460902,15700.695356666667,11855.599846172834,8627.73963296296,3227.8602132098763,1730.4373924814822,1796.6265713333298,0.8,1200.0
2025-04-11,28814.26717979424,14758.17745437916,0.0,0.0,14758.17745437916,13549.550346872433,10976.997600000002,20925.064266255144,802.101529999999,20122.962736255144,1796.6265713333298,1794.557883518513,0.8,1200.0
2025-04-12,28388.69910279836,14406.701410777952,0.0,0.0,14406.701410777952,13039.382961069969,10280.87023,16605.02582172839,271.8942182716046,16333.131603456786,1794.557883518513,2106.813404037036,0.8,1200.0
2025-04-13,63773.28505333333,37948.34537208509,0.0,0.0,37948.34537208509,20009.567729300416,16426.15727,5913.516110699581,3690.081737860077,2223.4343728395047,2106.813404037036,1864.1385048518548,0.8,1200.0
2025-04-14,63982.300057942375,37976.73056733196,0.0,0.0,37976.73056733196,19383.72349617284,15824.508476666668,7895.053238436205,4520.60523703703,3374.4480013991747,1864.1385048518548,1726.7024551111112,0.8,1200.0
2025-04-15,62574.27743156379,37111.443499220244,0.0,0.0,37111.443499220244,19411.286368395056,15425.584113333332,8449.146343168728,4748.890176502061,3700.2561666666666,1726.7024551111112,2057.322282962964,0.8,1200.0
2025-04-16,60290.644896255144,36372.19025017211,0.0,0.0,36372.19025017211,19465.66081226338,15948.76395,994.1560839917676,994.1560839917676,0.0,2057.322282962964,1855.5681806666657,0.8,1200.0
2025-04-17,66027.19902650206,39257.14715648358,0.0,0.0,39257.14715648358,19171.655417489714,15421.327849999998,9408.529109012343,6128.041713209873,3280.487395802471,1855.5681806666657,1975.2493341851846,0.8,1200.0
2025-04-18,28163.732541316876,14335.070427746743,0.0,0.0,14335.070427746743,13374.777974855964,10395.78925333333,18830.62663646091,867.4720033333342,17963.154633127575,1975.2493341851846,2461.6725634074087,0.8,1200.0
2025-04-19,26580.545466584357,13425.464577414392,0.0,0.0,13425.464577414392,12495.317783909466,10411.579253333335,17712.127686008225,525.4120266666671,17186.71565934156,2461.6725634074087,2139.037176333326,0.8,1200.0
2025-04-20,62066.595629711934,36952.33450015332,0.0,0.0,36952.33450015332,19652.454210493837,15942.40522,6398.801755884768,3458.4922817695397,2940.309474115228,2139.037176333326,2112.4623879999976,0.8,1200.0
2025-04-21,62666.290422016464,37421.96387257687,0.0,0.0,37421.96387257687,17900.103411893004,14805.08123,11054.357856790124,5601.646916625515,5452.710940164609,2112.4623879999976,1772.465203148148,0.8,1200.0
2025-04-22,57043.03683272428,34244.9038489149,0.0,0.0,34244.9038489149,19935.671830864194,16101.429842666663,1055.8655278600816,536.1619374897086,519.7035903703729,1772.465203148148,1824.0922479629673,0.8,1200.0
2025-04-23,62458.241098271596,36928.73436573909,0.0,0.0,36928.73436573909,18795.85133152263,14918.885023333336,7181.358073415632,4486.267940082299,2695.090133333333,1824.0922479629673,2163.8195315185167,0.8,1200.0
2025-04-24,60598.51669621399,35983.317970812364,0.0,0.0,35983.317970812364,17823.423012674895,14711.769930000002,10396.756913539097,4669.532063539096,5727.2248500000005,2163.8195315185167,1858.4892095925936,0.8,1200.0
2025-04-25,26258.74443164609,12988.64195843759,0.0,0.0,12988.64195843759,12276.053184855966,10092.75592,22075.08951679012,341.91380666666544,21733.175710123454,1858.4892095925936,1692.763831518519,0.8,1200.0
2025-04-26,26262.27204530864,12860.242734158775,0.0,0.0,12860.242734158775,12598.475626502053,10419.825243333335,24013.42802880659,92.35761333333312,23921.070415473256,1692.763831518519,1453.8082916666663,0.8,1200.0
2025-04-27,55896.14342403292,33653.0862305119,0.0,0.0,33653.0862305119,20239.82554514403,16227.238603333333,3310.0852988888887,1344.9586485596683,1965.1266503292202,1453.8082916666663,1639.3861674814868,0.8,1200.0
2025-04-28,60764.059194238675,36377.17042106169,536.099335033334,3671.670532602538,40048.84095366423,18983.996267530856,15303.546054966666,997.7410000411488,997.7410000411488,0.0,1639.3861674814868,1721.0427471851847,0.8,1200.0
2025-04-29,68045.80294317777,40087.47025235858,0.0,0.0,40087.47025235858,17157.28184617284,13602.300593333333,17057.607973671602,10734.42409033827,6323.183883333332,1721.0427471851847,2048.929082814815,0.8,1200.0
2025-04-30,57935.25602349794,34995.133116055615,0.0,0.0,34995.133116055615,17982.599396131685,14951.526979999999,6647.3291740329205,4316.515919218108,2330.8132548148124,2048.929082814815,1620.460783777779,0.8,1200.0
