date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-06-21,0,259.79076417704346,2108.4316213982147,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.60474836054,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,100.52294889521318,5769.702532112324,1200
2025-06-21,1200,8239.419463891052,2545.1303024645777,1440
2025-09-23,0,4528.352906179477,200.49179013872242,240
2025-09-23,240,1032.593698869789,6606.88207290912,480
2025-09-23,480,5156.25978146476,1896.6157166666667,720
2025-09-23,720,5118.587045519051,580.2232745971988,960
2025-09-23,960,19.898938308020888,5761.997885698289,1200
2025-09-23,1200,5504.2989156260755,2146.23617577079,1440
2025-12-21,0,5258.183880652062,135.70893329029684,240
2025-12-21,240,1430.6821343044917,1580.7070829853449,480
2025-12-21,480,5242.860950863743,7619.1249591258875,720
2025-12-21,720,7995.46645142158,2302.7138579490334,960
2025-12-21,960,35.27711068165365,5772.654153862814,1200
2025-12-21,1200,5377.586763704218,2842.5257666666666,1440
