date,issue_hour,issue_time,price_issue_time,price_method,price_forecast_yuan_per_kwh,slot_id,interval_start,interval_end,load_forecast_kwh,pv_forecast_kwh,endpoint_rule,endpoint_issue_time,grid_original_kwh,grid_kwh,charge_kwh,discharge_kwh,surplus_kwh,energy_start_kwh,energy_end_kwh,charge_mode,contract_cost_forecast_yuan
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3397085923058723,1,2025-02-01 00:00:00,2025-02-01 00:10:00,446.62184779000137,0.30050290088415643,Q2_inherited,2025-02-01 00:00:00,1036.962273695701,1036.962273695701,590.6409288065838,0.0,0.0,7268.4231640740745,7800.0,1.0,352.26499427146325
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3565991922513303,2,2025-02-01 00:10:00,2025-02-01 00:20:00,441.33740164805374,0.6505706636568043,Q2_inherited,2025-02-01 00:00:00,440.6868309843969,440.6868309843969,0.0,0.0,0.0,7800.0,7800.0,0.0,157.14856796483446
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3178313965956786,3,2025-02-01 00:20:00,2025-02-01 00:30:00,439.3940358801821,1.0403089385468585,Q2_inherited,2025-02-01 00:00:00,1271.6870602749686,1271.6870602749686,833.3333333333333,0.0,0.0,7800.0,8550.0,1.0,404.1820743998462
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.31695486451740185,4,2025-02-01 00:30:00,2025-02-01 00:40:00,467.9889913571435,1.4534183399936076,Q2_inherited,2025-02-01 00:00:00,1299.868906350483,1299.868906350483,833.3333333333333,0.0,0.0,8550.0,9300.0,1.0,411.99977310270066
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.34065855792802924,5,2025-02-01 00:40:00,2025-02-01 00:50:00,473.85663408715675,1.8677750793967487,Q2_inherited,2025-02-01 00:00:00,471.98885900776,471.98885900776,0.0,0.0,0.0,9300.0,9300.0,-0.0,160.78704406767943
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3584844767163285,6,2025-02-01 00:50:00,2025-02-01 01:00:00,460.54400507294906,2.256230205727409,Q2_inherited,2025-02-01 00:00:00,458.28777486722163,458.28777486722163,0.0,0.0,0.0,9300.0,9300.0,0.0,164.2890531587665
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.35751427322798024,7,2025-02-01 01:00:00,2025-02-01 01:10:00,480.5570409484658,2.587610135119509,Q2_inherited,2025-02-01 00:00:00,477.96943081334626,477.96943081334626,0.0,0.0,0.0,9300.0,9300.0,0.0,170.88089368242487
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.349688093099145,8,2025-02-01 01:10:00,2025-02-01 01:20:00,476.8780047104005,2.8278966757510466,Q2_inherited,2025-02-01 00:00:00,474.05010803464944,474.05010803464944,0.0,0.0,0.0,9300.0,9300.0,0.0,165.76967831208023
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.35645837136923,9,2025-02-01 01:20:00,2025-02-01 01:30:00,456.92792090405095,2.941560689388316,Q2_inherited,2025-02-01 00:00:00,453.9863602146626,453.9863602146626,0.0,0.0,0.0,9300.0,9300.0,0.0,161.82723858596322
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3832502003885034,10,2025-02-01 01:30:00,2025-02-01 01:40:00,486.37817986200923,2.8930199532897416,Q2_inherited,2025-02-01 00:00:00,483.4851599087195,483.4851599087195,0.0,0.0,0.0,9300.0,9300.0,0.0,185.29578441988434
