date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_tau,selected_terminal
2025-02-01,38746.43130586164,20795.620290031104,0.0,0.0,20795.620290031104,13012.658027946714,14999.33485401695,6354.932198598542,2583.5976985985412,3771.3345,7268.4231640740745,2313.8877736517325,0.7,1200.0
2025-02-02,91670.47765671894,57789.13317383485,0.0,0.0,57789.13317383485,23210.422981423224,17702.267151479347,7806.043876775066,7746.869810108399,59.174066666666704,2313.8877736517325,3534.082733066693,0.7,equal_initial
2025-02-03,87140.74441206985,55410.91177666148,0.0,0.0,55410.91177666148,21242.59042237734,18477.201180638687,4158.438670331199,4158.438670331199,0.0,3534.082733066693,2122.1905791633203,0.7,1200.0
2025-02-04,89562.81480847034,56687.929147734576,0.0,0.0,56687.929147734576,23834.650495395817,19290.661362685856,3823.961725760388,3823.961725760388,0.0,2122.1905791633203,2139.3078442574974,0.7,1200.0
2025-02-05,87855.86691618174,55415.69048942866,0.0,0.0,55415.69048942866,23491.343991620237,19290.28916074458,2906.3851019727445,2906.3851019727445,0.0,2139.3078442574974,1847.8628136661748,0.7,1200.0
2025-02-06,89199.10021338132,56571.62607298935,20.942181271759296,122.33375189898193,56693.95982488833,22746.88463646837,18285.509406181653,4487.609947699687,4487.609947699687,0.0,1847.8628136661748,2002.826312952543,0.7,1200.0
2025-02-07,42192.225154054766,22031.84309072771,0.0,0.0,22031.84309072771,19230.729414630205,16034.398737384305,7190.2148101422,2494.905400059894,4695.309410082306,2002.826312952543,1494.4841890260611,0.7,1200.0
2025-02-08,37591.03760821617,19590.451646862057,57.273818969003514,350.1148553575185,19940.566502219575,19159.899446528634,15543.236099463971,2454.4853634538426,383.629949170582,2070.8554142832604,1494.4841890260611,1468.131358164083,0.7,1200.0
2025-02-09,83802.71589649243,52231.21172618196,1165.4947988017109,7531.34622895437,59762.557955136326,23836.236403501036,19151.11667418652,727.674999312959,727.674999312959,0.0,1468.131358164083,1641.725594441102,0.7,equal_initial
2025-02-10,86887.25345646794,54730.473029595385,0.0,0.0,54730.473029595385,20717.053081975242,16835.457784062688,8679.02057522205,8179.357541888718,499.6630333333334,1641.725594441102,1581.0091637047221,0.8,1200.0
2025-02-11,84992.24546711663,53244.41824446088,0.0,0.0,53244.41824446088,22566.025988792917,18320.122981045566,5525.745326035949,5346.90211468264,178.8432113533088,1581.0091637047221,1534.740352456612,0.8,1200.0
2025-02-12,84628.5750352241,53026.27534195866,0.0,0.0,53026.27534195866,22407.217893438105,18085.471933275774,5040.092941728436,4876.708658395103,163.38428333333331,1534.740352456612,1606.2676418000447,0.8,1200.0
2025-02-13,83862.30526009864,52550.98027172883,0.0,0.0,52550.98027172883,20036.6156380149,16157.24834867775,8653.458954094825,8094.821170761492,558.6377833333339,1606.2676418000447,1686.7235508159565,0.8,1200.0
