date,interval_start,interval_end,grid_plan_kwh,planned_cost_yuan
2025-03-20,2025-03-20T10:00:00,2025-03-20T10:10:00,0.0,0.0
2025-03-20,2025-03-20T12:00:00,2025-03-20T12:10:00,564.4262102343203,248.96840133435865
2025-03-20,2025-03-20T14:00:00,2025-03-20T14:10:00,0.0,0.0
2025-03-20,2025-03-20T16:00:00,2025-03-20T16:10:00,530.9703189028091,439.1655507645134
2025-03-20,2025-03-20T18:00:00,2025-03-20T18:10:00,699.3670423469364,878.4749418919868
2025-03-20,2025-03-20T20:00:00,2025-03-20T20:10:00,0.0,0.0
2025-06-21,2025-06-21T10:00:00,2025-06-21T10:10:00,0.0,0.0
2025-06-21,2025-06-21T12:00:00,2025-06-21T12:10:00,0.0,0.0
2025-06-21,2025-06-21T14:00:00,2025-06-21T14:10:00,0.0,0.0
2025-06-21,2025-06-21T16:00:00,2025-06-21T16:10:00,194.02151263927522,160.47519310394452
2025-06-21,2025-06-21T18:00:00,2025-06-21T18:10:00,608.5820416797022,764.4399025538739
2025-06-21,2025-06-21T20:00:00,2025-06-21T20:10:00,0.0,0.0
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,0.0,0.0
2025-09-23,2025-09-23T12:00:00,2025-09-23T12:10:00,438.38500581849644,193.37162606653877
2025-09-23,2025-09-23T14:00:00,2025-09-23T14:10:00,0.0,0.0
2025-09-23,2025-09-23T16:00:00,2025-09-23T16:10:00,537.0444983397521,444.18950457680893
2025-09-23,2025-09-23T18:00:00,2025-09-23T18:10:00,818.4140253124024,1028.0098571949086
2025-09-23,2025-09-23T20:00:00,2025-09-23T20:10:00,12.187664339288176,16.46919082168011
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,0.0,0.0
2025-12-21,2025-12-21T12:00:00,2025-12-21T12:10:00,970.467965227815,428.07341946198915
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,0.0,0.0
2025-12-21,2025-12-21T16:00:00,2025-12-21T16:10:00,852.3768815520627,705.0009187317111
2025-12-21,2025-12-21T18:00:00,2025-12-21T18:10:00,777.0643384972007,976.0705155863337
2025-12-21,2025-12-21T20:00:00,2025-12-21T20:10:00,0.0,0.0
