date,issue_hour,issue_time,slot_id,interval_start,interval_end,grid_original_kwh,grid_kwh,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,price_forecast_yuan_per_kwh,selected_index
2025-07-14,0,2025-07-14 00:00:00,1,2025-07-14 00:00:00,2025-07-14 00:10:00,863.1238322361261,863.1238322361261,777.8154928939872,0.8279444805356206,0.8279444805356206,0.5261729407196023,1
2025-07-14,0,2025-07-14 00:00:00,2,2025-07-14 00:10:00,2025-07-14 00:20:00,851.2032599308985,851.2032599308985,775.8176345715225,0.7984528719703334,0.7984528719703334,0.5325020392371841,1
2025-07-14,0,2025-07-14 00:00:00,3,2025-07-14 00:20:00,2025-07-14 00:30:00,871.8438564467295,871.8438564467295,817.7512089706446,0.0,0.0,0.5658538500787387,1
2025-07-14,0,2025-07-14 00:00:00,4,2025-07-14 00:30:00,2025-07-14 00:40:00,879.4564489526373,879.4564489526373,821.5218742288181,0.0,0.0,0.5606927233137284,1
2025-07-14,0,2025-07-14 00:00:00,5,2025-07-14 00:40:00,2025-07-14 00:50:00,879.7458225966066,879.7458225966066,816.2021625638572,0.0,0.0,0.536001171086502,1
2025-07-14,0,2025-07-14 00:00:00,6,2025-07-14 00:50:00,2025-07-14 01:00:00,883.2611251679479,883.2611251679479,817.7622323862403,0.0,0.0,0.534010943764443,1
2025-07-14,0,2025-07-14 00:00:00,7,2025-07-14 01:00:00,2025-07-14 01:10:00,854.0605319197219,854.0605319197219,803.5769700719184,0.0,0.0,0.5708268731883296,1
2025-07-14,0,2025-07-14 00:00:00,8,2025-07-14 01:10:00,2025-07-14 01:20:00,812.2089203233185,812.2089203233185,767.4450736690112,0.0,0.0,0.5576074505319504,1
2025-07-14,0,2025-07-14 00:00:00,9,2025-07-14 01:20:00,2025-07-14 01:30:00,842.0427657870906,842.0427657870906,743.8840576702803,0.0,0.0,0.5065397490698111,1
2025-07-14,0,2025-07-14 00:00:00,10,2025-07-14 01:30:00,2025-07-14 01:40:00,857.1402769889904,857.1402769889904,773.723195211342,0.0,0.0,0.5193986252513269,1
2025-07-14,0,2025-07-14 00:00:00,11,2025-07-14 01:40:00,2025-07-14 01:50:00,845.1806921987611,845.1806921987611,782.8917901866719,0.0,0.0,0.5491025632577798,1
2025-07-14,0,2025-07-14 00:00:00,12,2025-07-14 01:50:00,2025-07-14 02:00:00,833.6053143285723,833.6053143285723,769.3155829810013,0.0,0.0,0.5490403074158677,1
2025-07-14,0,2025-07-14 00:00:00,13,2025-07-14 02:00:00,2025-07-14 02:10:00,872.3540508801515,872.3540508801515,795.9770959471068,0.0,0.0,0.5248597958132641,1
2025-07-14,0,2025-07-14 00:00:00,14,2025-07-14 02:10:00,2025-07-14 02:20:00,855.4322164756803,855.4322164756803,786.5019597887926,0.0,0.0,0.5324048702449475,1
2025-07-14,0,2025-07-14 00:00:00,15,2025-07-14 02:20:00,2025-07-14 02:30:00,764.2227356822184,764.2227356822184,739.8218972209179,0.0,0.0,0.5546935737538475,1
2025-07-14,0,2025-07-14 00:00:00,16,2025-07-14 02:30:00,2025-07-14 02:40:00,778.691773685307,778.691773685307,738.0919507788918,0.0,0.0,0.5244116658877213,1
2025-07-14,0,2025-07-14 00:00:00,17,2025-07-14 02:40:00,2025-07-14 02:50:00,846.8587790493577,846.8587790493577,752.5409196948729,0.0,0.0,0.5082755026561823,1
2025-07-14,0,2025-07-14 00:00:00,18,2025-07-14 02:50:00,2025-07-14 03:00:00,799.1972155259652,799.1972155259652,752.8941759456953,0.0,0.0,0.5211159087226142,1
2025-07-14,0,2025-07-14 00:00:00,19,2025-07-14 03:00:00,2025-07-14 03:10:00,822.2912528853697,822.2912528853697,742.6741833442037,0.0,0.0,0.5135285936486588,1
2025-07-14,0,2025-07-14 00:00:00,20,2025-07-14 03:10:00,2025-07-14 03:20:00,793.8838716727407,793.8838716727407,749.0147454369411,0.0,0.0,0.5225763689873143,1
2025-07-14,0,2025-07-14 00:00:00,21,2025-07-14 03:20:00,2025-07-14 03:30:00,784.9139810074013,784.9139810074013,764.293117148786,0.0,0.0,0.5513645861613512,1
2025-07-14,0,2025-07-14 00:00:00,22,2025-07-14 03:30:00,2025-07-14 03:40:00,764.8320716510697,764.8320716510697,750.9061058241349,0.0,0.0,0.5532983917288613,1
2025-07-14,0,2025-07-14 00:00:00,23,2025-07-14 03:40:00,2025-07-14 03:50:00,787.3175224198746,787.3175224198746,713.7959215081523,0.0,0.0,0.5099198209794685,1
2025-07-14,0,2025-07-14 00:00:00,24,2025-07-14 03:50:00,2025-07-14 04:00:00,1232.7657746324087,1232.7657746324087,692.5654912900197,0.0,0.0,0.4785919422198316,1
2025-07-14,0,2025-07-14 00:00:00,25,2025-07-14 04:00:00,2025-07-14 04:10:00,774.4199855317844,774.4199855317844,723.4859823746674,0.0,0.0,0.5302078241912951,1
2025-07-14,0,2025-07-14 00:00:00,26,2025-07-14 04:10:00,2025-07-14 04:20:00,772.8639424091831,772.8639424091831,738.5842725629473,0.0,0.0,0.526615836628073,1
2025-07-14,0,2025-07-14 00:00:00,27,2025-07-14 04:20:00,2025-07-14 04:30:00,1328.4775773248418,1328.4775773248418,721.058832168964,7.205227312343588,7.205227312343588,0.4754244383018117,1
2025-07-14,0,2025-07-14 00:00:00,28,2025-07-14 04:30:00,2025-07-14 04:40:00,752.1485004914589,752.1485004914589,719.4582946665048,21.88058107237192,21.88058107237192,0.5182337118943096,1
2025-07-14,0,2025-07-14 00:00:00,29,2025-07-14 04:40:00,2025-07-14 04:50:00,746.2434955228482,746.2434955228482,733.2227131784565,38.51149720448507,38.51149720448507,0.5457938670340845,1
2025-07-14,0,2025-07-14 00:00:00,30,2025-07-14 04:50:00,2025-07-14 05:00:00,809.0530496651428,809.0530496651428,736.3276109171431,57.12331697819956,57.12331697819956,0.5080286795337876,1
2025-07-14,0,2025-07-14 00:00:00,31,2025-07-14 05:00:00,2025-07-14 05:10:00,1398.7469971146304,1398.7469971146304,708.2359054726644,77.72788137187698,77.72788137187698,0.4718282135560724,1
2025-07-14,0,2025-07-14 00:00:00,32,2025-07-14 05:10:00,2025-07-14 05:20:00,1395.4868043125011,1395.4868043125011,696.7431296660704,100.32340403144597,100.32340403144597,0.4713463134006367,1
2025-07-14,0,2025-07-14 00:00:00,33,2025-07-14 05:20:00,2025-07-14 05:30:00,1455.4686365466869,1455.4686365466869,699.5191003540833,124.89444763781626,124.89444763781626,0.45115132632129734,1
2025-07-14,0,2025-07-14 00:00:00,34,2025-07-14 05:30:00,2025-07-14 05:40:00,1427.0680603780986,1427.0680603780986,682.5124878944528,151.41199991146593,151.41199991146593,0.3722492800820517,1
2025-07-14,0,2025-07-14 00:00:00,35,2025-07-14 05:40:00,2025-07-14 05:50:00,632.7893730012497,632.7893730012497,747.047103161872,179.83364473238117,179.83364473238117,0.5596412367455494,1
2025-07-14,0,2025-07-14 00:00:00,36,2025-07-14 05:50:00,2025-07-14 06:00:00,0.0,0.0,867.0958358909405,210.10382321544688,210.10382321544688,0.9010465802551474,1
2025-07-14,0,2025-07-14 00:00:00,37,2025-07-14 06:00:00,2025-07-14 06:10:00,0.0,0.0,899.9755382813919,242.1541790589262,242.1541790589262,0.931167475966312,1
