date,interval_start,interval_end,intervals,emergency_kwh
2025-02-05,2025-02-05T20:30:00,2025-02-05T20:40:00,1,54.130662396002776
2025-02-07,2025-02-07T20:50:00,2025-02-07T21:10:00,2,44.89061695173494
2025-02-07,2025-02-07T21:30:00,2025-02-07T21:40:00,1,92.22127996069713
2025-02-08,2025-02-08T20:30:00,2025-02-08T20:50:00,2,248.81567698740304
2025-02-09,2025-02-09T20:50:00,2025-02-09T21:10:00,2,33.356614921512076
2025-02-09,2025-02-09T21:20:00,2025-02-09T21:40:00,2,36.95229875694115
2025-02-10,2025-02-10T05:50:00,2025-02-10T06:00:00,1,23.44464797936098
2025-02-10,2025-02-10T21:30:00,2025-02-10T21:50:00,2,22.302046576832208
2025-02-11,2025-02-11T06:00:00,2025-02-11T06:10:00,1,24.430771450492784
2025-02-11,2025-02-11T20:30:00,2025-02-11T21:40:00,7,353.04722830284044
2025-02-12,2025-02-12T06:00:00,2025-02-12T06:10:00,1,5.352033384888159
2025-02-12,2025-02-12T20:30:00,2025-02-12T21:50:00,8,210.4536719802038
2025-02-13,2025-02-13T06:20:00,2025-02-13T06:30:00,1,45.156666666666524
2025-02-13,2025-02-13T20:30:00,2025-02-13T21:10:00,4,180.02558783538223
2025-02-13,2025-02-13T21:30:00,2025-02-13T21:40:00,1,17.91392187443853
2025-02-14,2025-02-14T20:30:00,2025-02-14T20:40:00,1,85.40062852554075
2025-02-14,2025-02-14T21:20:00,2025-02-14T21:40:00,2,11.171415892296725
2025-02-15,2025-02-15T07:50:00,2025-02-15T08:20:00,3,165.10878735051713
2025-02-15,2025-02-15T20:40:00,2025-02-15T21:50:00,7,351.7667513101543
2025-02-16,2025-02-16T05:50:00,2025-02-16T06:10:00,2,62.64663858102233
2025-02-16,2025-02-16T20:30:00,2025-02-16T20:40:00,1,34.14660500142611
2025-02-16,2025-02-16T21:40:00,2025-02-16T21:50:00,1,14.13125972154262
2025-02-17,2025-02-17T05:50:00,2025-02-17T06:10:00,2,27.795349792451134
2025-02-17,2025-02-17T20:30:00,2025-02-17T20:40:00,1,201.33476264219655
2025-02-17,2025-02-17T21:30:00,2025-02-17T21:40:00,1,12.904839922944621
2025-02-18,2025-02-18T05:50:00,2025-02-18T06:10:00,2,49.37783824416397
2025-02-18,2025-02-18T06:20:00,2025-02-18T06:30:00,1,10.793333333333294
2025-02-18,2025-02-18T20:30:00,2025-02-18T20:40:00,1,28.946064163970618
2025-02-19,2025-02-19T05:50:00,2025-02-19T06:10:00,2,36.80268304140952
2025-02-19,2025-02-19T06:20:00,2025-02-19T06:30:00,1,77.96624999999995
2025-02-19,2025-02-19T20:30:00,2025-02-19T21:50:00,8,222.36906957737574
2025-02-20,2025-02-20T05:50:00,2025-02-20T06:10:00,2,68.22754869606433
2025-02-20,2025-02-20T20:50:00,2025-02-20T21:20:00,3,49.521388616150624
2025-02-21,2025-02-21T21:00:00,2025-02-21T21:20:00,2,45.952838666179254
2025-02-21,2025-02-21T21:40:00,2025-02-21T21:50:00,1,2.708638491405793
2025-02-22,2025-02-22T08:00:00,2025-02-22T08:20:00,2,89.27427434447394
2025-02-23,2025-02-23T06:00:00,2025-02-23T06:20:00,2,43.783976420809836
2025-02-23,2025-02-23T10:10:00,2025-02-23T10:40:00,3,131.9246541440504
2025-02-23,2025-02-23T20:30:00,2025-02-23T20:40:00,1,19.705086660003985
2025-02-23,2025-02-23T21:00:00,2025-02-23T21:30:00,3,54.7538902534116
2025-02-23,2025-02-23T21:40:00,2025-02-23T21:50:00,1,4.591248589473503
2025-02-24,2025-02-24T06:00:00,2025-02-24T06:20:00,2,75.64424289564522
2025-02-24,2025-02-24T21:40:00,2025-02-24T21:50:00,1,23.181280321809346
2025-02-25,2025-02-25T05:50:00,2025-02-25T06:10:00,2,36.417795076815196
2025-02-25,2025-02-25T06:20:00,2025-02-25T06:30:00,1,31.095000000000027
2025-02-25,2025-02-25T20:50:00,2025-02-25T21:50:00,6,106.18077292664395
2025-02-26,2025-02-26T06:00:00,2025-02-26T06:30:00,3,58.49338422238634
2025-02-27,2025-02-27T05:50:00,2025-02-27T06:20:00,3,46.530285197165654
2025-02-27,2025-02-27T10:00:00,2025-02-27T10:20:00,2,27.453783661376193
2025-02-27,2025-02-27T20:30:00,2025-02-27T20:50:00,2,130.5265730678027
2025-02-27,2025-02-27T21:20:00,2025-02-27T21:40:00,2,46.16766572718202
2025-02-28,2025-02-28T07:40:00,2025-02-28T08:10:00,3,130.14581716617764
2025-02-28,2025-02-28T20:40:00,2025-02-28T21:50:00,7,272.41218027301767
2025-03-01,2025-03-01T20:40:00,2025-03-01T21:20:00,4,247.81233307162267
2025-03-02,2025-03-02T20:50:00,2025-03-02T21:10:00,2,7.553203926510783
2025-03-02,2025-03-02T21:20:00,2025-03-02T21:40:00,2,69.76767191359765
2025-03-03,2025-03-03T20:40:00,2025-03-03T21:40:00,6,175.21348665316447
2025-03-04,2025-03-04T06:00:00,2025-03-04T06:10:00,1,0.6247333333333245
2025-03-04,2025-03-04T21:40:00,2025-03-04T21:50:00,1,2.056076624817183
2025-03-05,2025-03-05T05:50:00,2025-03-05T06:10:00,2,6.6182999999999765
2025-03-05,2025-03-05T20:30:00,2025-03-05T20:50:00,2,85.97825318100672
2025-03-05,2025-03-05T21:10:00,2025-03-05T21:30:00,2,16.20895850266497
2025-03-07,2025-03-07T21:30:00,2025-03-07T21:50:00,2,18.522075652537666
2025-03-08,2025-03-08T07:00:00,2025-03-08T08:00:00,6,182.0474331142903
2025-03-10,2025-03-10T09:00:00,2025-03-10T10:20:00,8,1013.3610157273798
2025-03-10,2025-03-10T20:30:00,2025-03-10T20:40:00,1,76.92493426689907
2025-03-11,2025-03-11T08:30:00,2025-03-11T09:30:00,6,778.4444755096191
2025-03-12,2025-03-12T21:00:00,2025-03-12T21:10:00,1,7.837325729443614
2025-03-13,2025-03-13T20:30:00,2025-03-13T20:50:00,2,260.3807292575194
2025-03-14,2025-03-14T20:40:00,2025-03-14T20:50:00,1,153.6008024285292
2025-03-15,2025-03-15T20:30:00,2025-03-15T21:50:00,8,314.98618033769355
2025-03-16,2025-03-16T05:50:00,2025-03-16T06:00:00,1,1.6399999999999864
2025-03-17,2025-03-17T08:40:00,2025-03-17T09:20:00,4,138.6410446345668
2025-03-19,2025-03-19T09:10:00,2025-03-19T09:40:00,3,267.3925596077013
2025-03-20,2025-03-20T08:50:00,2025-03-20T10:00:00,7,749.1432920441108
2025-03-21,2025-03-21T06:30:00,2025-03-21T07:00:00,3,131.54057568978476
2025-03-21,2025-03-21T07:10:00,2025-03-21T07:40:00,3,81.48402075980121
2025-03-21,2025-03-21T20:40:00,2025-03-21T20:50:00,1,87.74744114083637
2025-03-21,2025-03-21T21:00:00,2025-03-21T21:50:00,5,212.96897104679516
2025-03-23,2025-03-23T20:30:00,2025-03-23T20:40:00,1,127.21867542853875
2025-03-23,2025-03-23T20:50:00,2025-03-23T21:10:00,2,27.14113948423924
2025-03-25,2025-03-25T20:30:00,2025-03-25T20:40:00,1,122.06085585112419
2025-03-25,2025-03-25T20:50:00,2025-03-25T21:30:00,4,131.4630864285995
2025-03-26,2025-03-26T08:30:00,2025-03-26T09:30:00,6,776.5376968549674
2025-03-26,2025-03-26T20:30:00,2025-03-26T20:40:00,1,109.31243312202707
2025-03-29,2025-03-29T20:30:00,2025-03-29T21:30:00,6,273.7108955074388
2025-03-31,2025-03-31T20:30:00,2025-03-31T20:40:00,1,40.9599231247189
2025-03-31,2025-03-31T20:50:00,2025-03-31T21:10:00,2,31.72471085283523
2025-03-31,2025-03-31T21:20:00,2025-03-31T21:50:00,3,51.077060144295636
2025-04-01,2025-04-01T20:30:00,2025-04-01T20:50:00,2,93.66995733471299
2025-04-01,2025-04-01T21:40:00,2025-04-01T21:50:00,1,31.096016967467584
2025-04-02,2025-04-02T20:30:00,2025-04-02T21:50:00,8,308.08993641654575
2025-04-03,2025-04-03T20:30:00,2025-04-03T20:40:00,1,177.22225360135747
2025-04-03,2025-04-03T21:00:00,2025-04-03T21:20:00,2,9.272606223242724
2025-04-04,2025-04-04T06:50:00,2025-04-04T07:00:00,1,17.263111152088157
2025-04-04,2025-04-04T20:40:00,2025-04-04T21:00:00,2,76.14030741415587
2025-04-04,2025-04-04T21:30:00,2025-04-04T21:50:00,2,223.55614510808334
2025-04-05,2025-04-05T20:40:00,2025-04-05T21:10:00,3,152.49927182158368
2025-04-05,2025-04-05T21:40:00,2025-04-05T21:50:00,1,0.5876379067432147
2025-04-06,2025-04-06T20:30:00,2025-04-06T21:00:00,3,175.7869734601153
2025-04-06,2025-04-06T21:30:00,2025-04-06T21:50:00,2,40.94132518169583
2025-04-07,2025-04-07T20:30:00,2025-04-07T20:40:00,1,127.72189497135037
2025-04-07,2025-04-07T21:00:00,2025-04-07T21:20:00,2,13.725102354983505
2025-04-08,2025-04-08T20:30:00,2025-04-08T20:40:00,1,194.0951218304898
2025-04-08,2025-04-08T21:00:00,2025-04-08T21:30:00,3,77.22341815095372
2025-04-09,2025-04-09T20:30:00,2025-04-09T21:00:00,3,133.30065290175753
2025-04-10,2025-04-10T20:30:00,2025-04-10T21:00:00,3,113.74033746314797
2025-04-10,2025-04-10T21:30:00,2025-04-10T21:50:00,2,63.86901473036282
2025-04-11,2025-04-11T06:20:00,2025-04-11T06:40:00,2,139.59843089311897
2025-04-11,2025-04-11T20:40:00,2025-04-11T20:50:00,1,266.1286510326666
2025-04-11,2025-04-11T21:20:00,2025-04-11T21:30:00,1,8.032943309078211
2025-04-13,2025-04-13T20:40:00,2025-04-13T21:20:00,4,91.68009558546211
2025-04-14,2025-04-14T20:30:00,2025-04-14T20:50:00,2,369.2729544101845
2025-04-14,2025-04-14T21:30:00,2025-04-14T21:40:00,1,8.000117632303887
2025-04-15,2025-04-15T20:30:00,2025-04-15T21:10:00,4,242.97578491489094
2025-04-15,2025-04-15T21:40:00,2025-04-15T21:50:00,1,24.679609430081175
2025-04-16,2025-04-16T20:30:00,2025-04-16T20:40:00,1,169.900797245352
2025-04-16,2025-04-16T21:00:00,2025-04-16T21:50:00,5,108.4705611437893
2025-04-17,2025-04-17T08:40:00,2025-04-17T09:10:00,3,155.59456766331078
2025-04-17,2025-04-17T20:30:00,2025-04-17T20:40:00,1,225.44148865558344
2025-04-17,2025-04-17T21:20:00,2025-04-17T21:30:00,1,9.291219624056158
2025-04-18,2025-04-18T21:30:00,2025-04-18T21:50:00,2,229.65598311526776
2025-04-19,2025-04-19T20:40:00,2025-04-19T21:10:00,3,284.8480827054319
2025-04-19,2025-04-19T21:20:00,2025-04-19T21:40:00,2,38.114915657647416
2025-04-20,2025-04-20T20:30:00,2025-04-20T20:40:00,1,49.49048153282763
2025-04-21,2025-04-21T20:30:00,2025-04-21T21:30:00,6,226.07974660543914
2025-04-22,2025-04-22T20:30:00,2025-04-22T20:40:00,1,146.37269461236008
2025-04-22,2025-04-22T21:20:00,2025-04-22T21:40:00,2,70.58876877688014
2025-04-23,2025-04-23T20:30:00,2025-04-23T20:40:00,1,122.57094815473397
2025-04-23,2025-04-23T21:40:00,2025-04-23T21:50:00,1,20.17244228704203
2025-04-24,2025-04-24T20:30:00,2025-04-24T20:40:00,1,203.41032844797212
2025-04-24,2025-04-24T21:10:00,2025-04-24T21:50:00,4,99.67801638367082
2025-04-25,2025-04-25T06:30:00,2025-04-25T06:50:00,2,44.71223218862049
2025-04-25,2025-04-25T21:30:00,2025-04-25T21:50:00,2,449.1132295902686
2025-04-26,2025-04-26T20:40:00,2025-04-26T21:10:00,3,232.4722295858869
2025-04-26,2025-04-26T21:30:00,2025-04-26T21:50:00,2,196.51608045134793
2025-04-27,2025-04-27T08:40:00,2025-04-27T09:10:00,3,216.72419627346324
2025-04-27,2025-04-27T20:30:00,2025-04-27T20:40:00,1,429.2396286482417
2025-04-27,2025-04-27T21:00:00,2025-04-27T21:20:00,2,39.88019824902938
2025-04-27,2025-04-27T21:30:00,2025-04-27T21:50:00,2,15.824194170750525
2025-04-28,2025-04-28T20:30:00,2025-04-28T21:00:00,3,172.9827511765792
2025-04-29,2025-04-29T20:30:00,2025-04-29T20:40:00,1,425.39384247889376
2025-04-30,2025-04-30T08:10:00,2025-04-30T08:40:00,3,300.2498926237628
2025-04-30,2025-04-30T20:30:00,2025-04-30T21:20:00,5,312.06387370001084
2025-05-01,2025-05-01T08:30:00,2025-05-01T09:10:00,4,360.39376226156526
2025-05-01,2025-05-01T20:20:00,2025-05-01T21:50:00,9,1806.6183426217858
2025-05-02,2025-05-02T20:30:00,2025-05-02T21:50:00,8,1449.0042899760508
