date,grid_original_kwh,grid_effective_kwh,emergency_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,39551.37240779922,35352.29173939257,0.0,18072.12111162012,0.0008761375824760743,-1017.1191445172954,17055.002843240407,0.0,17055.002843240407,13238.097061765826,14947.458757697239,2683.477501990646,928.5132590847662,1754.96424290588,7268.4231640740745,2574.4230111108327
2025-02-02,90380.67470287868,85904.90190908223,0.0,64001.65659964242,0.020858603914816014,-1771.5728167674954,62230.104641478836,0.0,62230.104641478836,21626.755901401466,17315.44940946974,3237.3174671504917,3212.4085215788464,24.908945571645212,2574.4230111108327,2799.1150896279955
2025-02-03,92112.27284915296,86089.66860390581,0.0,66723.75159502855,0.017949612628930477,-2584.8291444601687,64138.940400181,0.0,64138.940400181,21898.552297984206,18110.05506959403,2084.254875515635,2084.254875515635,0.0,2799.1150896279955,2385.5287471537504
2025-02-04,95563.01132194661,89082.0173970295,0.0,70118.18108992343,0.01962929716351178,-2833.6212135986825,67284.5795056219,0.0,67284.5795056219,22347.356447807226,17912.951140485635,3452.748139707903,3452.3963563745697,0.35178333333337264,2385.5287471537504,2594.8705051962215
2025-02-05,88976.52558584887,86576.58897026704,0.0,64445.15715540521,0.049990192258818615,-1093.3111025131166,63351.89604308436,0.0,63351.89604308436,22112.41892310987,18287.27162455563,2003.0146883794614,2003.0146883794614,0.0,2594.8705051962215,2176.856842044408
2025-02-06,95687.95214438614,87039.95532294342,0.0,70195.6048114979,2.283270554463961,-3813.8939409399045,66383.99414111246,0.0,66383.99414111246,22099.38055124184,17600.88153237193,2270.3990874068363,2268.9982707401696,1.40081666666672,2176.856842044408,2509.764302193262
2025-02-07,45142.99979836364,40317.08438759206,0.0,19664.162813628733,0.004640350325579584,-1102.2862422850328,18561.881211694024,0.0,18561.881211694024,17862.146102915554,15227.04363562504,5876.302253634879,871.538323245944,5004.763930388935,2509.764302193262,1666.7584219005523
2025-02-08,35691.58909548627,36133.175296832385,105.2435489759145,14935.000157075388,508.664987886475,-0.02976098408546218,15443.635383977778,522.3237335674637,15965.959117545242,18851.118613689723,15453.741903489234,1263.8794189411487,7.106325688151299,1256.7730932529976,1666.7584219005523,1461.9408370110384
2025-02-09,87945.07858048896,85895.50995887259,0.0,62379.44708190123,0.12597335966578382,-975.7061261525909,61403.866929108306,0.0,61403.866929108306,23275.609169006948,18753.71468527946,1818.1995084784262,1818.1995084784262,0.0,1461.9408370110384,1572.528327695664
2025-02-10,84914.84500297546,79360.09170546694,0.0,58357.79505709947,0.7064962816716717,-2201.3016161397472,56157.1999372414,0.0,56157.1999372414,22635.8865073235,18264.761675449186,662.3292902592941,662.3292902592941,0.0,1572.528327695664,1650.6465448988265
2025-02-11,84514.68478820779,79012.64331003568,515.171579287819,58773.3887572023,0.6066821337730458,-2362.680796402545,56411.31464293353,2705.2583630001554,59116.573005933686,23146.87709536919,18875.784721938937,36.125382559909326,36.125382559909326,0.0,1650.6465448988265,1509.7417952433857
2025-02-12,85281.90309690226,79671.22679134422,96.63719769057255,58864.667584376046,295.796669906202,-2393.730633475539,56766.73362080671,450.9926202838473,57217.72624109056,23351.804930960254,19030.152149751888,179.47507449308898,179.47507449308898,0.0,1509.7417952433857,1381.7527333832975
2025-02-13,80470.67495457674,77375.72857316812,5.979263794216081,54111.149518885715,0.7305661298423066,-1164.8643398812549,52947.015745134304,30.063738357318456,52977.07948349162,22481.25984210417,17973.9596366202,1544.928614811698,1544.928614811698,0.0,1381.7527333832975,1643.8203283657163
2025-02-14,36246.30235579847,36538.62966802697,31.81867722884693,15262.831172019703,304.3839489452052,-0.019250887576725686,15567.195870077332,50.703062164167584,15617.8989322415,18344.803950321028,15258.729495289179,3682.572073557304,281.7067711386142,3400.8653024186897,1643.8203283657163,1200.0
2025-02-15,37497.24927006151,36033.20764069903,102.78735648063292,16367.407033604164,0.0017758761033643338,-374.21156196886477,15993.197247511403,292.278987390883,16285.476234902286,18473.74513995325,14963.733563362135,3345.8923205885494,48.18754008489978,3297.70478050365,1200.0,1200.0
2025-02-16,86363.43463129568,80111.04088971905,187.75166292454261,59538.408452765696,1244.626646733348,-2912.8056398370713,57870.22945966197,941.6729237292143,58811.902383391185,23138.410452600172,18322.992273532887,105.99527357630427,105.99527357630427,0.0,1200.0,1665.6891034147238
2025-02-17,85469.49621801934,75438.79875055641,82.55458862058147,58362.88420578681,162.90920760837494,-3920.952352567527,54604.84106082765,402.5308512034044,55007.371912031056,21368.024729595512,17510.603401783752,480.06884469856084,480.06884469856084,0.0,1665.6891034147238,1440.6853580687343
2025-02-18,76688.97466165788,76525.33622570478,0.0,51206.397300031174,774.402272116236,-343.72635995466595,51637.07321219274,0.0,51637.07321219274,21683.260470487112,17336.803502523268,87.49147440761135,87.49147440761135,0.0,1440.6853580687343,1692.5047787035119
2025-02-19,76675.97690503832,77265.62416899821,0.14150233632669718,51401.81630991118,650.390412005768,-20.366049732926356,52031.840672184015,0.7291615390914705,52032.56983372311,22737.414236985984,18796.619374887738,445.6434259029581,445.6434259029581,0.0,1692.5047787035119,1271.0449532267428
2025-02-20,80244.82676877064,76705.59833178733,11.530754291184621,54201.076013890706,189.60019861119414,-1434.6893498588918,52955.98686264301,64.69329695069132,53020.6801595937,22671.08962590171,18118.7550050523,1171.6607318957774,1171.6607318957774,0.0,1271.0449532267428,1543.0756109246222
2025-02-21,33948.287239343306,34333.85643731213,0.0,14671.435474644708,410.5703082278155,-8.880149024196271e-06,15082.005773992374,0.0,15082.005773992374,17343.778451702532,14219.770313764137,5649.586266040401,0.0,5649.586266040401,1543.0756109246222,1352.7314243856379
2025-02-22,35175.98698239113,34853.96011993296,0.0,15267.133217081011,105.44113460156927,-110.64425544953374,15261.930096233047,0.0,15261.930096233047,17719.61429886503,14070.194550028347,3359.777487762946,236.34258697388037,3123.4349007890655,1352.7314243856379,1666.8347933326725
2025-02-23,79320.4725409203,76224.91647609383,24.98700882705989,53232.14424030761,1.5859249268848985,-1299.8094403460263,51933.92072488847,120.52269899819345,52054.44342388666,22998.772703631108,18623.709841395612,342.98693935205915,342.98693935205915,0.0,1666.8347933326725,1672.719291716657
2025-02-24,75507.41757935328,73154.69523735392,0.0,50884.1957473622,31.173688451825114,-989.1664920711355,49926.202943742894,0.0,49926.202943742894,20477.178435481837,16569.57052474986,1044.0537099552862,495.8081451741954,548.2455647810908,1672.719291716657,1691.545967261575
2025-02-25,78673.64150126805,71865.63498296285,29.1897927717323,51884.10445928008,0.6167966701849965,-2613.0009760079374,49271.72027994233,149.80201650453014,49421.52229644686,21306.72470476004,17368.905446854864,2135.6822844960684,1645.0121149057875,490.67016959028086,1691.545967261575,1568.8143717068713
2025-02-26,72342.12078335734,73847.10346017273,0.0,47644.00267702321,1483.0536019235528,-0.03610503072957595,49127.02017391603,0.0,49127.02017391603,22258.768310618634,17666.766710638094,440.2538268588494,440.2538268588494,0.0,1568.8143717068713,1971.965061665761
2025-02-27,72567.66613436471,71712.74066347224,0.0,47262.70144007135,0.79761106014818,-294.9529197880508,46968.54613134345,0.0,46968.54613134345,22125.2298805416,18147.087004002253,778.0135869329024,778.0135869329024,0.0,1971.965061665761,1721.2419497062497
2025-02-28,32818.869615472824,33140.381018738524,0.0,13762.059525563254,410.7389293960936,-22.76000056939569,14150.038454389953,0.0,14150.038454389953,16538.694032947707,13473.233252282971,6782.326688073788,103.00046665799883,6679.326221415789,1721.2419497062497,1635.80741015589
2025-03-01,38211.422504837465,36759.9790411004,0.0,15690.074543012934,3.9075934139052035e-05,-340.27088937530647,15349.803692713562,0.0,15349.803692713562,16350.653373241284,13300.354896991446,10050.91463151723,222.97760969466285,9827.937021822567,1635.80741015589,1573.2233383047692
2025-03-02,82245.34750151496,78829.53457469551,0.0,55163.251039626455,965.1935141453106,-1707.7035797364008,54420.74097403536,0.0,54420.74097403536,22364.419805266025,17964.85882598558,2071.666528748395,2071.666528748395,0.0,1573.2233383047692,1740.2469119491059
2025-03-03,84056.8194152038,77066.57060091087,0.0,56526.15523887927,472.35710490678366,-2899.9292006787646,54098.58314310729,0.0,54098.58314310729,22076.604300164578,18023.178345188022,995.9980126009768,821.3376315870485,174.66038101392832,1740.2469119491059,1583.4370652216521
2025-03-04,75116.82917126553,73723.56498442312,0.0,49608.296461793274,222.75682077359517,-607.0010930109411,49224.05218955592,0.0,49224.05218955592,21083.112040178403,17015.449220751885,456.44423166327175,217.9326839289912,238.51154773428055,1583.4370652216521,1652.1832116578973
2025-03-05,79043.58398044104,71056.08749486812,0.0,51372.58693503066,10.443657668230939,-2871.399248925383,48511.63134377351,0.0,48511.63134377351,20302.974405850175,16508.109669957506,1130.750742308781,1130.750742308781,0.0,1652.1832116578973,1582.5160991924934
2025-03-06,73733.1591105745,71071.68705084473,0.0,47990.05472514703,0.6152671493853404,-903.2091062520304,47087.460886044384,0.0,47087.460886044384,20995.33740754236,16945.37652074944,1081.0720307184777,866.3370466094738,214.7349841090039,1582.5160991924934,1650.1236318145754
2025-03-07,34040.215840311816,32498.52364901871,0.0,14410.7878537602,9.844511728908855e-06,-457.0764327674691,13953.711430837242,0.0,13953.711430837242,15664.387282326876,12625.011538782546,8536.862372141048,218.9922836159369,8317.870088525111,1650.1236318145754,1720.281587261492
2025-03-08,30715.9830814461,30955.48736215241,68.98742747329972,12816.899857724477,229.3899881347642,-1.4491471767037325,13044.840698682538,234.3953867761457,13279.236085458684,15356.673512498786,12263.542674945096,8868.204435405352,122.09695207201844,8746.107483333333,1720.281587261492,1915.1292207936285
2025-03-09,75198.62868369423,68089.32005616551,0.0,47868.70663030135,0.0004978695994401063,-2357.9077339676182,45510.79939420333,0.0,45510.79939420333,21517.85124632096,17210.79796372403,448.7417235685876,448.7417235685876,0.0,1915.1292207936285,2158.0864939002354
2025-03-10,71914.27801992303,72452.1081998485,212.19015907503325,47233.81309046185,733.1267264558137,-37.526489220961125,47929.413327696704,1054.041224378154,48983.45455207486,21338.84742063098,17698.13763118481,981.517119477367,981.517119477367,0.0,2158.0864939002354,1698.4518044849974
2025-03-11,64188.8331206683,69098.66777680296,0.0,41275.366021884525,4282.897713266749,-1.1341199356650122e-05,45558.26372381007,0.0,45558.26372381007,22134.46477897424,17576.434591987618,601.7187898163454,601.7187898163454,0.0,1698.4518044849974,2090.0983366866867
2025-03-12,73127.41334618814,66332.03633377554,0.0,46859.69627720695,0.10063982144625258,-2347.742287103712,44512.05462992469,0.0,44512.05462992469,20236.922383237536,16791.56321810024,451.1424853049175,451.1424853049175,0.0,2090.0983366866867,1646.0360170446563
2025-03-13,73279.67839915604,72928.05593471698,0.0,47388.336686939,148.08184595886462,-201.20524688692973,47335.21328601094,0.0,47335.21328601094,21222.18753444771,17251.518153210855,1411.7685368134528,1411.7685368134528,0.0,1646.0360170446563,1577.6512944799738
2025-03-14,29521.01620433019,29949.66367484914,0.0,12036.680345831437,431.2283299790535,-0.02172427452606682,12467.886951535966,0.0,12467.886951535966,15175.000969112141,12186.58750540813,10931.824227811798,150.7028799964982,10781.121347815299,1577.6512944799738,1694.4993828940935
2025-03-15,30030.767499084053,30374.36388802059,0.0,12471.58403096741,334.40693744898516,-0.053660381150927,12805.937308035243,0.0,12805.937308035243,15217.201208275697,12709.94445719957,6942.981986944464,80.6023007898201,6862.379686154643,1694.4993828940935,1267.8199623427017
2025-03-16,70962.43169191827,69773.63027173509,1.6399999999999864,45270.63272732857,645.308169997619,-867.715550297171,45048.22534702902,8.081099999999934,45056.30644702902,21634.018608261074,16752.933909268468,1543.1386394091544,1543.1386394091544,0.0,1267.8199623427017,2124.0656994793635
2025-03-17,66007.39523134773,61830.418314266186,0.0,40254.78860659209,281.71949611682646,-1048.9543595367381,39487.55374317218,0.0,39487.55374317218,20633.98689896146,16862.155322772083,200.45530474347584,200.45530474347584,0.0,2124.0656994793635,1958.925772131258
2025-03-18,74342.85797801198,65968.90737366356,0.0,47215.323517007484,0.13271929310407876,-2884.0586653707755,44331.39757092981,0.0,44331.39757092981,20360.789967963676,16681.41061000753,1163.5696490407418,793.2724637437536,370.2971852969881,1958.925772131258,1748.7360655124219
2025-03-19,61796.83062912248,65305.22917684974,0.0,38666.81881011603,3016.8578859402273,-0.12050942348002634,41683.55618663278,0.0,41683.55618663278,21310.912641407573,16735.67531269298,1264.521398135144,726.668857316052,537.852540819092,1748.7360655124219,2333.3626508981515
2025-03-20,69782.48155648314,65555.17852263087,300.75760231670233,44839.08827618867,9.643500954377522,-1547.1726746494476,43301.55910249359,1546.7250158575605,44848.284118351155,20539.817705890855,16973.852708129136,81.0093105191936,81.0093105191936,0.0,2333.3626508981515,1959.362243834215
2025-03-21,28451.00913232041,28526.457385013764,6.313074670825836,11523.280041596754,530.1808469683688,-135.30463893142502,11918.156249633697,15.227136106031915,11933.38338573973,13754.636989364502,11749.89206189553,14494.561015548952,225.74224888228687,14268.818766666665,1959.362243834215,1283.0999099338962
2025-03-22,31153.831172158047,30793.972447687862,0.0,12726.425496992892,8.941346274144166e-05,-120.18727305925769,12606.238313347096,0.0,12606.238313347096,15144.519824356763,11413.238721587424,11181.49161158519,316.3445306125346,10865.147080972654,1283.0999099338962,2231.7913945356227
2025-03-23,71135.75025079823,64132.567282905555,0.0,44261.873660320314,0.3999691061244208,-2277.1855392001607,41985.08809022628,0.0,41985.08809022628,19492.142310806157,16171.077540550988,2041.7823959837187,917.0295546186946,1124.752841365024,2231.7913945356227,1806.8555403156313
2025-03-24,67252.21537129027,63288.454086240956,0.0,41812.299967770065,101.84200002015324,-1205.4810225264691,40708.66094526375,0.0,40708.66094526375,20707.4982080346,16761.386464776755,1343.8452596497746,1014.1689788994697,329.676280750305,1806.8555403156313,1819.8411889059398
2025-03-25,74190.07304186992,64518.92509793766,0.0,46319.7141410259,0.05572362731906041,-3176.9397055718873,43142.83015908133,0.0,43142.83015908133,20454.49710034029,16923.86317692222,38.1664578529186,38.1664578529186,0.0,1819.8411889059398,1424.5961604097308
2025-03-26,63944.96698802061,60427.256258801775,0.0,39684.58958372415,193.8373784047679,-1258.2492369889915,38620.177725139925,0.0,38620.177725139925,20908.625707940104,16747.660168263912,673.7358524589217,632.5256308204546,41.21022163846712,1424.5961604097308,1633.8479994848178
2025-03-27,68266.80418598658,63306.760444495274,0.0,42303.563404925764,0.06008394847937195,-1780.64111858478,40522.982370289465,0.0,40522.982370289465,20900.370998254348,16761.528570229584,450.9286164705146,438.64422470796865,12.284391762545965,1633.8479994848178,1820.261264325306
2025-03-28,29204.498013757624,29204.498013757624,0.0,11778.50503476681,0.0,0.0,11778.50503476681,0.0,11778.50503476681,14502.409481977314,11819.327688104659,15699.535453218303,245.5412731713444,15453.994180046959,1820.261264325306,1739.8434779886015
2025-03-29,27969.450987825312,28364.20578725774,91.22612872930742,11107.965366785202,385.2338885402235,-3.471896801350169e-05,11493.199220606457,359.7258507362172,11852.925071342675,13992.184475878652,11624.393291308836,18380.431548083896,0.0,18380.431548083896,1739.8434779886015,1416.8169603806853
