date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,38310.38489957533,20684.85227308312,0.0,0.0,20684.85227308312,13303.507779359268,14839.177214501951,5467.878401384677,1518.8330820099675,3949.04531937471,7268.4231640740745,2753.6054827174707
2025-02-02,89815.03517099841,57282.50855975688,0.0,0.0,57282.50855975688,20966.166800171562,16541.23333967824,7033.823760505093,6974.649693838426,59.174066666666704,2753.6054827174707,3244.0074476738278
2025-02-03,87849.08908977998,56180.19036868595,0.0,0.0,56180.19036868595,20597.160171343487,17072.97369671636,4107.986115152849,4107.986115152849,0.0,3244.0074476738278,2811.4808277536795
2025-02-04,89174.04692901652,56983.160090152414,0.0,0.0,56983.160090152414,22195.04398939358,17819.342530517162,3603.4815201400984,3603.4815201400984,0.0,2811.4808277536795,2987.7509398554994
2025-02-05,87361.65982790978,55682.68930936317,0.0,0.0,55682.68930936317,21655.800742391948,17989.130225656067,2946.562327840565,2944.509827840565,2.0525000000000375,2987.7509398554994,2490.0491350570637
2025-02-06,88899.19333351468,56936.433727033145,0.0,0.0,56936.433727033145,21280.004990083926,16972.99930462052,4321.130431384595,4319.729614717929,1.400816666666742,2490.0491350570637,2783.165509887575
2025-02-07,41849.4962793855,22046.201165897248,0.0,0.0,22046.201165897248,18233.194965483817,15483.978488628803,7294.600135863818,2267.148858935662,5027.451276928156,2783.165509887575,1988.6204359021212
2025-02-08,37800.1305217274,19799.41321865537,0.0,0.0,19799.41321865537,18612.009555323242,15131.406403456967,2742.3646531944537,175.82161115727547,2566.543042037178,1988.6204359021212,1926.7552540741838
2025-02-09,83653.41562078409,52587.004351127805,374.36002535968817,2320.641762689116,54907.64611381692,23147.832733860134,19088.9594298854,413.48637550237527,413.48637550237527,0.0,1926.7552540741838,1549.8497924534163
2025-02-10,85567.18251458502,54096.60901418148,0.0,0.0,54096.60901418148,20447.558258779474,16272.19828759085,7065.184960063059,6565.521926729727,499.66303333333326,1549.8497924534163,1872.4319058095482
2025-02-11,83231.13659934116,52467.718954079406,0.0,0.0,52467.718954079406,21865.72442065014,17821.432774709967,3966.247820067657,3722.7901200676565,243.45770000000044,1872.4319058095482,1749.9919124947144
2025-02-12,83027.95389955933,52271.29893286258,0.0,0.0,52271.29893286258,21805.294470380202,17725.34361201423,3681.2669078600275,3394.573107860028,286.6937999999999,1749.9919124947144,1679.9307002655296
