date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,4620.872711612837,331.3500334029304,240
2025-03-20,240,870.3515893608702,6695.3250894994735,480
2025-03-20,480,5447.6985351676285,1648.2498321437442,720
2025-03-20,720,5533.440703515504,254.72278333333327,960
2025-03-20,960,71.92602656946121,5718.3849791233715,1200
2025-03-20,1200,5402.814835027096,3038.613576258935,1440
2025-06-21,0,259.79076417704346,674.0347693823883,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.604748360543,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,94.91184399827159,5779.565864056767,1200
2025-06-21,1200,6565.068779709746,2545.130302464578,1440
2025-09-23,0,4525.21246291488,200.49179013872242,240
2025-09-23,240,1027.4537488697893,6648.394087748743,480
2025-09-23,480,5599.96995230348,1896.6157166666667,720
2025-09-23,720,5436.557238840227,443.57747812649245,960
2025-09-23,960,22.03145358579866,6162.277865111735,1200
2025-09-23,1200,5534.549126381373,2482.7248183236406,1440
2025-12-21,0,7286.235999429167,132.05962265149276,240
2025-12-21,240,2350.118859023154,1580.707082985345,480
2025-12-21,480,5698.3351932714995,7351.757881545873,720
2025-12-21,720,7195.000652336768,2669.726665020574,960
2025-12-21,960,35.277110681653426,6109.036504379674,1200
2025-12-21,1200,2552.628784041227,2157.529733163226,1440
