date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-01-15,1,2025-01-15 00:00:00,2025-01-15 00:00:00,634.1137833333333,0.0,24.16499999999997,658.2787833333333,0.0,0,0.8,1200.0,1200.0,1491.6121166666667,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0
2025-01-15,2,2025-01-15 00:00:00,2025-01-15 00:00:00,652.5348833333334,0.0,24.16499999999997,676.6998833333333,0.0,0,0.8,1200.0,1200.0,1510.0332166666667,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0
2025-01-15,3,2025-01-15 00:00:00,2025-01-15 00:00:00,626.1716666666667,0.0,24.16499999999997,650.3366666666667,0.0,0,0.8,1200.0,1200.0,1483.67,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0
2025-01-15,4,2025-01-15 00:00:00,2025-01-15 00:00:00,566.1060166666667,0.0,24.16499999999997,590.2710166666667,0.0,0,0.8,1200.0,1200.0,1423.60435,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0
2025-01-15,5,2025-01-15 00:00:00,2025-01-15 00:00:00,567.17295,0.0,24.16499999999997,591.33795,0.0,0,0.8,1200.0,1200.0,1424.6712833333331,833.3333333333331,0.0,9000.0,9750.0,0.0,0.9999999999999999
2025-01-15,6,2025-01-15 00:00:00,2025-01-15 00:00:00,619.8166666666667,0.0,24.16499999999997,643.9816666666667,0.0,0,0.8,1200.0,1200.0,643.9816666666667,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-15,7,2025-01-15 00:00:00,2025-01-15 00:00:00,621.4441333333333,0.0,35.968520000000034,657.4126533333333,0.0,0,0.8,1200.0,1200.0,657.4126533333333,0.0,0.0,9750.0,9750.0,0.0,7.771561172376096e-16
2025-01-15,8,2025-01-15 00:00:00,2025-01-15 00:00:00,597.452,0.0,35.968520000000034,633.42052,0.0,0,0.8,1200.0,1200.0,633.42052,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-15,9,2025-01-15 00:00:00,2025-01-15 00:00:00,602.7116666666667,0.0,35.968520000000034,638.6801866666667,0.0,0,0.8,1200.0,1200.0,972.01352,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999992
2025-01-15,10,2025-01-15 00:00:00,2025-01-15 00:00:00,655.6580666666667,0.0,35.968520000000034,691.6265866666668,0.0,0,0.8,1200.0,1200.0,691.6265866666668,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,11,2025-01-15 00:00:00,2025-01-15 00:00:00,651.8044166666667,0.0,35.968520000000034,687.7729366666667,0.0,0,0.8,1200.0,1200.0,687.7729366666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,12,2025-01-15 00:00:00,2025-01-15 00:00:00,620.58,0.0,35.968520000000034,656.54852,0.0,0,0.8,1200.0,1200.0,656.54852,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-15,13,2025-01-15 00:00:00,2025-01-15 00:00:00,684.2158333333333,0.0,26.854319999999994,711.0701533333333,0.0,0,0.8,1200.0,1200.0,711.0701533333333,0.0,0.0,10050.0,10050.0,0.0,0.0
