date,slot_id,interval_end,interval_start,load_actual_kwh,pv_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,plan_load_kwh,plan_pv_kwh,risk_delta_kwh,reserve_internal_kwh,risk_history_start,risk_history_end,risk_sample_count,risk_history_days,risk_cold_start,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-20,1,2025-03-20T00:10:00,2025-03-20T00:00:00,549.8448166666667,0.0,2025-03-20T00:10:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:10:00,2025-03-20T00:10:00,0.4248,599.953889516172,0.6881231779921642,599.953889516172,0.6881231779921642,0.0,9600.0,,,0,0,False,1432.5990996715132,833.3333333333333,0.0,2112.263076792776,2862.263076792776,0.0,1.0,833.3333333333334,0.0,0.0,49.420949671513085,49.420949671513085,0.0,2112.263076792776,2862.263076792776,608.5680975404588,0.0,608.5680975404588
2025-03-20,2,2025-03-20T00:20:00,2025-03-20T00:10:00,570.3135,0.0,2025-03-20T00:20:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:20:00,2025-03-20T00:20:00,0.4245,593.4156177461416,0.7635675828808566,593.4156177461416,0.7635675828808566,0.0,9600.0,,,0,0,False,1425.9853834965938,833.3333333333333,0.0,2862.263076792776,3612.263076792776,0.0,1.0,833.3333333333334,0.0,0.0,22.338550163260493,22.338550163260493,0.0,2862.263076792776,3612.263076792776,605.330795294304,0.0,605.330795294304
2025-03-20,3,2025-03-20T00:30:00,2025-03-20T00:20:00,613.8516666666667,0.0,2025-03-20T00:30:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:30:00,2025-03-20T00:30:00,0.4269,580.4393460126182,0.23923107243809127,580.4393460126182,0.23923107243809127,0.0,9600.0,,,0,0,False,1413.5334482735134,833.3333333333333,0.0,3612.263076792776,4362.263076792776,0.0,1.0,799.6817816068467,0.0,0.0,0.0,0.0,0.0,3612.263076792776,4331.976680238938,603.4374290679629,0.0,603.4374290679629
2025-03-20,4,2025-03-20T00:40:00,2025-03-20T00:30:00,579.4561666666667,0.0,2025-03-20T00:40:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:40:00,2025-03-20T00:40:00,0.4272,589.9157636485189,0.0,589.9157636485189,0.0,0.0,9600.0,,,0,0,False,1423.2490969818523,833.3333333333333,0.0,4362.263076792776,5112.263076792776,0.0,1.0,833.3333333333334,0.0,0.0,10.4595969818522,10.4595969818522,0.0,4331.976680238938,5081.976680238938,608.0120142306473,0.0,608.0120142306473
2025-03-20,5,2025-03-20T00:50:00,2025-03-20T00:40:00,550.4449166666667,0.0,2025-03-20T00:50:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:50:00,2025-03-20T00:50:00,0.4271,585.7067371611821,0.0,585.7067371611821,0.0,0.0,9600.0,,,0,0,False,1419.0400704945155,833.3333333333333,0.0,5112.263076792776,5862.263076792776,0.0,1.0,833.3333333333334,0.0,0.0,35.261820494515405,35.261820494515405,0.0,5081.976680238938,5831.976680238938,606.0720141082076,0.0,606.0720141082076
2025-03-20,6,2025-03-20T01:00:00,2025-03-20T00:50:00,571.1566666666666,0.0,2025-03-20T01:00:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:00:00,2025-03-20T01:00:00,0.4285,563.8726304229446,0.0,563.8726304229446,0.0,0.0,9600.0,,,0,0,False,1397.205963756278,833.3333333333333,0.0,5862.263076792776,6612.263076792776,0.0,1.0,826.0492970896113,0.0,0.0,0.0,0.0,0.0,5831.976680238938,6575.421047619588,598.7027554695651,0.0,598.7027554695651
2025-03-20,7,2025-03-20T01:10:00,2025-03-20T01:00:00,601.5890499999999,0.0,2025-03-20T01:10:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:10:00,2025-03-20T01:10:00,0.4311,557.0724677171621,0.0,557.0724677171621,0.0,0.0,9600.0,,,0,0,False,557.0724677171621,0.0,0.0,6612.263076792776,6612.263076792776,0.0,-0.0,0.0,0.0,44.51658228283782,0.0,0.0,0.0,6575.421047619588,6575.421047619588,240.15394083286859,95.95549311065692,336.1094339435255
2025-03-20,8,2025-03-20T01:20:00,2025-03-20T01:10:00,611.48375,0.0,2025-03-20T01:20:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:20:00,2025-03-20T01:20:00,0.4302,550.5681314738787,0.0,550.5681314738787,0.0,0.0,9600.0,,,0,0,False,1383.901464807212,833.3333333333333,0.0,6612.263076792776,7362.263076792776,0.0,1.0,772.4177148072121,0.0,0.0,0.0,0.0,0.0,6575.421047619588,7270.596990946078,595.3544101600627,0.0,595.3544101600627
2025-03-20,9,2025-03-20T01:30:00,2025-03-20T01:20:00,598.2166666666667,0.0,2025-03-20T01:30:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:30:00,2025-03-20T01:30:00,0.4279,543.8389841690238,0.0,543.8389841690238,0.0,0.0,9600.0,,,0,0,False,1377.1723175023571,833.3333333333333,0.0,7362.263076792776,8112.263076792776,0.0,1.0,778.9556508356904,0.0,0.0,0.0,0.0,0.0,7270.596990946078,7971.6570766981995,589.2920346592587,0.0,589.2920346592587
2025-03-20,10,2025-03-20T01:40:00,2025-03-20T01:30:00,583.9359499999999,0.0,2025-03-20T01:40:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:40:00,2025-03-20T01:40:00,0.4312,557.3656575097407,0.0,557.3656575097407,0.0,0.0,9600.0,,,0,0,False,557.3656575097407,0.0,0.0,8112.263076792776,8112.263076792776,0.0,-0.0,0.0,0.0,26.57029249025925,0.0,0.0,0.0,7971.6570766981995,7971.6570766981995,240.33607151820019,57.285550608998946,297.62162212719915
