date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,2876.566061351226,385.72771590057334,240
2025-03-20,240,970.4231320603789,6001.376815713945,480
2025-03-20,480,3043.5456214915976,2449.9586439971795,720
2025-03-20,720,6460.041509076249,254.72278333333327,960
2025-03-20,960,192.16564606980546,5324.084375904195,1200
2025-03-20,1200,7203.979955996028,2306.4708805625296,1440
2025-06-21,0,208.2323353389018,3911.6121075492088,240
2025-06-21,240,398.3125825980781,4746.396420177964,480
2025-06-21,480,10312.905099834858,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,98.2419711411447,5650.188155893502,1200
2025-06-21,1200,10017.718606555436,2543.73991204073,1440
2025-09-23,0,4528.352906179477,200.49179013872242,240
2025-09-23,240,1022.5361292821602,6755.983073878583,480
2025-09-23,480,5012.0540273728575,1892.4703171777783,720
2025-09-23,720,5773.335220344199,547.2038033199939,960
2025-09-23,960,36.40867394662337,6068.827370790132,1200
2025-09-23,1200,5504.2989156260755,2146.23617577079,1440
2025-12-21,0,5244.482856907769,135.70893329029684,240
2025-12-21,240,1430.6821343044917,1580.7070829853449,480
2025-12-21,480,5162.79522720868,7806.666666666668,720
2025-12-21,720,8162.11002177655,2159.3331777218746,960
2025-12-21,960,40.63367816469895,5802.960002037383,1200
2025-12-21,1200,5391.287787448512,2842.5257666666666,1440
