date,interval_start,interval_end,grid_plan_kwh,planned_cost_yuan
2025-03-20,2025-03-20T10:00:00,2025-03-20T10:10:00,0.0,0.0
2025-03-20,2025-03-20T12:00:00,2025-03-20T12:10:00,609.4224711514382,268.8162520248994
2025-03-20,2025-03-20T14:00:00,2025-03-20T14:10:00,0.0,0.0
2025-03-20,2025-03-20T16:00:00,2025-03-20T16:10:00,548.5708807483543,453.7229754669638
2025-03-20,2025-03-20T18:00:00,2025-03-20T18:10:00,671.8493423901,843.9099589762046
2025-03-20,2025-03-20T20:00:00,2025-03-20T20:10:00,0.0,0.0
2025-06-21,2025-06-21T10:00:00,2025-06-21T10:10:00,0.0,0.0
2025-06-21,2025-06-21T12:00:00,2025-06-21T12:10:00,0.0,0.0
2025-06-21,2025-06-21T14:00:00,2025-06-21T14:10:00,0.0,0.0
2025-06-21,2025-06-21T16:00:00,2025-06-21T16:10:00,231.65196776950188,191.599342542155
2025-06-21,2025-06-21T18:00:00,2025-06-21T18:10:00,12.83058143407527,16.116493339341947
2025-06-21,2025-06-21T20:00:00,2025-06-21T20:10:00,0.0,0.0
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,0.0,0.0
2025-09-23,2025-09-23T12:00:00,2025-09-23T12:10:00,471.6347685710448,208.03809641668786
2025-09-23,2025-09-23T14:00:00,2025-09-23T14:10:00,0.0,0.0
2025-09-23,2025-09-23T16:00:00,2025-09-23T16:10:00,565.6069136593429,467.8134782876425
2025-09-23,2025-09-23T18:00:00,2025-09-23T18:10:00,765.4112559052252,961.4330785425533
2025-09-23,2025-09-23T20:00:00,2025-09-23T20:10:00,0.0,0.0
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,0.0,0.0
2025-12-21,2025-12-21T12:00:00,2025-12-21T12:10:00,1008.2656847420614,444.74599353972326
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,0.0,0.0
2025-12-21,2025-12-21T16:00:00,2025-12-21T16:10:00,870.6997255698341,720.1557430188097
2025-12-21,2025-12-21T18:00:00,2025-12-21T18:10:00,755.1324161821782,948.521827966434
2025-12-21,2025-12-21T20:00:00,2025-12-21T20:10:00,0.0,0.0
