date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,8088.085237104819,122.2893312277173
2025-03-20,4,1902.7151214668177,5286.778469991635
2025-03-20,8,6275.2221410284055,2777.3772166666668
2025-03-20,12,3773.8334148001713,393.67768361839035
2025-03-20,16,287.54031687186057,5547.9001943596395
2025-03-20,20,563.962422725836,2971.312546420784
2025-06-21,0,818.1042830907197,47.77160217217295
2025-06-21,4,1326.503506646997,1762.3439294775299
2025-06-21,8,8890.84488251593,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,200.3292487357851,5184.997627692388
2025-06-21,20,1521.9603611821947,2485.896583333333
2025-09-23,0,9233.808344875186,15.807794246829644
2025-09-23,4,1412.6087413251864,6064.301701112049
2025-09-23,8,5510.097760777935,1896.6157166666667
2025-09-23,12,4540.919749005349,553.6026156064055
2025-09-23,16,157.2520597331727,5838.083472972352
2025-09-23,20,711.7676924180031,2721.699766431522
2025-12-21,0,9050.325199054094,31.837997217494035
2025-12-21,4,1670.204986345686,1385.661635251401
2025-12-21,8,5943.612486767067,6979.502546507274
2025-12-21,12,6400.111614311099,2220.1094166666667
2025-12-21,16,89.86678500720959,5606.5665740285685
2025-12-21,20,900.3078720902985,2842.5257666666666
