date,interval_start,interval_end,grid_plan_kwh,planned_cost_yuan
2025-03-20,2025-03-20T10:00:00,2025-03-20T10:10:00,0.0,0.0
2025-03-20,2025-03-20T12:00:00,2025-03-20T12:10:00,594.5905048175516,262.273871675022
2025-03-20,2025-03-20T14:00:00,2025-03-20T14:10:00,0.0,0.0
2025-03-20,2025-03-20T16:00:00,2025-03-20T16:10:00,543.9903311350749,449.93440288182046
2025-03-20,2025-03-20T18:00:00,2025-03-20T18:10:00,664.5413760388177,834.7304224423589
2025-03-20,2025-03-20T20:00:00,2025-03-20T20:10:00,0.0,0.0
2025-06-21,2025-06-21T10:00:00,2025-06-21T10:10:00,0.0,0.0
2025-06-21,2025-06-21T12:00:00,2025-06-21T12:10:00,0.0,0.0
2025-06-21,2025-06-21T14:00:00,2025-06-21T14:10:00,0.0,0.0
2025-06-21,2025-06-21T16:00:00,2025-06-21T16:10:00,221.49978814164513,183.20247477195468
2025-06-21,2025-06-21T18:00:00,2025-06-21T18:10:00,0.0,0.0
2025-06-21,2025-06-21T20:00:00,2025-06-21T20:10:00,0.0,0.0
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,0.0,0.0
2025-09-23,2025-09-23T12:00:00,2025-09-23T12:10:00,461.2260814031097,203.44682450691167
2025-09-23,2025-09-23T14:00:00,2025-09-23T14:10:00,0.0,0.0
2025-09-23,2025-09-23T16:00:00,2025-09-23T16:10:00,551.7709961242211,456.3697908943433
2025-09-23,2025-09-23T18:00:00,2025-09-23T18:10:00,755.7186495386404,949.2581956854863
2025-09-23,2025-09-23T20:00:00,2025-09-23T20:10:00,0.0,0.0
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,0.0,0.0
2025-12-21,2025-12-21T12:00:00,2025-12-21T12:10:00,991.5920003206278,437.3912313414289
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,0.0,0.0
2025-12-21,2025-12-21T16:00:00,2025-12-21T16:10:00,864.9828108325391,715.4272828395931
2025-12-21,2025-12-21T18:00:00,2025-12-21T18:10:00,750.3664676325387,942.5353199932318
2025-12-21,2025-12-21T20:00:00,2025-12-21T20:10:00,0.0,0.0
