date,issue_hour,alternative,slot_id,load_forecast_kwh,pv_forecast_kwh,price_yuan_per_kwh,grid_original_kwh,grid_kwh,charge_kwh,discharge_kwh,surplus_kwh,energy_start_kwh,energy_end_kwh,charge_mode,emergency_plan_kwh
2025-04-01,6,hold,37,808.4052784412773,59.99271666666667,0.9368,0.0,0.0,0.0,748.4125617746107,0.0,9240.329029946968,8408.759516864067,0.0,0.0
2025-04-01,6,hold,38,803.19389985885,110.79868333333333,0.8758,0.0,0.0,0.0,692.3952165255167,0.0,8408.759516864067,7639.431498502382,0.0,0.0
2025-04-01,6,hold,39,825.3701587192178,161.60465000000002,0.8759,0.0,0.0,0.0,663.7655087192178,0.0,7639.431498502382,6901.91426659214,0.0,0.0
2025-04-01,6,hold,40,808.2800880486105,212.4106166666667,0.8601,0.0,0.0,0.0,595.8694713819439,0.0,6901.91426659214,6239.837076167758,0.0,0.0
2025-04-01,6,hold,41,804.7938835280962,263.21658333333335,0.8442,0.0,0.0,0.0,541.5773001947629,0.0,6239.837076167758,5638.0845203958,0.0,0.0
2025-04-01,6,hold,42,818.5941817769863,314.02255,0.8334,108.22297232796342,108.22297232796342,0.0,396.3486594490228,0.0,5638.0845203958,5197.697121007996,0.0,0.0
2025-04-01,6,hold,43,799.3991229268627,368.4504569444445,0.8092,433.65048820464045,433.65048820464045,0.0,0.0,2.7018222222222903,5197.697121007996,5197.697121007996,0.0,0.0
2025-04-01,6,hold,44,799.5835541595819,426.5003041666667,0.7972,379.4522499929152,379.4522499929152,0.0,0.0,6.368999999999971,5197.697121007996,5197.697121007996,0.0,0.0
2025-04-01,6,hold,45,808.4953045897968,484.55015138888893,0.7644,333.98133097868566,333.98133097868566,0.0,0.0,10.036177777777823,5197.697121007996,5197.697121007996,0.0,0.0
2025-04-01,6,hold,46,781.8739779725007,542.5999986111111,0.6899,252.9773349169451,252.9773349169451,0.0,0.0,13.703355555555504,5197.697121007996,5197.697121007996,0.0,0.0
2025-04-01,6,hold,47,887.1356271527125,600.6498458333334,0.86,0.0,0.0,0.0,286.48578131937904,0.0,5197.697121007996,4879.379586208686,0.0,0.0
2025-04-01,6,hold,48,1068.0755981170569,658.6996930555556,1.1617,0.0,0.0,0.0,409.37590506150127,0.0,4879.379586208686,4424.517469473685,0.0,0.0
2025-04-01,6,hold,49,1085.4985902761289,710.9435041666667,1.1683,0.0,0.0,0.0,374.5550861094622,0.0,4424.517469473685,4008.345151574282,0.0,0.0
2025-04-01,6,hold,50,1071.024042883757,757.3812791666668,1.0956,0.0,0.0,0.0,313.64276371709013,0.0,4008.345151574282,3659.8531918886265,0.0,0.0
2025-04-01,6,hold,51,1085.5008333232086,803.8190541666667,1.0849,0.0,0.0,0.0,281.6817791565419,0.0,3659.8531918886265,3346.8734372702465,0.0,0.0
2025-04-01,6,hold,52,1060.5647107177642,850.2568291666666,1.061,0.0,0.0,0.0,210.30788155109758,0.0,3346.8734372702465,3113.1980133245825,0.0,0.0
2025-04-01,6,hold,53,1071.9858117878637,896.6946041666666,1.043,0.0,0.0,0.0,175.29120762119703,0.0,3113.1980133245825,2918.430004856586,0.0,0.0
2025-04-01,6,hold,54,1117.164522442139,943.1323791666667,1.036,0.0,0.0,0.0,174.03214327547232,0.0,2918.430004856586,2725.060956772728,0.0,0.0
2025-04-01,6,hold,55,1106.7495574621037,972.4204097222223,1.0147,0.0,0.0,0.0,134.32914773988136,0.0,2725.060956772728,2575.8063481728595,0.0,0.0
2025-04-01,6,hold,56,1068.875225832534,984.5586958333333,0.9922,0.0,0.0,0.0,662.4450439330476,578.128513933847,2575.8063481728595,1839.7562993583624,0.0,0.0
2025-04-01,6,hold,57,1052.3083932983322,996.6969819444445,0.97,0.0,0.0,0.0,55.611411353887775,0.0,1839.7562993583624,1777.9658422984871,0.0,0.0
2025-04-01,6,hold,58,1077.9065524292664,1008.8352680555557,0.9422,0.0,0.0,0.0,69.07128437371068,0.0,1777.9658422984871,1701.2199707721418,0.0,0.0
2025-04-01,6,hold,59,1096.777530952011,1020.9735541666668,0.9569,0.0,0.0,0.0,75.80397678534416,0.0,1701.2199707721418,1616.9933298995372,0.0,0.0
2025-04-01,6,hold,60,1084.1725295351391,1033.1118402777777,0.9977,0.0,0.0,0.0,51.060689257361446,0.0,1616.9933298995372,1560.2592307246912,0.0,0.0
2025-04-01,6,hold,61,1064.4340893792087,1049.9279222222222,0.9919,0.0,0.0,0.0,14.506167156986521,0.0,1560.2592307246912,1544.1412672169283,0.0,0.0
2025-04-01,6,hold,62,1088.6713133531596,1071.4218,0.9588,0.0,0.0,0.0,17.2495133531595,0.0,1544.1412672169283,1524.9751412689734,0.0,0.0
2025-04-01,6,hold,63,1129.6992990060019,1092.9156777777778,0.9549,0.0,0.0,0.0,36.78362122822409,0.0,1524.9751412689734,1484.104451015391,0.0,0.0
2025-04-01,6,hold,64,1108.8589689023472,1114.4095555555557,0.9839,0.0,0.0,0.0,0.0,5.550586653208484,1484.104451015391,1484.104451015391,0.0,0.0
2025-04-01,6,hold,65,1077.335734994633,1135.9034333333332,0.799,138.49675582796647,138.49675582796647,197.06445416666656,0.0,1.1368683772161603e-13,1484.104451015391,1661.462459765391,1.0,0.0
2025-04-01,6,hold,66,1065.592151988638,1157.397311111111,0.5025,955.4727255997491,955.4727255997491,833.3333333333333,0.0,213.94455138888884,1661.462459765391,2411.462459765391,1.0,0.0
2025-04-01,6,hold,67,1054.0907551780265,1160.934123611111,0.4662,942.2385662891376,942.2385662891376,833.3333333333333,0.0,215.74860138888903,2411.462459765391,3161.462459765391,1.0,0.0
