date,issue_hour,issue_time,slot_id,interval_start,interval_end,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,grid_original_kwh,accepted,grid_kwh,charge_kwh,discharge_kwh,surplus_kwh,energy_start_kwh,energy_end_kwh,charge_mode,emergency_plan_kwh
2025-04-01,0,2025-04-01 00:00:00,1,2025-04-01 00:00:00,2025-04-01 00:10:00,574.3048104405688,0.0,0.0,1407.638143773902,True,1407.638143773902,833.3333333333333,0.0,0.0,7465.440572772747,8215.440572772746,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,2,2025-04-01 00:10:00,2025-04-01 00:20:00,581.4333112159197,0.0,0.0,1414.766644549253,True,1414.766644549253,833.3333333333333,0.0,0.0,8215.440572772746,8965.440572772746,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,3,2025-04-01 00:20:00,2025-04-01 00:30:00,574.7303790761721,0.0,0.0,1408.0637124095053,True,1408.0637124095053,833.3333333333333,0.0,0.0,8965.440572772746,9715.440572772746,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,4,2025-04-01 00:30:00,2025-04-01 00:40:00,549.7198772375808,0.0,0.0,549.7198772375808,True,549.7198772375808,0.0,0.0,0.0,9715.440572772746,9715.440572772746,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,5,2025-04-01 00:40:00,2025-04-01 00:50:00,565.8579778800099,0.0,0.0,937.5906747991808,True,937.5906747991808,371.73269691917085,0.0,0.0,9715.440572772746,10050.0,1.0000000000000004,0.0
2025-04-01,0,2025-04-01 00:00:00,6,2025-04-01 00:50:00,2025-04-01 01:00:00,596.3265912406326,0.0,0.0,596.3265912406326,True,596.3265912406326,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,7,2025-04-01 01:00:00,2025-04-01 01:10:00,557.1224620126588,0.0,0.0,557.1224620126588,True,557.1224620126588,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,8,2025-04-01 01:10:00,2025-04-01 01:20:00,539.5841605636402,0.0,0.0,539.5841605636402,True,539.5841605636402,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,9,2025-04-01 01:20:00,2025-04-01 01:30:00,575.3330072120203,0.0,0.0,575.3330072120203,True,575.3330072120203,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,10,2025-04-01 01:30:00,2025-04-01 01:40:00,601.167672575394,0.0,0.0,601.167672575394,True,601.167672575394,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,11,2025-04-01 01:40:00,2025-04-01 01:50:00,595.1042418373247,0.0,0.0,595.1042418373247,True,595.1042418373247,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,12,2025-04-01 01:50:00,2025-04-01 02:00:00,587.7081334136625,0.0,0.0,587.7081334136625,True,587.7081334136625,0.0,0.0,0.0,10050.0,10050.0,-0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,13,2025-04-01 02:00:00,2025-04-01 02:10:00,618.0842369351789,0.0,0.0,618.0842369351789,True,618.0842369351789,0.0,0.0,0.0,10050.0,10050.0,-0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,14,2025-04-01 02:10:00,2025-04-01 02:20:00,601.0554882034774,0.0,0.0,601.0554882034774,True,601.0554882034774,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,15,2025-04-01 02:20:00,2025-04-01 02:30:00,555.0383586682158,0.0,0.0,555.0383586682158,True,555.0383586682158,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,16,2025-04-01 02:30:00,2025-04-01 02:40:00,584.2624811782022,0.0,0.0,584.2624811782022,True,584.2624811782022,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,17,2025-04-01 02:40:00,2025-04-01 02:50:00,601.0832133910052,0.0,0.0,601.0832133910052,True,601.0832133910052,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,18,2025-04-01 02:50:00,2025-04-01 03:00:00,589.788104036952,0.0,0.0,589.788104036952,True,589.788104036952,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,19,2025-04-01 03:00:00,2025-04-01 03:10:00,617.4828059856153,0.0,0.0,617.4828059856153,True,617.4828059856153,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,20,2025-04-01 03:10:00,2025-04-01 03:20:00,602.8105671099188,0.0,0.0,602.8105671099188,True,602.8105671099188,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,21,2025-04-01 03:20:00,2025-04-01 03:30:00,558.0877917499158,0.0,0.0,558.0877917499158,True,558.0877917499158,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,22,2025-04-01 03:30:00,2025-04-01 03:40:00,584.22708455464,0.0,0.0,584.22708455464,True,584.22708455464,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,23,2025-04-01 03:40:00,2025-04-01 03:50:00,611.8475660899029,0.0,0.0,611.8475660899029,True,611.8475660899029,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,24,2025-04-01 03:50:00,2025-04-01 04:00:00,614.2645670005257,0.0,0.0,614.2645670005257,True,614.2645670005257,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,25,2025-04-01 04:00:00,2025-04-01 04:10:00,628.4655184629127,0.0,0.0,628.4655184629127,True,628.4655184629127,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,26,2025-04-01 04:10:00,2025-04-01 04:20:00,603.4970876446231,0.0,0.0,603.4970876446231,True,603.4970876446231,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,27,2025-04-01 04:20:00,2025-04-01 04:30:00,562.3165835874919,0.0,0.0,562.3165835874919,True,562.3165835874919,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,28,2025-04-01 04:30:00,2025-04-01 04:40:00,585.1953847239816,0.0,0.0,585.1953847239816,True,585.1953847239816,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,29,2025-04-01 04:40:00,2025-04-01 04:50:00,598.2694819979478,0.0,0.0,598.2694819979478,True,598.2694819979478,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,30,2025-04-01 04:50:00,2025-04-01 05:00:00,579.1577351961371,0.0,0.0,579.1577351961371,True,579.1577351961371,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,31,2025-04-01 05:00:00,2025-04-01 05:10:00,583.1395240505929,25.412421413998743,2.882477777777778,557.727102636594,True,557.727102636594,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,32,2025-04-01 05:10:00,2025-04-01 05:20:00,610.6622071824675,31.177376969554295,8.647433333333334,579.4848302129132,True,579.4848302129132,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,33,2025-04-01 05:20:00,2025-04-01 05:30:00,621.2943230483437,36.942332525109855,14.41238888888889,584.3519905232339,True,584.3519905232339,0.0,0.0,0.0,10050.0,10050.0,-0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,34,2025-04-01 05:30:00,2025-04-01 05:40:00,591.9452830043164,42.70728808066541,20.177344444444444,1382.571328256984,True,1382.571328256984,833.3333333333333,0.0,0.0,10050.0,10800.0,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,35,2025-04-01 05:40:00,2025-04-01 05:50:00,663.8261704606713,48.472243636220966,25.9423,615.3539268244504,True,615.3539268244504,0.0,-0.0,0.0,10800.0,10800.0,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,36,2025-04-01 05:50:00,2025-04-01 06:00:00,797.8905962153028,54.237199191776526,31.70725555555556,0.0,True,0.0,0.0,743.6533970235263,0.0,10800.0,9973.718447751637,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,37,2025-04-01 06:00:00,2025-04-01 06:10:00,808.4052784412773,82.45030752510985,59.920363888888886,0.0,True,0.0,0.0,725.9549709161674,0.0,9973.718447751637,9167.101813400339,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,38,2025-04-01 06:10:00,2025-04-01 06:20:00,803.19389985885,133.11156863622097,110.58162499999999,0.0,True,0.0,0.0,670.0823312226291,0.0,9167.101813400339,8422.56588981964,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,39,2025-04-01 06:20:00,2025-04-01 06:30:00,825.3701587192178,183.77282974733208,161.24288611111112,0.0,True,0.0,0.0,641.5973289718856,0.0,8422.56588981964,7709.679968739767,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,40,2025-04-01 06:30:00,2025-04-01 06:40:00,808.2800880486105,234.4340908584432,211.90414722222224,0.0,True,0.0,0.0,573.8459971901673,0.0,7709.679968739767,7072.0733051951365,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,41,2025-04-01 06:40:00,2025-04-01 06:50:00,804.7938835280962,285.09535196955426,262.5654083333333,0.0,True,0.0,0.0,519.698531558542,0.0,7072.0733051951365,6494.630492352312,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,42,2025-04-01 06:50:00,2025-04-01 07:00:00,818.5941817769863,335.7566130806654,313.22666944444444,0.0,True,0.0,0.0,482.8375686963209,0.0,6494.630492352312,5958.144304911955,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,43,2025-04-01 07:00:00,2025-04-01 07:10:00,799.3991229268627,388.27857835844316,365.7486347222222,115.51115496197411,True,115.51115496197411,0.0,295.6093896064454,0.0,5958.144304911955,5629.68942757146,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,44,2025-04-01 07:10:00,2025-04-01 07:20:00,799.5835541595819,442.6612478028877,420.1313041666667,356.9223063566942,True,356.9223063566942,0.0,0.0,0.0,5629.68942757146,5629.68942757146,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,45,2025-04-01 07:20:00,2025-04-01 07:30:00,808.4953045897968,497.04391724733205,474.5139736111111,311.4513873424647,True,311.4513873424647,0.0,0.0,0.0,5629.68942757146,5629.68942757146,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,46,2025-04-01 07:30:00,2025-04-01 07:40:00,781.8739779725007,551.4265866917766,528.8966430555556,230.4473912807241,True,230.4473912807241,0.0,0.0,0.0,5629.68942757146,5629.68942757146,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,47,2025-04-01 07:40:00,2025-04-01 07:50:00,887.1356271527125,605.8092561362209,583.2793125,0.0,True,0.0,0.0,281.3263710164915,0.0,5629.68942757146,5317.104570886469,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,48,2025-04-01 07:50:00,2025-04-01 08:00:00,1068.0755981170569,660.1919255806655,637.6619819444445,0.0,True,0.0,0.0,407.8836725363914,0.0,5317.104570886469,4863.900490290479,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,49,2025-04-01 08:00:00,2025-04-01 08:10:00,1085.4985902761289,707.1678408584432,684.6378972222223,0.0,True,0.0,0.0,378.33074941768564,0.0,4863.900490290479,4443.532990937495,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,50,2025-04-01 08:10:00,2025-04-01 08:20:00,1071.024042883757,746.7370019695544,724.2070583333334,0.0,True,0.0,0.0,324.2870409142025,0.0,4443.532990937495,4083.214056588381,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,51,2025-04-01 08:20:00,2025-04-01 08:30:00,1085.5008333232086,786.3061630806654,763.7762194444445,0.0,True,0.0,0.0,299.1946702425431,0.0,4083.214056588381,3750.7755340966664,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,52,2025-04-01 08:30:00,2025-04-01 08:40:00,1060.5647107177642,825.8753241917765,803.3453805555555,0.0,True,0.0,0.0,234.68938652598774,0.0,3750.7755340966664,3490.0095490677913,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,53,2025-04-01 08:40:00,2025-04-01 08:50:00,1071.9858117878637,865.4444853028876,842.9145416666667,0.0,True,0.0,0.0,206.54132648497603,0.0,3490.0095490677913,3260.519186306707,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,54,2025-04-01 08:50:00,2025-04-01 09:00:00,1117.164522442139,905.0136464139989,882.4837027777779,0.0,True,0.0,0.0,212.15087602814015,0.0,3260.519186306707,3024.7959907198847,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,55,2025-04-01 09:00:00,2025-04-01 09:10:00,1106.7495574621037,926.1156172473322,903.5856736111112,0.0,True,0.0,0.0,180.63394021477143,0.0,3024.7959907198847,2824.091612703472,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,56,2025-04-01 09:10:00,2025-04-01 09:20:00,1068.875225832534,928.7503978028876,906.2204541666666,0.0,True,0.0,0.0,140.12482802964632,0.0,2824.091612703472,2668.3973593371984,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,57,2025-04-01 09:20:00,2025-04-01 09:30:00,1052.3083932983322,931.3851783584431,908.8552347222221,0.0,True,0.0,0.0,120.92321493988914,0.0,2668.3973593371984,2534.0382316262103,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,58,2025-04-01 09:30:00,2025-04-01 09:40:00,1077.9065524292664,934.0199589139988,911.4900152777778,0.0,True,0.0,0.0,143.88659351526758,0.0,2534.0382316262103,2374.1642388314685,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,59,2025-04-01 09:40:00,2025-04-01 09:50:00,1096.777530952011,936.6547394695543,914.1247958333333,0.0,True,0.0,0.0,160.1227914824566,0.0,2374.1642388314685,2196.2500260731836,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,60,2025-04-01 09:50:00,2025-04-01 10:00:00,1084.1725295351391,939.2895200251098,916.7595763888888,0.0,True,0.0,0.0,144.8830095100293,0.0,2196.2500260731836,2035.2689043953733,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,61,2025-04-01 10:00:00,2025-04-01 10:10:00,1064.4340893792087,942.9138005806656,920.3838569444446,0.0,True,0.0,0.0,121.5202887985431,0.0,2035.2689043953733,1900.246361285881,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,62,2025-04-01 10:10:00,2025-04-01 10:20:00,1088.6713133531596,947.527581136221,924.9976375,0.0,True,0.0,0.0,141.1437322169386,0.0,1900.246361285881,1743.419992155949,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,63,2025-04-01 10:20:00,2025-04-01 10:30:00,1129.6992990060019,952.1413616917766,929.6114180555556,0.0,True,0.0,0.0,177.55793731422523,0.0,1743.419992155949,1546.1333951401432,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,64,2025-04-01 10:30:00,2025-04-01 10:40:00,1108.8589689023472,956.7551422473321,934.2251986111111,0.0,True,0.0,0.0,152.10382665501515,0.0,1546.1333951401432,1377.1291433012375,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,65,2025-04-01 10:40:00,2025-04-01 10:50:00,1077.335734994633,961.3689228028875,938.8389791666665,115.96681219174548,True,115.96681219174548,0.0,0.0,0.0,1377.1291433012375,1377.1291433012375,0.0,0.0
2025-04-01,0,2025-04-01 00:00:00,66,2025-04-01 10:50:00,2025-04-01 11:00:00,1065.592151988638,965.9827033584432,943.4527597222223,932.9427819635281,True,932.9427819635281,833.3333333333333,0.0,0.0,1377.1291433012375,2127.1291433012375,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,67,2025-04-01 11:00:00,2025-04-01 11:10:00,1054.0907551780265,967.7154658584432,945.1855222222222,919.7086226529166,True,919.7086226529166,833.3333333333333,0.0,0.0,2127.1291433012375,2877.1291433012375,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,68,2025-04-01 11:10:00,2025-04-01 11:20:00,1040.5778406881386,966.5672103028876,944.0372666666666,907.3439637185843,True,907.3439637185843,833.3333333333333,0.0,0.0,2877.1291433012375,3627.1291433012375,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,69,2025-04-01 11:20:00,2025-04-01 11:30:00,1046.6464652259024,965.418954747332,942.889011111111,914.5608438119036,True,914.5608438119036,833.3333333333333,0.0,0.0,3627.1291433012375,4377.1291433012375,1.0,0.0
2025-04-01,0,2025-04-01 00:00:00,70,2025-04-01 11:30:00,2025-04-01 11:40:00,1082.7693061827315,964.2706991917765,941.7407555555556,951.8319403242882,True,951.8319403242882,833.3333333333333,0.0,0.0,4377.1291433012375,5127.1291433012375,1.0,0.0
