charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,price_method,price_issue_time,price_actual_yuan_per_kwh,price_forecast_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,price_midnight_yuan_per_kwh
50.10907284950531,0.0,0.0,0.0,0.0,0.0,8139.832214820795,8184.93038038535,2025-03-20,1,2025-03-20 00:00:00,2025-03-20 00:10:00,0,ols,2025-03-20 00:00:00,0.4487,0.44109192811233616,549.8448166666667,0.0,599.953889516172,0.0,599.953889516172,599.953889516172,0.4487,269.1993102259064,0.0,-0.0,269.1993102259064,0.0,269.1993102259064,0.44109192811233616
23.10211774614163,0.0,0.0,0.0,0.0,0.0,8184.93038038535,8205.722286356877,2025-03-20,2,2025-03-20 00:10:00,2025-03-20 00:20:00,0,ols,2025-03-20 00:00:00,0.4373,0.4468701808452708,570.3135,0.0,593.4156177461416,0.0,593.4156177461416,593.4156177461416,0.4373,259.50064964038773,0.0,-0.0,259.50064964038773,0.0,259.50064964038773,0.4468701808452708
0.0,33.41232065404847,0.0,0.0,0.0,0.0,8205.722286356877,8168.597485630156,2025-03-20,3,2025-03-20 00:20:00,2025-03-20 00:30:00,0,ols,2025-03-20 00:00:00,0.4311,0.4412459010148992,613.8516666666667,0.0,580.4393460126182,0.0,580.4393460126182,580.4393460126182,0.4311,250.2274020660397,0.0,-0.0,250.2274020660397,0.0,250.2274020660397,0.4412459010148992
10.4595969818522,0.0,0.0,0.0,0.0,0.0,8168.597485630156,8178.011122913824,2025-03-20,4,2025-03-20 00:30:00,2025-03-20 00:40:00,0,ols,2025-03-20 00:00:00,0.4344,0.4552364034038514,579.4561666666667,0.0,589.9157636485189,0.0,589.9157636485189,589.9157636485189,0.4344,256.25940772891664,0.0,-0.0,256.25940772891664,0.0,256.25940772891664,0.4552364034038514
35.261820494515405,0.0,0.0,0.0,0.0,0.0,8178.011122913824,8209.746761358887,2025-03-20,5,2025-03-20 00:40:00,2025-03-20 00:50:00,0,ols,2025-03-20 00:00:00,0.4238,0.4594131427633767,550.4449166666667,0.0,585.7067371611821,0.0,585.7067371611821,585.7067371611821,0.4238,248.222515208909,0.0,-0.0,248.222515208909,0.0,248.222515208909,0.4594131427633767
0.0,7.284036243722085,0.0,0.0,0.0,0.0,8209.746761358887,8201.653387754752,2025-03-20,6,2025-03-20 00:50:00,2025-03-20 01:00:00,0,ols,2025-03-20 00:00:00,0.4296,0.43608794032855774,571.1566666666666,0.0,563.8726304229446,0.0,563.8726304229446,563.8726304229446,0.4296,242.23968202969698,0.0,-0.0,242.23968202969698,0.0,242.23968202969698,0.43608794032855774
788.8167510504956,0.0,0.0,0.0,0.0,0.0,8201.653387754752,8911.588463700198,2025-03-20,7,2025-03-20 01:00:00,2025-03-20 01:10:00,0,ols,2025-03-20 00:00:00,0.4989,0.4013626340689088,601.5890499999999,0.0,557.0724677171621,0.0,1390.4058010504955,1390.4058010504955,0.4989,693.6734541440923,0.0,-0.0,693.6734541440923,0.0,693.6734541440923,0.4013626340689088
772.4177148072121,0.0,0.0,0.0,0.0,0.0,8911.588463700198,9606.764407026689,2025-03-20,8,2025-03-20 01:10:00,2025-03-20 01:20:00,0,ols,2025-03-20 00:00:00,0.5083,0.3963778583499994,611.48375,0.0,550.5681314738787,0.0,1383.901464807212,1383.901464807212,0.5083,703.4371145615058,0.0,-0.0,703.4371145615058,0.0,703.4371145615058,0.3963778583499994
0.0,54.37768249764292,0.0,0.0,0.0,0.0,9606.764407026689,9546.344759807085,2025-03-20,9,2025-03-20 01:20:00,2025-03-20 01:30:00,0,ols,2025-03-20 00:00:00,0.4468,0.4174456098900424,598.2166666666667,0.0,543.8389841690238,0.0,543.8389841690238,543.8389841690238,0.4468,242.9872581267198,0.0,-0.0,242.9872581267198,0.0,242.9872581267198,0.4174456098900424
0.0,26.57029249025925,0.0,0.0,0.0,0.0,9546.344759807085,9516.822212595685,2025-03-20,10,2025-03-20 01:30:00,2025-03-20 01:40:00,0,ols,2025-03-20 00:00:00,0.4284,0.4255864729430572,583.9359499999999,0.0,557.3656575097407,0.0,557.3656575097407,557.3656575097407,0.4284,238.7754476771729,0.0,-0.0,238.7754476771729,0.0,238.7754476771729,0.4255864729430572
0.0,2.727438519135717,0.0,0.0,0.0,0.0,9516.822212595685,9513.791725352201,2025-03-20,11,2025-03-20 01:40:00,2025-03-20 01:50:00,0,ols,2025-03-20 00:00:00,0.4436,0.44056935912422596,590.99505,0.0,588.2676114808643,0.0,588.2676114808643,588.2676114808643,0.4436,260.95551245291136,0.0,-0.0,260.95551245291136,0.0,260.95551245291136,0.44056935912422596
7.330967018667593,0.0,0.0,0.0,0.0,0.0,9513.791725352201,9520.389595669001,2025-03-20,12,2025-03-20 01:50:00,2025-03-20 02:00:00,0,ols,2025-03-20 00:00:00,0.454,0.4428027262850763,598.4433333333333,0.0,605.7743003520009,0.0,605.7743003520009,605.7743003520009,0.454,275.0215323598084,0.0,-0.0,275.0215323598084,0.0,275.0215323598084,0.4428027262850763
833.3333333333334,0.0,0.0,13.82925677988112,13.82925677988112,0.0,9520.389595669001,10270.389595669001,2025-03-20,13,2025-03-20 02:00:00,2025-03-20 02:10:00,0,ols,2025-03-20 00:00:00,0.4404,0.39692460667850704,565.9836166666666,0.0,579.812873446548,0.0,1413.1462067798811,1413.1462067798811,0.4404,622.3495894658597,0.0,-0.0,622.3495894658597,0.0,622.3495894658597,0.39692460667850704
21.167728567435233,0.0,0.0,0.0,0.0,0.0,10270.389595669001,10289.440551379694,2025-03-20,14,2025-03-20 02:10:00,2025-03-20 02:20:00,0,ols,2025-03-20 00:00:00,0.4405,0.4156145497632445,546.1207666666667,0.0,567.2884952341019,0.0,567.2884952341019,567.2884952341019,0.4405,249.8905821506219,0.0,-0.0,249.8905821506219,0.0,249.8905821506219,0.4156145497632445
16.723562179287228,0.0,0.0,0.0,0.0,0.0,10289.440551379694,10304.491757341053,2025-03-20,15,2025-03-20 02:20:00,2025-03-20 02:30:00,0,ols,2025-03-20 00:00:00,0.4545,0.47806603835237477,565.7133333333334,0.0,582.4368955126206,0.0,582.4368955126206,582.4368955126206,0.4545,264.71756901048605,0.0,-0.0,264.71756901048605,0.0,264.71756901048605,0.47806603835237477
0.0,8.969060776972356,0.0,0.0,0.0,0.0,10304.491757341053,10294.526134255528,2025-03-20,16,2025-03-20 02:30:00,2025-03-20 02:40:00,0,ols,2025-03-20 00:00:00,0.4389,0.44918678435941317,597.9265666666666,0.0,588.9575058896943,0.0,588.9575058896943,588.9575058896943,0.4389,258.49344933498685,0.0,-0.0,258.49344933498685,0.0,258.49344933498685,0.44918678435941317
4.072839339033294,0.0,0.0,0.0,0.0,0.0,10294.526134255528,10298.191689660658,2025-03-20,17,2025-03-20 02:40:00,2025-03-20 02:50:00,0,ols,2025-03-20 00:00:00,0.3868,0.41722025582910194,600.9544666666667,0.0,605.0273060057,0.0,605.0273060057,605.0273060057,0.3868,234.02456196300474,0.0,-0.0,234.02456196300474,0.0,234.02456196300474,0.41722025582910194
30.764621691878006,0.0,0.0,0.0,0.0,0.0,10298.191689660658,10325.879849183348,2025-03-20,18,2025-03-20 02:50:00,2025-03-20 03:00:00,0,ols,2025-03-20 00:00:00,0.3634,0.4202266009019405,587.1316666666667,0.0,617.8962883585447,0.0,617.8962883585447,617.8962883585447,0.3634,224.54351118949512,0.0,-0.0,224.54351118949512,0.0,224.54351118949512,0.4202266009019405
441.5101603464608,0.0,0.0,0.0,0.0,0.0,10325.879849183348,10723.238993495163,2025-03-20,19,2025-03-20 03:00:00,2025-03-20 03:10:00,0,ols,2025-03-20 00:00:00,0.4416,0.4126641819686595,605.2103000000001,0.0,590.9784768140113,0.0,1046.7204603464609,1046.7204603464609,0.4416,462.23175528899714,0.0,-0.0,462.23175528899714,0.0,462.23175528899714,0.4126641819686595
0.0,50.517016360607386,0.0,0.0,0.0,0.0,10723.238993495163,10667.10897531671,2025-03-20,20,2025-03-20 03:10:00,2025-03-20 03:20:00,0,ols,2025-03-20 00:00:00,0.4839,0.44239262867477097,621.8923833333333,0.0,571.3753669727259,0.0,571.3753669727259,571.3753669727259,0.4839,276.48854007810206,0.0,-0.0,276.48854007810206,0.0,276.48854007810206,0.44239262867477097
0.0,37.97174884272215,0.0,0.0,0.0,0.0,10667.10897531671,10624.918143269242,2025-03-20,21,2025-03-20 03:20:00,2025-03-20 03:30:00,0,ols,2025-03-20 00:00:00,0.4574,0.4876703955116616,620.1683333333334,0.0,582.1965844906113,0.0,582.1965844906113,582.1965844906113,0.4574,266.2967177460056,0.0,-0.0,266.2967177460056,0.0,266.2967177460056,0.4876703955116616
0.0,18.051160665084012,0.0,0.0,0.0,0.0,10624.918143269242,10604.861298085816,2025-03-20,22,2025-03-20 03:30:00,2025-03-20 03:40:00,0,ols,2025-03-20 00:00:00,0.4575,0.46751256743338865,616.6230833333333,0.0,598.5719226682493,0.0,598.5719226682493,598.5719226682493,0.4575,273.84665462072405,0.0,-0.0,273.84665462072405,0.0,273.84665462072405,0.46751256743338865
0.0,24.746669709518642,0.0,0.0,0.0,0.0,10604.861298085816,10577.364998408573,2025-03-20,23,2025-03-20 03:40:00,2025-03-20 03:50:00,0,ols,2025-03-20 00:00:00,0.4629,0.4377777284215953,612.46375,0.0,587.7170802904814,0.0,587.7170802904814,587.7170802904814,0.4629,272.0542364664638,0.0,-0.0,272.0542364664638,0.0,272.0542364664638,0.4377777284215953
0.0,34.848585799960915,0.0,0.0,0.0,0.0,10577.364998408573,10538.644347519728,2025-03-20,24,2025-03-20 03:50:00,2025-03-20 04:00:00,0,ols,2025-03-20 00:00:00,0.4426,0.4464548456853393,603.93,0.0,569.081414200039,0.0,569.081414200039,569.081414200039,0.4426,251.87543392493728,0.0,-0.0,251.87543392493728,0.0,251.87543392493728,0.4464548456853393
0.5954758653969066,0.0,0.0,0.0,0.0,0.0,10538.644347519728,10539.180275798586,2025-03-20,25,2025-03-20 04:00:00,2025-03-20 04:10:00,0,ols,2025-03-20 00:00:00,0.4023,0.4810692127507036,589.79495,0.00031666666666666665,590.3901091987302,0.0,590.3901091987302,590.3901091987302,0.4023,237.51394093064917,0.0,-0.0,237.51394093064917,0.0,237.51394093064917,0.4810692127507036
19.058314941406138,0.0,0.0,0.0,0.0,0.0,10539.180275798586,10556.332759245852,2025-03-20,26,2025-03-20 04:10:00,2025-03-20 04:20:00,0,ols,2025-03-20 00:00:00,0.4075,0.46471239935077063,581.4640499999999,0.0,600.5223649414061,0.0,600.5223649414061,600.5223649414061,0.4075,244.71286371362297,0.0,-0.0,244.71286371362297,0.0,244.71286371362297,0.46471239935077063
3.52802674123825,0.0,0.0,0.0,0.0,0.0,10556.332759245852,10559.507983312966,2025-03-20,27,2025-03-20 04:20:00,2025-03-20 04:30:00,0,ols,2025-03-20 00:00:00,0.452,0.4177481085429863,585.585,0.0,589.1130267412383,0.0,589.1130267412383,589.1130267412383,0.452,266.2790880870397,0.0,-0.0,266.2790880870397,0.0,266.2790880870397,0.4177481085429863
