date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_profile,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-15,1,3620.6386,2025-01-15T00:10:00,2025-01-15T00:00:00,00:10:00,16,B,0.0,00:10:00,16,B,0.4662,00:10:00,16,B,0.4248,603.4397666666667,0.0,3620.6386,603.4397666666667,2025-01-15T00:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:10:00,2025-01-15T00:10:00,0.4248,630.0752870030816,0.0,26.338168883891864,656.4134558869735,0.0,0,0.8,X_strong_morning85,1200.0,1200.0,1489.7467892203067,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0,833.3333333333334,0.0,0.0,52.973689220306596,52.973689220306596,0.0,6000.0,6750.0,632.8444360607863,0.0,632.8444360607863
2025-01-15,2,3708.3377,2025-01-15T00:20:00,2025-01-15T00:10:00,00:20:00,16,C,0.0,00:20:00,16,C,0.4762,00:20:00,16,C,0.4245,618.0562833333333,0.0,3708.3377,618.0562833333333,2025-01-15T00:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:20:00,2025-01-15T00:20:00,0.4245,647.1065007593129,0.040865291902777656,26.338168883891864,673.4446696432047,0.040865291902777656,0,0.8,X_strong_morning85,1200.0,1200.0,1506.7371376846352,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0,833.3333333333334,0.0,0.0,55.34752101796846,55.34752101796846,0.0,6750.0,7500.0,639.6099149471277,0.0,639.6099149471277
2025-01-15,3,3838.32,2025-01-15T00:30:00,2025-01-15T00:20:00,00:30:00,16,D,0.0,00:30:00,16,D,0.4606,00:30:00,16,D,0.4269,639.72,0.0,3838.32,639.72,2025-01-15T00:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:30:00,2025-01-15T00:30:00,0.4269,622.8566449032713,0.41045542219734843,26.338168883891864,649.1948137871632,0.41045542219734843,0,0.8,X_strong_morning85,1200.0,1200.0,1482.117691698299,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0,833.3333333333334,0.0,0.0,9.064358364965642,9.064358364965642,0.0,7500.0,8250.0,632.7160425860038,0.0,632.7160425860038
2025-01-15,4,3697.5425,2025-01-15T00:40:00,2025-01-15T00:30:00,00:40:00,16,E,0.0,00:40:00,16,E,0.4507,00:40:00,16,E,0.4272,616.2570833333333,0.0,3697.5425,616.2570833333333,2025-01-15T00:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:40:00,2025-01-15T00:40:00,0.4272,569.7139183371559,0.984059359146559,26.338168883891864,596.0520872210477,0.984059359146559,0,0.8,X_strong_morning85,1200.0,1200.0,1428.4013611952344,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0,812.1442778619011,0.0,0.0,0.0,0.0,0.0,8250.0,8980.92985007571,610.2130615026042,0.0,610.2130615026042
2025-01-15,5,3616.2551,2025-01-15T00:50:00,2025-01-15T00:40:00,00:50:00,16,F,0.0,00:50:00,16,F,0.4401,00:50:00,16,F,0.4271,602.7091833333333,0.0,3616.2551,602.7091833333333,2025-01-15T00:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:50:00,2025-01-15T00:50:00,0.4271,570.8342660767677,1.7290185455478815,26.338168883891864,597.1724349606595,1.7290185455478815,0,0.8,X_strong_morning85,1200.0,1200.0,1428.776749748445,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0,826.0675664151116,0.0,0.0,0.0,0.0,0.0,8980.92985007571,9724.39065984931,610.2305498175608,0.0,610.2305498175608
2025-01-15,6,3730.26,2025-01-15T01:00:00,2025-01-15T00:50:00,01:00:00,16,G,0.0,01:00:00,16,G,0.4398,01:00:00,16,G,0.4285,621.71,0.0,3730.26,621.71,2025-01-15T01:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:00:00,2025-01-15T01:00:00,0.4285,618.2787886482676,2.604893897504132,26.338168883891864,644.6169575321594,2.604893897504132,0,0.8,X_strong_morning85,1200.0,1200.0,642.0120636346553,0.0,0.0,9750.0,9750.0,0.0,0.0,20.30206363465527,0.0,0.0,0.0,0.0,0.0,9724.39065984931,9742.6625171205,275.10216926744977,0.0,275.10216926744977
2025-01-15,7,3846.9076,2025-01-15T01:10:00,2025-01-15T01:00:00,01:10:00,16,H,0.0,01:10:00,16,H,0.4682,01:10:00,16,H,0.4311,641.1512666666666,0.0,3846.9076,641.1512666666666,2025-01-15T01:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:10:00,2025-01-15T01:10:00,0.4311,622.4263619024687,3.564662058493034,40.43412651353932,662.860488416008,3.564662058493034,0,0.8,X_strong_morning85,1200.0,1200.0,659.295826357515,0.0,0.0,9750.0,9750.0,0.0,0.0,18.144559690848382,0.0,0.0,0.0,0.0,0.0,9742.6625171205,9758.992620842264,284.2224307427247,0.0,284.2224307427247
2025-01-15,8,3898.524,2025-01-15T01:20:00,2025-01-15T01:10:00,01:20:00,16,I,0.0,01:20:00,16,I,0.4659,01:20:00,16,I,0.4302,649.754,0.0,3898.524,649.754,2025-01-15T01:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:20:00,2025-01-15T01:20:00,0.4302,601.1626183292444,4.556129421635546,40.43412651353932,641.5967448427838,4.556129421635546,0,0.8,X_strong_morning85,1200.0,1200.0,637.0406154211482,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,12.713384578851787,0.0,0.0,0.0,0.0,9758.992620842264,9744.866637976873,274.054872754178,0.0,274.054872754178
2025-01-15,9,3875.21,2025-01-15T01:30:00,2025-01-15T01:20:00,01:30:00,16,J,0.0,01:30:00,16,J,0.4332,01:30:00,16,J,0.4279,645.8683333333333,0.0,3875.21,645.8683333333333,2025-01-15T01:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:30:00,2025-01-15T01:30:00,0.4279,604.0383747809832,5.523534239114844,40.43412651353932,644.4725012945225,5.523534239114844,0,0.8,X_strong_morning85,1200.0,1200.0,972.2823003887411,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999992,326.41396705540774,0.0,0.0,0.0,0.0,0.0,9744.866637976873,10038.63920832674,416.0395963363423,0.0,416.0395963363423
2025-01-15,10,3815.078,2025-01-15T01:40:00,2025-01-15T01:30:00,01:40:00,16,K,0.0,01:40:00,16,K,0.4363,01:40:00,16,K,0.4312,635.8463333333333,0.0,3815.078,635.8463333333333,2025-01-15T01:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:40:00,2025-01-15T01:40:00,0.4312,652.9862389252431,6.409303034574347,40.43412651353932,693.4203654387825,6.409303034574347,0,0.8,X_strong_morning85,1200.0,1200.0,687.0110624042081,0.0,0.0,10050.0,10050.0,0.0,0.0,51.16472907087484,0.0,0.0,0.0,0.0,0.0,10038.63920832674,10084.687464490527,296.23917010869457,0.0,296.23917010869457
