date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,38088.93908856214,20574.43892747299,0.0,0.0,20574.43892747299,13273.642536305808,14940.075640914865,5377.196259837861,1605.8617598378612,3771.3345,7268.4231640740745,2614.6174012883466
2025-02-02,89629.57166874799,57092.75720765763,0.0,0.0,57092.75720765763,21390.907432160413,17068.61474264951,6951.00102923708,6891.826962570413,59.174066666666704,2614.6174012883466,2901.3065983999295
2025-02-03,87896.97416985968,56026.75274025695,0.0,0.0,56026.75274025695,21136.1164898614,17544.57162780775,4088.5128078060206,4088.5128078060206,0.0,2901.3065983999295,2429.842963933242
2025-02-04,89275.62958480508,56943.62572289911,0.0,0.0,56943.62572289911,22638.33073004242,18155.52722659496,3597.962131357622,3597.962131357622,0.0,2429.842963933242,2631.532591421467
2025-02-05,87495.43945446993,55671.151281753046,0.0,0.0,55671.151281753046,22086.880701725528,18254.436272996012,2914.5680424070815,2912.5155424070813,2.0525000000000944,2631.532591421467,2227.0182529788713
2025-02-06,88947.23430441115,56855.30457982168,0.0,0.0,56855.30457982168,21710.810432306807,17319.956867578767,4285.323523016448,4283.922706349781,1.400816666666742,2227.0182529788713,2522.351122523026
2025-02-07,41954.025386980466,22075.1142315328,0.0,0.0,22075.1142315328,18434.68064078789,15596.961812082758,7310.62689160867,2310.4430328249578,5000.183858783712,2522.351122523026,1783.606130251282
2025-02-08,37827.502740768454,19801.278459025845,0.0,0.0,19801.278459025845,18719.279203125076,15204.95561164427,2736.016432620985,169.01533621122996,2567.0010964097555,1783.606130251282,1736.5622890146549
2025-02-09,83584.86564726081,52584.96276267351,395.97921203872727,2475.5745539872337,55060.53731666074,23029.63544003755,18994.12809418748,389.92154678280224,389.92154678280224,0.0,1736.5622890146549,1358.6474137290336
2025-02-10,85614.83514917489,54058.084198131546,0.0,0.0,54058.084198131546,20749.48777162378,16525.53963954032,7064.249433758096,6564.586400424763,499.66303333333303,1358.6474137290336,1671.4756975900823
2025-02-11,83256.46584853009,52398.70498993943,0.0,0.0,52398.70498993943,22024.413543591785,18014.751385615724,4026.2065572206966,3782.7488572206958,243.4577000000006,1671.4756975900823,1477.0574583607736
2025-02-12,83133.86928602439,52281.53007370127,0.0,0.0,52281.53007370127,22034.930551666366,17841.818489543475,3674.02109056816,3434.5513073200373,239.46978324812267,1477.0574583607736,1484.2521887010853
2025-02-13,82659.33105673615,51919.549290319985,0.0,0.0,51919.549290319985,19987.168180456258,15974.908577393759,7317.592437006979,6862.461458929185,455.13097807779457,1484.2521887010853,1722.8051317853235
2025-02-14,35069.37733731147,18434.43840767058,63.35291491501689,344.8153816544625,18779.25378932504,18142.417968786744,15151.938451329204,2340.448918102278,199.8152681022796,2140.6336499999984,1722.8051317853235,1215.4941355498322
