date,grid_plan_kwh,emergency_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,load_mae_kwh,pv_mae_kwh,emergency_intervals
2025-02-01,46849.220000672234,870.292933723352,34836.10855563477,3941.420374931475,38777.528930566245,0.0,0.0,13341.337001062251,2869.3351177289173,10472.001883333334,7268.4231640740745,7268.4231640740745,32.94902173481474,17.516777178205434,34
2025-02-02,84036.79129926626,674.2173959883916,67109.02734674234,2969.024985182753,70078.0523319251,0.0,0.0,6354.730745254655,5917.538195254654,437.19255,7268.4231640740745,7268.4231640740745,32.362565652856524,24.980164452942823,21
2025-02-03,83056.1004048889,1575.6772121655554,66397.09550433313,6276.722121961392,72673.81762629452,0.0,0.0,4414.861117054451,4334.1946337211175,80.66648333333342,7268.4231640740745,7268.4231640740745,24.792987404167683,27.771573379881648,47
2025-02-04,83781.99430067292,1409.42029670817,66950.97290754385,5346.699341614053,72297.67224915791,0.0,0.0,3996.5506473810838,3677.502297381083,319.0483500000005,7268.4231640740745,7268.4231640740745,37.37020856564239,20.901408541335265,41
2025-02-05,82373.73012898295,1801.140301048447,65826.05503086523,7109.285576156274,72935.3406070215,0.0,0.0,3426.44344669806,3385.26109669806,41.18235000000004,7268.4231640740745,7268.4231640740745,26.35209678403904,26.187780084596156,54
2025-02-06,83223.32066795115,1271.7753053377044,66821.35590371992,4663.889656300201,71485.24556002012,0.0,0.0,4224.038756622182,4222.637939955514,1.400816666666742,7268.4231640740745,7268.4231640740745,27.6176842090603,21.972344054953787,46
2025-02-07,45637.13652586508,909.893235773158,34254.43714037715,3576.0617488559233,37830.49888923307,0.0,0.0,14741.350094971565,2341.9468616382323,12399.403233333334,7268.4231640740745,7268.4231640740745,31.317615567338862,29.917659009138916,41
2025-02-08,42993.68231866371,1910.7601569694054,32061.223386514997,7822.185190455304,39883.4085769703,0.0,0.0,13327.279758966448,1671.7307256331146,11655.549033333335,7268.4231640740745,7268.4231640740745,22.40117883897869,26.906728038543523,67
2025-02-09,78050.368757198,3353.77607744595,62462.59153581308,12727.472358438796,75190.06389425187,0.0,0.0,1848.728867977281,1796.2994513106146,52.42941666666661,7268.4231640740745,7268.4231640740745,20.176367719136678,31.457031187836158,72
2025-02-10,79337.27422029462,1438.9291538876491,63666.91356918676,5441.2995888787045,69108.21315806547,0.0,0.0,6449.565790848944,4997.838024182277,1451.7277666666669,7268.4231640740745,7268.4231640740745,21.816421677763028,42.955737740697295,52
2025-02-11,77611.73002778954,1806.053585171539,62173.28132592353,7758.648338268989,69931.92966419252,0.0,0.0,4197.186479627746,3214.846829627745,982.3396500000006,7268.4231640740745,7268.4231640740745,19.732072655068027,31.785650131035702,67
2025-02-12,77668.16640281187,1681.0070632796378,62196.316063033046,7196.171541635017,69392.48760466806,0.0,0.0,4082.437332758166,2717.5988327581663,1364.8384999999998,7268.4231640740745,7268.4231640740745,19.548834415111706,26.670522609806696,64
2025-02-13,77049.14683982781,1781.1982222771408,61719.8221704811,6955.400457910305,68675.2226283914,0.0,0.0,7500.866045438282,5308.922712104948,2191.9433333333336,7268.4231640740745,7268.4231640740745,21.964104994412395,46.72703285535514,63
2025-02-14,41321.14001564282,2527.5871735075043,30966.477298136342,9059.19997419221,40025.677272328554,0.0,0.0,14046.925372483656,1239.62505581699,12807.300316666666,7268.4231640740745,7268.4231640740745,22.785091288275527,33.19421558613729,72
2025-02-15,40912.52266535891,2768.8102769176976,30409.371442505937,10645.299562560902,41054.67100506684,0.0,0.0,14401.241842276606,1045.4393089432738,13355.802533333333,7268.4231640740745,7268.4231640740745,23.87867806922557,28.74220286377318,69
2025-02-16,75186.8170690876,3179.0523213828915,59891.4803936145,13135.88840547941,73027.3687990939,0.0,0.0,2988.490290470485,2417.442257137152,571.048033333333,7268.4231640740745,7268.4231640740745,21.999856723529735,34.68142353931759,73
2025-02-17,74509.72097419386,2118.8188233289206,59401.220525156954,8709.953771616454,68111.1742967734,0.0,0.0,5444.676630856116,3545.7752475227835,1898.9013833333333,7268.4231640740745,7268.4231640740745,20.37023470029247,36.34208808623994,61
2025-02-18,74141.30071172492,2114.118688302634,59283.60286677709,8607.789630292604,67891.3924970697,0.0,0.0,4164.031616694228,2966.9974500275616,1197.034166666667,7268.4231640740745,7268.4231640740745,20.4491653891819,31.495071426825618,71
2025-02-19,73811.59195702855,2650.8697962797028,58964.68485169247,9944.082456114009,68908.76730780648,0.0,0.0,3583.1343699749223,1308.1048366415898,2275.029533333333,7268.4231640740745,7268.4231640740745,21.69747590033544,21.86706756575327,81
