charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,price_method,price_issue_time,price_actual_yuan_per_kwh,price_forecast_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
833.3333333333334,0.0,0.0,24.591481123334574,24.591481123334574,0.0,7268.4231640740745,8018.4231640740745,2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:10:00,0,fixed,2025-02-01 00:00:00,0.3281,0.4248,422.0303666666667,0.0,446.62184779000137,0.0,1279.9551811233346,1279.9551811233346,0.3281,419.95329492656606,0.0,-0.0,419.95329492656606,0.0,419.95329492656606
833.3333333333334,0.0,0.0,25.930084981386813,25.930084981386813,0.0,8018.4231640740745,8768.423164074075,2025-02-01,2,2025-02-01 00:10:00,2025-02-01 00:20:00,0,fixed,2025-02-01 00:00:00,0.3257,0.4245,415.4073166666667,0.0,441.33740164805374,0.0,1274.6707349813869,1274.6707349813869,0.3257,415.1602583834377,0.0,-0.0,415.1602583834377,0.0,415.1602583834377
833.3333333333334,0.0,0.0,28.677369213515362,28.677369213515362,0.0,8768.423164074075,9518.423164074075,2025-02-01,3,2025-02-01 00:20:00,2025-02-01 00:30:00,0,fixed,2025-02-01 00:00:00,0.3041,0.4269,410.7166666666667,0.0,439.3940358801821,0.0,1272.7273692135154,1272.7273692135154,0.3041,387.03639297783,0.0,-0.0,387.03639297783,0.0,387.03639297783
37.69419135714355,0.0,0.0,0.0,0.0,0.0,9518.423164074075,9552.347936295504,2025-02-01,4,2025-02-01 00:30:00,2025-02-01 00:40:00,0,fixed,2025-02-01 00:00:00,0.3126,0.4272,430.29479999999995,0.0,467.9889913571435,0.0,467.9889913571435,467.9889913571435,0.3126,146.29335869824305,0.0,-0.0,146.29335869824305,0.0,146.29335869824305
640.0869795604071,0.0,0.0,0.0,0.0,0.0,9552.347936295504,10128.42621789987,2025-02-01,5,2025-02-01 00:40:00,2025-02-01 00:50:00,0,fixed,2025-02-01 00:00:00,0.3286,0.4271,424.4105833333333,0.0,473.85663408715675,0.0,1064.4975628937405,1064.4975628937405,0.3286,349.79389916688314,0.0,-0.0,349.79389916688314,0.0,349.79389916688314
54.492338406282386,0.0,0.0,0.0,0.0,0.0,10128.42621789987,10177.469322465524,2025-02-01,6,2025-02-01 00:50:00,2025-02-01 01:00:00,0,fixed,2025-02-01 00:00:00,0.3438,0.4285,406.0516666666667,0.0,460.54400507294906,0.0,460.54400507294906,460.54400507294906,0.3438,158.33502894407988,0.0,-0.0,158.33502894407988,0.0,158.33502894407988
43.80685761513246,0.0,0.0,0.0,0.0,0.0,10177.469322465524,10216.895494319144,2025-02-01,7,2025-02-01 01:00:00,2025-02-01 01:10:00,0,fixed,2025-02-01 00:00:00,0.3704,0.4311,436.7501833333333,0.0,480.5570409484658,0.0,480.5570409484658,480.5570409484658,0.3704,177.99832796731172,0.0,-0.0,177.99832796731172,0.0,177.99832796731172
25.080321377067207,0.0,0.0,0.0,0.0,0.0,10216.895494319144,10239.467783558504,2025-02-01,8,2025-02-01 01:10:00,2025-02-01 01:20:00,0,fixed,2025-02-01 00:00:00,0.3746,0.4302,451.7976833333333,0.0,476.8780047104005,0.0,476.8780047104005,476.8780047104005,0.3746,178.63850056451602,0.0,-0.0,178.63850056451602,0.0,178.63850056451602
10.847920904050966,0.0,0.0,0.0,0.0,0.0,10239.467783558504,10249.23091237215,2025-02-01,9,2025-02-01 01:20:00,2025-02-01 01:30:00,0,fixed,2025-02-01 00:00:00,0.3606,0.4279,446.08,0.0,456.92792090405095,0.0,456.92792090405095,456.92792090405095,0.3606,164.76820827800077,0.0,-0.0,164.76820827800077,0.0,164.76820827800077
14.611846528675926,0.0,0.0,0.0,0.0,0.0,10249.23091237215,10262.381574247958,2025-02-01,10,2025-02-01 01:30:00,2025-02-01 01:40:00,0,fixed,2025-02-01 00:00:00,0.3582,0.4312,471.7663333333333,0.0,486.37817986200923,0.0,486.37817986200923,486.37817986200923,0.3582,174.2206640265717,0.0,-0.0,174.2206640265717,0.0,174.2206640265717
