date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-15,1,3620.6386,2025-01-15T00:10:00,2025-01-15T00:00:00,00:10:00,16,B,0.0,00:10:00,16,B,0.4662,00:10:00,16,B,0.4248,603.4397666666667,0.0,3620.6386,603.4397666666667,2025-01-15T00:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:10:00,2025-01-15T00:10:00,0.4248,630.0752870030816,0.0,13.813329969729422,643.8886169728111,0.0,2,0.7,equal_initial,6000.0,1477.2219503061442,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0,833.3333333333334,0.0,0.0,40.448850306144095,40.448850306144095,0.0,6000.0,6750.0,627.52388449005,0.0,627.52388449005
2025-01-15,2,3708.3377,2025-01-15T00:20:00,2025-01-15T00:10:00,00:20:00,16,C,0.0,00:20:00,16,C,0.4762,00:20:00,16,C,0.4245,618.0562833333333,0.0,3708.3377,618.0562833333333,2025-01-15T00:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:20:00,2025-01-15T00:20:00,0.4245,647.1065007593129,0.040865291902777656,13.813329969729422,660.9198307290424,0.040865291902777656,2,0.7,equal_initial,6000.0,1494.212298770473,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0,833.3333333333334,0.0,0.0,42.82268210380619,42.82268210380619,0.0,6750.0,7500.0,634.2931208280658,0.0,634.2931208280658
2025-01-15,3,3838.32,2025-01-15T00:30:00,2025-01-15T00:20:00,00:30:00,16,D,0.0,00:30:00,16,D,0.4606,00:30:00,16,D,0.4269,639.72,0.0,3838.32,639.72,2025-01-15T00:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:30:00,2025-01-15T00:30:00,0.4269,622.8566449032713,0.41045542219734843,13.813329969729422,636.6699748730008,0.41045542219734843,2,0.7,equal_initial,6000.0,1469.5928527841365,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0,829.8728527841365,0.0,0.0,0.0,0.0,0.0,7500.0,8246.885567505722,627.3691888535479,0.0,627.3691888535479
2025-01-15,4,3697.5425,2025-01-15T00:40:00,2025-01-15T00:30:00,00:40:00,16,E,0.0,00:40:00,16,E,0.4507,00:40:00,16,E,0.4272,616.2570833333333,0.0,3697.5425,616.2570833333333,2025-01-15T00:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:40:00,2025-01-15T00:40:00,0.4272,569.7139183371559,0.984059359146559,13.813329969729422,583.5272483068853,0.984059359146559,2,0.7,equal_initial,6000.0,1415.876522281072,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0,799.6194389477388,0.0,0.0,0.0,0.0,0.0,8246.885567505722,8966.543062558687,604.862450318474,0.0,604.862450318474
2025-01-15,5,3616.2551,2025-01-15T00:50:00,2025-01-15T00:40:00,00:50:00,16,F,0.0,00:50:00,16,F,0.4401,00:50:00,16,F,0.4271,602.7091833333333,0.0,3616.2551,602.7091833333333,2025-01-15T00:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:50:00,2025-01-15T00:50:00,0.4271,570.8342660767677,1.7290185455478815,13.813329969729422,584.6475960464971,1.7290185455478815,2,0.7,equal_initial,6000.0,1416.2519108342826,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0,813.5427275009494,0.0,0.0,0.0,0.0,0.0,8966.543062558687,9698.731517309541,604.881191117322,0.0,604.881191117322
2025-01-15,6,3730.26,2025-01-15T01:00:00,2025-01-15T00:50:00,01:00:00,16,G,0.0,01:00:00,16,G,0.4398,01:00:00,16,G,0.4285,621.71,0.0,3730.26,621.71,2025-01-15T01:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:00:00,2025-01-15T01:00:00,0.4285,618.2787886482676,2.604893897504132,13.813329969729422,632.092118617997,2.604893897504132,2,0.7,equal_initial,6000.0,629.4872247204929,0.0,0.0,9750.0,9750.0,0.0,-0.0,7.777224720492882,0.0,0.0,0.0,0.0,0.0,9698.731517309541,9705.731019557985,269.7352757927312,0.0,269.7352757927312
2025-01-15,7,3846.9076,2025-01-15T01:10:00,2025-01-15T01:00:00,01:10:00,16,H,0.0,01:10:00,16,H,0.4682,01:10:00,16,H,0.4311,641.1512666666666,0.0,3846.9076,641.1512666666666,2025-01-15T01:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:10:00,2025-01-15T01:10:00,0.4311,622.4263619024687,3.564662058493034,26.899741639868367,649.326103542337,3.564662058493034,2,0.7,equal_initial,6000.0,645.761441483844,0.0,0.0,9750.0,9750.0,0.0,0.0,4.610174817177381,0.0,0.0,0.0,0.0,0.0,9705.731019557985,9709.880176893445,278.3877574236851,0.0,278.3877574236851
2025-01-15,8,3898.524,2025-01-15T01:20:00,2025-01-15T01:10:00,01:20:00,16,I,0.0,01:20:00,16,I,0.4659,01:20:00,16,I,0.4302,649.754,0.0,3898.524,649.754,2025-01-15T01:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:20:00,2025-01-15T01:20:00,0.4302,601.1626183292444,4.556129421635546,26.899741639868367,628.0623599691128,4.556129421635546,2,0.7,equal_initial,6000.0,623.5062305474772,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,26.24776945252279,0.0,0.0,0.0,0.0,9709.880176893445,9680.715988612863,268.2323803815247,0.0,268.2323803815247
2025-01-15,9,3875.21,2025-01-15T01:30:00,2025-01-15T01:20:00,01:30:00,16,J,0.0,01:30:00,16,J,0.4332,01:30:00,16,J,0.4279,645.8683333333333,0.0,3875.21,645.8683333333333,2025-01-15T01:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:30:00,2025-01-15T01:30:00,0.4279,604.0383747809832,5.523534239114844,26.899741639868367,630.9381164208515,5.523534239114844,2,0.7,equal_initial,6000.0,958.74791551507,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999992,312.8795821817366,0.0,0.0,0.0,0.0,0.0,9680.715988612863,9962.307612576426,410.24823304889844,0.0,410.24823304889844
2025-01-15,10,3815.078,2025-01-15T01:40:00,2025-01-15T01:30:00,01:40:00,16,K,0.0,01:40:00,16,K,0.4363,01:40:00,16,K,0.4312,635.8463333333333,0.0,3815.078,635.8463333333333,2025-01-15T01:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:40:00,2025-01-15T01:40:00,0.4312,652.9862389252431,6.409303034574347,26.899741639868367,679.8859805651115,6.409303034574347,2,0.7,equal_initial,6000.0,673.4766775305371,0.0,0.0,10050.0,10050.0,0.0,0.0,37.63034419720384,0.0,0.0,0.0,0.0,0.0,9962.307612576426,9996.174922353908,290.4031433511676,0.0,290.4031433511676
2025-01-15,11,3850.0953,2025-01-15T01:50:00,2025-01-15T01:40:00,01:50:00,16,L,0.0,01:50:00,16,L,0.4842,01:50:00,16,L,0.4333,641.68255,0.0,3850.0953,641.68255,2025-01-15T01:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:50:00,2025-01-15T01:50:00,0.4333,651.6859621541051,7.155924059093872,26.899741639868367,678.5857037939735,7.155924059093872,2,0.7,equal_initial,6000.0,671.4297797348796,0.0,0.0,10050.0,10050.0,0.0,0.0,29.747229734879625,0.0,0.0,0.0,0.0,0.0,9996.174922353908,10022.9474291153,290.93052355912334,0.0,290.93052355912334
2025-01-15,12,3956.44,2025-01-15T02:00:00,2025-01-15T01:50:00,02:00:00,16,M,0.0,02:00:00,16,M,0.5165,02:00:00,16,M,0.4311,659.4066666666666,0.0,3956.44,659.4066666666666,2025-01-15T02:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T02:00:00,2025-01-15T02:00:00,0.4311,624.4484190023111,7.7078977500974695,26.899741639868367,651.3481606421794,7.7078977500974695,2,0.7,equal_initial,6000.0,643.640262892082,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,15.76640377458466,0.0,0.0,0.0,0.0,10022.9474291153,10005.429202699095,277.4733173327765,0.0,277.4733173327765
