date,interval_start,interval_end,emergency_kwh
2025-02-05,2025-02-05 20:30:00,2025-02-05 20:40:00,63.64457750000065
2025-02-06,2025-02-06 07:50:00,2025-02-06 08:00:00,14.00291666666692
2025-02-06,2025-02-06 08:00:00,2025-02-06 08:10:00,15.405183333333184
2025-02-07,2025-02-07 20:50:00,2025-02-07 21:00:00,21.120066666668027
2025-02-07,2025-02-07 21:00:00,2025-02-07 21:10:00,15.64721666666668
2025-02-08,2025-02-08 20:40:00,2025-02-08 20:50:00,86.21056233334002
2025-02-08,2025-02-08 21:30:00,2025-02-08 21:40:00,17.761743500000875
2025-02-09,2025-02-09 06:00:00,2025-02-09 06:10:00,1.60703333333322
2025-02-09,2025-02-09 10:20:00,2025-02-09 10:30:00,124.82478666667105
2025-02-09,2025-02-09 10:30:00,2025-02-09 10:40:00,191.1025166666667
2025-02-09,2025-02-09 10:40:00,2025-02-09 10:50:00,226.6416833333334
2025-02-09,2025-02-09 20:10:00,2025-02-09 20:20:00,121.63330766667025
2025-02-09,2025-02-09 20:20:00,2025-02-09 20:30:00,686.5883333333333
2025-02-09,2025-02-09 20:30:00,2025-02-09 20:40:00,697.1692833333333
2025-02-09,2025-02-09 20:40:00,2025-02-09 20:50:00,1.3984666666666499
2025-02-09,2025-02-09 20:50:00,2025-02-09 21:00:00,30.973333333333358
2025-02-09,2025-02-09 21:00:00,2025-02-09 21:10:00,0.7483333333333348
2025-02-09,2025-02-09 21:20:00,2025-02-09 21:30:00,16.007249500000217
2025-02-09,2025-02-09 21:30:00,2025-02-09 21:40:00,13.890416666666738
2025-02-10,2025-02-10 21:20:00,2025-02-10 21:30:00,6.738200833334439
2025-02-10,2025-02-10 21:30:00,2025-02-10 21:40:00,12.517116666666652
2025-02-10,2025-02-10 21:40:00,2025-02-10 21:50:00,7.635733333333405
2025-02-11,2025-02-11 06:00:00,2025-02-11 06:10:00,5.328049999999962
2025-02-11,2025-02-11 09:40:00,2025-02-11 09:50:00,23.06965916666732
2025-02-11,2025-02-11 09:50:00,2025-02-11 10:00:00,196.69791666666663
2025-02-11,2025-02-11 10:00:00,2025-02-11 10:10:00,152.88728333333336
2025-02-11,2025-02-11 10:10:00,2025-02-11 10:20:00,131.6364666666666
2025-02-11,2025-02-11 10:20:00,2025-02-11 10:30:00,108.4504166666668
2025-02-11,2025-02-11 10:30:00,2025-02-11 10:40:00,32.06000000000017
2025-02-11,2025-02-11 20:30:00,2025-02-11 20:40:00,416.6362165000039
2025-02-11,2025-02-11 20:40:00,2025-02-11 20:50:00,5.3485166666667965
2025-02-11,2025-02-11 20:50:00,2025-02-11 21:00:00,17.176666666666733
2025-02-11,2025-02-11 21:00:00,2025-02-11 21:10:00,4.6428999999999405
2025-02-11,2025-02-11 21:10:00,2025-02-11 21:20:00,14.7256000000001
2025-02-11,2025-02-11 21:20:00,2025-02-11 21:30:00,39.50666666666666
2025-02-11,2025-02-11 21:30:00,2025-02-11 21:40:00,18.380133333333333
2025-02-12,2025-02-12 20:30:00,2025-02-12 20:40:00,523.8394393333389
2025-02-12,2025-02-12 20:40:00,2025-02-12 20:50:00,22.81966666666665
2025-02-12,2025-02-12 20:50:00,2025-02-12 21:00:00,5.421666666666738
2025-02-12,2025-02-12 21:00:00,2025-02-12 21:10:00,1.8991166666666004
2025-02-12,2025-02-12 21:10:00,2025-02-12 21:20:00,9.947933333333367
2025-02-12,2025-02-12 21:20:00,2025-02-12 21:30:00,20.353333333333467
2025-02-12,2025-02-12 21:30:00,2025-02-12 21:40:00,26.51816666666673
2025-02-12,2025-02-12 21:40:00,2025-02-12 21:50:00,22.527116666666643
2025-02-13,2025-02-13 20:30:00,2025-02-13 20:40:00,117.9839578333333
2025-02-13,2025-02-13 20:40:00,2025-02-13 20:50:00,0.7733333333334258
2025-02-13,2025-02-13 20:50:00,2025-02-13 21:00:00,38.88499999999999
2025-02-13,2025-02-13 21:30:00,2025-02-13 21:40:00,1.181520166666676
2025-02-14,2025-02-14 08:10:00,2025-02-14 08:20:00,7.733524833333831
2025-02-14,2025-02-14 08:20:00,2025-02-14 08:30:00,41.71749999999997
2025-02-14,2025-02-14 20:40:00,2025-02-14 20:50:00,328.2933339999978
2025-02-15,2025-02-15 20:40:00,2025-02-15 20:50:00,27.171716666664963
2025-02-15,2025-02-15 20:50:00,2025-02-15 21:00:00,45.33499999999998
2025-02-15,2025-02-15 21:00:00,2025-02-15 21:10:00,74.80345
2025-02-15,2025-02-15 21:10:00,2025-02-15 21:20:00,49.37288333333339
2025-02-15,2025-02-15 21:20:00,2025-02-15 21:30:00,10.608333333333292
2025-02-15,2025-02-15 21:30:00,2025-02-15 21:40:00,14.541266666666615
2025-02-15,2025-02-15 21:40:00,2025-02-15 21:50:00,14.47636666666665
2025-02-16,2025-02-16 05:50:00,2025-02-16 06:00:00,34.179999999999836
2025-02-16,2025-02-16 06:00:00,2025-02-16 06:10:00,2.410699999999906
2025-02-16,2025-02-16 06:20:00,2025-02-16 06:30:00,7.606666666666456
2025-02-16,2025-02-16 10:10:00,2025-02-16 10:20:00,58.12656733333267
2025-02-16,2025-02-16 10:20:00,2025-02-16 10:30:00,195.72291666666672
2025-02-16,2025-02-16 10:30:00,2025-02-16 10:40:00,155.50035000000003
2025-02-16,2025-02-16 10:40:00,2025-02-16 10:50:00,78.38684999999987
2025-02-16,2025-02-16 20:30:00,2025-02-16 20:40:00,308.83888433332913
2025-02-16,2025-02-16 21:40:00,2025-02-16 21:50:00,13.447862166666322
2025-02-17,2025-02-17 06:00:00,2025-02-17 06:10:00,2.736599999999953
2025-02-17,2025-02-17 20:30:00,2025-02-17 20:40:00,207.39209966666039
2025-02-18,2025-02-18 05:50:00,2025-02-18 06:00:00,34.20666666666659
2025-02-18,2025-02-18 20:20:00,2025-02-18 20:30:00,96.51224249999245
2025-02-18,2025-02-18 20:30:00,2025-02-18 20:40:00,733.53595
2025-02-19,2025-02-19 05:50:00,2025-02-19 06:00:00,27.0
2025-02-19,2025-02-19 06:20:00,2025-02-19 06:30:00,45.47291666666649
2025-02-19,2025-02-19 09:20:00,2025-02-19 09:30:00,108.30664783333248
2025-02-19,2025-02-19 09:30:00,2025-02-19 09:40:00,244.23031666666668
2025-02-19,2025-02-19 09:40:00,2025-02-19 09:50:00,228.25260000000003
2025-02-19,2025-02-19 09:50:00,2025-02-19 10:00:00,211.66666666666674
2025-02-19,2025-02-19 10:00:00,2025-02-19 10:10:00,119.12906666666652
2025-02-19,2025-02-19 10:10:00,2025-02-19 10:20:00,59.343816666666726
2025-02-19,2025-02-19 10:20:00,2025-02-19 10:30:00,52.54708333333315
2025-02-19,2025-02-19 10:30:00,2025-02-19 10:40:00,12.679799999999886
2025-02-19,2025-02-19 20:30:00,2025-02-19 20:40:00,465.8406958333376
2025-02-19,2025-02-19 20:40:00,2025-02-19 20:50:00,4.582200000000057
2025-02-19,2025-02-19 20:50:00,2025-02-19 21:00:00,9.599999999999909
2025-02-19,2025-02-19 21:00:00,2025-02-19 21:10:00,21.451533333333373
2025-02-19,2025-02-19 21:10:00,2025-02-19 21:20:00,18.832083333333458
2025-02-19,2025-02-19 21:40:00,2025-02-19 21:50:00,1.2592754999999674
2025-02-20,2025-02-20 06:00:00,2025-02-20 06:10:00,41.37743333333299
2025-02-20,2025-02-20 06:10:00,2025-02-20 06:20:00,8.08878333333314
2025-02-20,2025-02-20 20:30:00,2025-02-20 20:40:00,132.83955966666542
2025-02-20,2025-02-20 20:40:00,2025-02-20 20:50:00,3.09996666666666
2025-02-20,2025-02-20 20:50:00,2025-02-20 21:00:00,12.358333333333235
2025-02-20,2025-02-20 21:00:00,2025-02-20 21:10:00,24.080583333333266
2025-02-20,2025-02-20 21:10:00,2025-02-20 21:20:00,12.786033333333307
