date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,5082.356814008655,324.06599715920834,240
2025-03-20,240,870.3515893608702,6695.3250894994735,480
2025-03-20,480,5447.6985351676285,1649.6337990300517,720
2025-03-20,720,4591.26230504022,519.838379769013,960
2025-03-20,960,63.80991545835002,6030.826577623919,1200
2025-03-20,1200,4961.439588840847,1732.6550215750394,1440
2025-06-21,0,259.79076417704346,491.9190678648169,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.604748360543,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,100.53927389521323,5769.327057112323,1200
2025-06-21,1200,6320.017274868235,2545.130302464578,1440
2025-09-23,0,4525.21246291488,200.49179013872242,240
2025-09-23,240,1027.4537488697893,6648.394087748743,480
2025-09-23,480,5599.96995230348,1896.6157166666667,720
2025-09-23,720,4731.2662257168995,580.2232745971988,960
2025-09-23,960,19.898938308020888,6504.4221498339575,1200
2025-09-23,1200,5534.549126381372,1430.9216791258202,1440
2025-12-21,0,7097.79136156018,132.05962265149276,240
2025-12-21,240,2350.118859023154,1580.707082985345,480
2025-12-21,480,5698.3351932714995,7351.757881545873,720
2025-12-21,720,7415.93657620354,2469.595872952719,960
2025-12-21,960,35.27711068165354,6058.5141543796735,1200
2025-12-21,1200,2741.073421910214,2587.1409735631687,1440
