date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-06-21,0,259.79076417704346,2123.1730216853493,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.60474836054,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,100.52294889521318,5769.702532112324,1200
2025-06-21,1200,8257.618723504798,2545.1303024645777,1440
2025-09-23,0,4525.2124629148775,200.49179013872242,240
2025-09-23,240,1032.593698869789,6606.88207290912,480
2025-09-23,480,5156.259781464759,1896.6157166666667,720
2025-09-23,720,5118.587045519049,580.2232745971988,960
2025-09-23,960,19.898938308020888,5761.997885698289,1200
2025-09-23,1200,5534.549126381374,2173.3459432614895,1440
2025-12-21,0,5172.856713831507,135.70893329029684,240
2025-12-21,240,1430.6821343044915,1580.707082985345,480
2025-12-21,480,5242.860950863743,7619.1249591258875,720
2025-12-21,720,7995.46645142158,2302.7138579490334,960
2025-12-21,960,35.27711068165354,5772.654153862814,1200
2025-12-21,1200,5472.121553372617,2851.7333895145084,1440
