date,slot_id,interval_end,interval_start,load_actual_kwh,pv_actual_kwh,available_time,issue_time,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-15,1,2025-01-15 00:10:00,2025-01-15 00:00:00,603.4397666666667,0.0,2025-01-15T00:10:00,2025-01-15 00:00:00,0.4248,630.0752870030816,0.0,1463.408620336415,833.3333333333333,0.0,6841.831117592594,7591.831117592594,0.0,1.0,833.3333333333334,0.0,0.0,26.635520336414857,26.635520336414857,0.0,6841.831117592594,7591.831117592594,621.6559819189091,0.0,621.6559819189091
2025-01-15,2,2025-01-15 00:20:00,2025-01-15 00:10:00,618.0562833333333,0.0,2025-01-15T00:20:00,2025-01-15 00:00:00,0.4245,647.1065007593129,0.0,1480.4398340926462,833.3333333333333,0.0,7591.831117592594,8341.831117592594,0.0,1.0,833.3333333333334,0.0,0.0,29.05021742597944,29.05021742597944,0.0,7591.831117592594,8341.831117592594,628.4467095723282,0.0,628.4467095723282
2025-01-15,3,2025-01-15 00:30:00,2025-01-15 00:20:00,639.72,0.0,2025-01-15T00:30:00,2025-01-15 00:00:00,0.4269,622.8566449032713,0.0,1456.1899782366045,833.3333333333333,0.0,8341.831117592594,9091.831117592594,0.0,1.0,816.4699782366044,0.0,0.0,0.0,0.0,0.0,8341.831117592594,9076.654098005538,621.6475017092065,0.0,621.6475017092065
2025-01-15,4,2025-01-15 00:40:00,2025-01-15 00:30:00,616.2570833333333,0.0,2025-01-15T00:40:00,2025-01-15 00:00:00,0.4272,569.7139183371559,0.0,801.0126765676073,231.2987582304514,0.0,9091.831117592594,9300.0,0.0,1.0,184.755593234274,0.0,0.0,0.0,0.0,0.0,9076.654098005538,9242.934131916385,342.19261542968184,0.0,342.19261542968184
2025-01-15,5,2025-01-15 00:50:00,2025-01-15 00:40:00,602.7091833333333,0.0,2025-01-15T00:50:00,2025-01-15 00:00:00,0.4271,570.8342660767677,0.0,1404.167599410101,833.3333333333333,0.0,9300.0,10050.0,0.0,1.0,801.4584160767678,0.0,0.0,0.0,0.0,0.0,9242.934131916385,9964.246706385477,599.7199817080541,0.0,599.7199817080541
2025-01-15,6,2025-01-15 01:00:00,2025-01-15 00:50:00,621.71,0.0,2025-01-15T01:00:00,2025-01-15 00:00:00,0.4285,618.2787886482676,0.0,618.2787886482676,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,3.431211351732486,0.0,0.0,0.0,0.0,9964.246706385477,9960.434249327996,264.9324609357826,0.0,264.9324609357826
2025-01-15,7,2025-01-15 01:10:00,2025-01-15 01:00:00,641.1512666666666,0.0,2025-01-15T01:10:00,2025-01-15 00:00:00,0.4311,622.4263619024687,0.0,622.4263619024687,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,18.72490476419796,0.0,0.0,0.0,0.0,9960.434249327996,9939.628799589998,268.32800461615426,0.0,268.32800461615426
2025-01-15,8,2025-01-15 01:20:00,2025-01-15 01:10:00,649.754,0.0,2025-01-15T01:20:00,2025-01-15 00:00:00,0.4302,601.1626183292444,0.0,601.1626183292444,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,48.591381670755595,0.0,0.0,0.0,0.0,9939.628799589998,9885.63837551138,258.62015840524094,0.0,258.62015840524094
2025-01-15,9,2025-01-15 01:30:00,2025-01-15 01:20:00,645.8683333333333,0.0,2025-01-15T01:30:00,2025-01-15 00:00:00,0.4279,604.0383747809832,0.0,604.0383747809832,0.0,0.0,10050.0,10050.0,0.0,-0.0,0.0,41.82995855235015,0.0,0.0,0.0,0.0,9885.63837551138,9839.160643786547,258.4680205687827,0.0,258.4680205687827
2025-01-15,10,2025-01-15 01:40:00,2025-01-15 01:30:00,635.8463333333333,0.0,2025-01-15T01:40:00,2025-01-15 00:00:00,0.4312,652.9862389252431,0.0,652.9862389252431,0.0,0.0,10050.0,10050.0,0.0,0.0,17.139905591909837,0.0,0.0,0.0,0.0,0.0,9839.160643786547,9854.586558819265,281.56766622456485,0.0,281.56766622456485
2025-01-15,11,2025-01-15 01:50:00,2025-01-15 01:40:00,641.68255,0.0,2025-01-15T01:50:00,2025-01-15 00:00:00,0.4333,651.6859621541051,0.0,651.6859621541051,0.0,0.0,10050.0,10050.0,0.0,0.0,10.003412154105149,0.0,0.0,0.0,0.0,0.0,9854.586558819265,9863.589629757958,282.37552740137374,0.0,282.37552740137374
2025-01-15,12,2025-01-15 02:00:00,2025-01-15 01:50:00,659.4066666666666,0.0,2025-01-15T02:00:00,2025-01-15 00:00:00,0.4311,624.4484190023111,0.0,624.4484190023111,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,34.958247664355554,0.0,0.0,0.0,0.0,9863.589629757958,9824.747132353119,269.19971343189627,0.0,269.19971343189627
2025-01-15,13,2025-01-15 02:10:00,2025-01-15 02:00:00,661.5856,0.0,2025-01-15T02:10:00,2025-01-15 00:00:00,0.4293,681.4600964834445,0.0,681.4600964834445,0.0,0.0,10050.0,10050.0,0.0,0.0,19.874496483444545,0.0,0.0,0.0,0.0,0.0,9824.747132353119,9842.634179188219,292.55081942034275,0.0,292.55081942034275
2025-01-15,14,2025-01-15 02:20:00,2025-01-15 02:10:00,646.9661,0.0,2025-01-15T02:20:00,2025-01-15 00:00:00,0.4324,684.3332571459677,0.0,684.3332571459677,0.0,0.0,10050.0,10050.0,0.0,0.0,37.36715714596767,0.0,0.0,0.0,0.0,0.0,9842.634179188219,9876.26462061959,295.90570038991643,0.0,295.90570038991643
2025-01-15,15,2025-01-15 02:30:00,2025-01-15 02:20:00,636.9616666666667,0.0,2025-01-15T02:30:00,2025-01-15 00:00:00,0.4367,632.4299327794276,0.0,632.4299327794276,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,4.5317338872390565,0.0,0.0,0.0,0.0,9876.26462061959,9871.22936074488,276.182151644776,0.0,276.182151644776
2025-01-15,16,2025-01-15 02:40:00,2025-01-15 02:30:00,652.3050833333333,0.0,2025-01-15T02:40:00,2025-01-15 00:00:00,0.4348,667.0804190979807,0.0,667.0804190979807,0.0,0.0,10050.0,10050.0,0.0,0.0,14.775335764647366,0.0,0.0,0.0,0.0,0.0,9871.22936074488,9884.527162933062,290.046566223802,0.0,290.046566223802
2025-01-15,17,2025-01-15 02:50:00,2025-01-15 02:40:00,650.74815,0.0,2025-01-15T02:50:00,2025-01-15 00:00:00,0.4335,696.1711908705863,0.0,696.1711908705863,0.0,0.0,10050.0,10050.0,0.0,0.0,45.423040870586306,0.0,0.0,0.0,0.0,0.0,9884.527162933062,9925.407899716589,301.79021124239915,0.0,301.79021124239915
2025-01-15,18,2025-01-15 03:00:00,2025-01-15 02:50:00,640.5066666666667,0.0,2025-01-15T03:00:00,2025-01-15 00:00:00,0.4357,677.5761181193602,0.0,677.5761181193602,0.0,0.0,10050.0,10050.0,0.0,0.0,37.069451452693556,0.0,0.0,0.0,0.0,0.0,9925.407899716589,9958.770406024014,295.21991466460526,0.0,295.21991466460526
