date,total_cost_yuan,emergency_cost_yuan,energy_end_actual_kwh,contract_cost_yuan
2025-02-01,230.5991195999979,0.0,7521.144470587327,230.5991195999979
2025-02-01,164.48524010818429,0.0,7601.796510387345,164.48524010818429
2025-02-01,325.75419029404907,0.0,8196.238229442406,325.75419029404907
2025-02-01,348.40509486566214,0.0,8812.05859523606,348.40509486566214
2025-02-01,238.1822301141894,0.0,9082.444539203712,238.1822301141894
2025-02-01,191.36531235436763,0.0,9217.954354267502,191.36531235436763
2025-02-01,210.23959951489996,0.0,9335.720548779947,210.23959951489996
2025-02-01,217.3665462760938,0.0,9451.339397390424,217.3665462760938
2025-02-01,196.00043885226626,0.0,9539.053184875282,196.00043885226626
2025-02-01,165.8758387246757,0.0,9529.403510964605,165.8758387246757
2025-02-01,159.36798877750113,0.0,9597.838114985489,159.36798877750113
2025-02-01,310.19630840110426,0.0,10340.595602021333,310.19630840110426
2025-02-01,382.39259539082207,0.0,10800.0,382.39259539082207
2025-02-01,231.00711888426747,0.0,10800.0,231.00711888426747
2025-02-01,196.3308651464906,0.0,10800.0,196.3308651464906
2025-02-01,159.91051075501767,0.0,10800.0,159.91051075501767
2025-02-01,182.33228156978316,0.0,10800.0,182.33228156978316
2025-02-01,160.67433132659028,0.0,10743.360241133274,160.67433132659028
2025-02-01,200.24993668669157,0.0,10780.712030191,200.24993668669157
2025-02-01,194.41408107958122,0.0,10800.0,194.41408107958122
2025-02-01,188.24977277124626,0.0,10773.655457694149,188.24977277124626
2025-02-01,163.16480750630046,0.0,10665.129382664218,163.16480750630046
2025-02-01,169.9848930020379,0.0,10654.115995821463,169.9848930020379
2025-02-01,154.3159361403795,0.0,10657.812773717613,154.3159361403795
2025-02-01,194.9546068004727,0.0,10663.801717355063,194.9546068004727
2025-02-01,212.99720416228453,0.0,10676.151708877467,212.99720416228453
2025-02-01,205.99371269650322,0.0,10734.688941361825,205.99371269650322
2025-02-01,212.5032108353099,0.0,10785.210631119073,212.5032108353099
2025-02-01,226.11063486342985,0.0,10800.0,226.11063486342985
2025-02-01,198.19272845390947,0.0,10788.312836241572,198.19272845390947
