date,total_cost_yuan,emergency_cost_yuan,energy_end_actual_kwh,contract_cost_yuan
2025-02-01,271.78893741402777,0.0,7634.130865078722,271.78893741402777
2025-02-01,320.1972556722141,0.0,8145.058661733597,320.1972556722141
2025-02-01,253.85144619152257,0.0,8526.700414684503,253.85144619152257
2025-02-01,169.33572501024364,0.0,8626.965972832997,169.33572501024364
2025-02-01,246.45248371032665,0.0,8920.003250448011,246.45248371032665
2025-02-01,189.7132383835922,0.0,9051.188264541184,189.7132383835922
2025-02-01,222.0469220789372,0.0,9197.643957724347,222.0469220789372
2025-02-01,188.21245186530467,0.0,9243.218265572115,188.21245186530467
2025-02-01,191.02007182979892,0.0,9318.50185250173,191.02007182979892
2025-02-01,175.45835095852345,0.0,9334.76228053822,175.45835095852345
2025-02-01,162.15510139731722,0.0,9411.445491457607,162.15510139731722
2025-02-01,150.5020848984645,0.0,9587.688192713493,150.5020848984645
2025-02-01,169.9052629604877,0.0,9654.014203898307,169.9052629604877
2025-02-01,213.46241886178075,0.0,9696.307356676203,213.46241886178075
2025-02-01,191.61578299662304,0.0,9713.311821790538,191.61578299662304
2025-02-01,165.56858613410625,0.0,9754.501004280948,165.56858613410625
2025-02-01,179.4277319841921,0.0,9830.8378716349,179.4277319841921
2025-02-01,214.080396910135,0.0,9912.38665270362,214.080396910135
2025-02-01,216.1173829230305,0.0,9987.171473511557,216.1173829230305
2025-02-01,197.92389395901108,0.0,10015.29857259086,197.92389395901108
2025-02-01,207.90190529079933,0.0,10038.600884710293,207.90190529079933
2025-02-01,210.23534926037215,0.0,10059.907157797003,210.23534926037215
2025-02-01,186.68926420530673,0.0,10095.138837458606,186.68926420530673
2025-02-01,175.30568947669175,0.0,10158.540981987755,175.30568947669175
2025-02-01,220.24595079823106,0.0,10222.656099266631,220.24595079823106
2025-02-01,219.30361458445506,0.0,10248.819109479602,219.30361458445506
2025-02-01,194.02724739159171,0.0,10277.523048960025,194.02724739159171
2025-02-01,219.5726023401802,0.0,10344.792441676957,219.5726023401802
2025-02-01,265.2158908381261,0.0,10475.264811606887,265.2158908381261
2025-02-01,243.4799109679062,0.0,10566.386718988711,243.4799109679062
2025-02-01,220.93898675148552,0.0,10636.864163589165,220.93898675148552
2025-02-01,212.02965362384134,0.0,10676.497838229538,212.02965362384134
2025-02-01,236.51704792289945,0.0,10757.290120434744,236.51704792289945
2025-02-01,475.97911962288026,0.0,10800.0,475.97911962288026
2025-02-01,161.91441105395774,0.0,10556.971419201705,161.91441105395774
2025-02-01,0.0,0.0,9989.212159942446,0.0
2025-02-01,0.0,0.0,9394.55973401652,0.0
2025-02-01,0.0,0.0,8801.942696979484,0.0
2025-02-01,0.0,0.0,8241.364919201706,0.0
2025-02-01,0.0,0.0,7664.083048831335,0.0
2025-02-01,0.0,0.0,7051.327400683187,0.0
2025-02-01,0.0,0.0,6437.9477710535575,0.0
2025-02-01,0.0,0.0,5866.216604386891,0.0
2025-02-01,0.0,0.0,5368.540437720225,0.0
2025-02-01,0.0,0.0,4935.846919201706,0.0
2025-02-01,0.0,0.0,4516.2316414239285,0.0
2025-02-01,0.0,0.0,4114.94125253504,0.0
2025-02-01,0.0,0.0,3781.6935673498547,0.0
2025-02-01,0.0,0.0,3556.99775253504,0.0
2025-02-01,0.0,0.0,3412.78375253504,0.0
2025-02-01,0.0,0.0,3316.911993275781,0.0
2025-02-01,0.0,0.0,3276.9462710535586,0.0
2025-02-01,0.0,0.0,3207.5530117942994,0.0
2025-02-01,0.0,0.0,3079.5789377202254,0.0
2025-02-01,0.0,0.0,3028.6632525350406,0.0
2025-02-01,0.0,0.0,3056.8877025350407,0.0
2025-02-01,0.0,0.0,3112.4184525350406,0.0
2025-02-01,0.0,0.0,3207.0157575350404,0.0
2025-02-01,0.0,0.0,3360.1932825350405,0.0
2025-02-01,0.0,0.0,3554.0806575350407,0.0
2025-02-01,0.0,0.0,3734.4565275350405,0.0
2025-02-01,0.0,0.0,3938.6846925350405,0.0
2025-02-01,0.0,0.0,4201.68756753504,0.0
2025-02-01,0.0,0.0,4472.666527535041,0.0
2025-02-01,0.0,0.0,4781.562187535041,0.0
2025-02-01,0.005672335534842617,0.0,5148.1888430190165,0.005672335534842617
2025-02-01,1.096592964288761,0.0,5500.512423024083,1.096592964288761
2025-02-01,0.004030460582899642,0.0,5856.239092601516,0.004030460582899642
2025-02-01,0.14951881410315354,0.0,6256.750748227142,0.14951881410315354
2025-02-01,0.09791851153110069,0.0,6656.694476594748,0.09791851153110069
2025-02-01,28.95051276786219,0.0,7134.600528126832,28.95051276786219
2025-02-01,142.1360403751376,0.0,7884.600528126832,142.1360403751376
2025-02-01,186.8866071549445,0.0,8634.600528126832,186.8866071549445
2025-02-01,198.10856912111942,0.0,9384.600528126832,198.10856912111942
2025-02-01,219.49847792889202,0.0,10134.600528126832,219.49847792889202
2025-02-01,184.85380535721055,0.0,10800.0,184.85380535721055
2025-02-01,0.0015997172775002399,0.0,10800.0,0.0015997172775002399
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,6.917765585692978,0.0,10800.0,6.917765585692978
2025-02-01,36.766977958508235,0.0,10800.0,36.766977958508235
2025-02-01,62.83355627188311,0.0,10796.86869147893,62.83355627188311
2025-02-01,84.6973961749991,0.0,10758.07889201995,84.6973961749991
2025-02-01,104.5402952791571,0.0,10730.109002483163,104.5402952791571
2025-02-01,130.3950212699649,0.0,10736.909149042278,130.3950212699649
2025-02-01,151.20671453706626,0.0,10743.191132724383,151.20671453706626
2025-02-01,194.0222456603628,0.0,10748.608725680575,194.0222456603628
2025-02-01,239.45735496688468,0.0,10768.346354614301,239.45735496688468
2025-02-01,302.3427708524326,0.0,10800.0,302.3427708524326
2025-02-01,339.3158728543364,0.0,10800.0,339.3158728543364
2025-02-01,325.3027918563113,0.0,10800.0,325.3027918563113
2025-02-01,298.09390455947323,0.0,10800.0,298.09390455947323
2025-02-01,311.256182620176,0.0,10788.500749857283,311.256182620176
2025-02-01,334.42370550580864,0.0,10772.005219581706,334.42370550580864
2025-02-01,338.07949798574987,0.0,10772.09066885548,338.07949798574987
2025-02-01,357.83776926026866,0.0,10797.481981886765,357.83776926026866
2025-02-01,374.31209433303866,0.0,10787.201030615744,374.31209433303866
2025-02-01,94.971804123221,0.0,10410.09551583138,94.971804123221
2025-02-01,10.192375202329451,0.0,9915.378784113911,10.192375202329451
2025-02-01,31.101769090540518,0.0,9420.29501510724,31.101769090540518
2025-02-01,13.233525265305065,0.0,8928.291425210653,13.233525265305065
2025-02-01,16.810843366613245,0.0,8480.014137561211,16.810843366613245
2025-02-01,38.56284570922877,0.0,8058.406336746784,38.56284570922877
2025-02-01,0.0,0.0,7578.252633043081,0.0
2025-02-01,0.0,0.0,7107.125836746784,0.0
2025-02-01,0.0,0.0,6615.556429339377,0.0
2025-02-01,0.0,0.0,6078.060133043081,0.0
2025-02-01,0.0,0.0,5543.410725635674,0.0
2025-02-01,0.0,0.0,5049.226355265303,0.0
2025-02-01,0.0,0.0,4584.676355265303,0.0
2025-02-01,0.0,0.0,4099.409114524562,0.0
2025-02-01,0.0,0.0,3596.411503413451,0.0
2025-02-01,0.0,0.0,3096.4466885986362,0.0
2025-02-01,0.0,0.0,2590.8170219319695,0.0
2025-02-01,67.39861633708074,0.0,2162.2786983502365,67.39861633708074
2025-02-01,378.3769633377253,0.0,2219.1723019468564,378.3769633377253
2025-02-01,373.33477450874483,0.0,2220.6331615496774,373.33477450874483
2025-02-01,375.80192982742784,0.0,2175.0939681826667,375.80192982742784
2025-02-01,363.1330059224764,0.0,2139.9090421145906,363.1330059224764
2025-02-01,374.30624746490014,0.0,2096.9977279905206,374.30624746490014
2025-02-01,305.22549166664453,0.0,2112.4279447429017,305.22549166664453
2025-02-01,153.19514655635973,0.0,2189.7406238403237,153.19514655635973
2025-02-01,147.17372758297458,0.0,2376.21920829224,147.17372758297458
2025-02-01,106.7856071200102,0.0,2401.0392763252407,106.7856071200102
2025-02-01,123.37535885911512,0.0,2478.078820568945,123.37535885911512
2025-02-01,149.77001193326385,0.0,2519.246059716153,149.77001193326385
2025-02-01,151.9022488634518,0.0,2502.234264782149,151.9022488634518
2025-02-01,137.7662876213267,0.0,2464.2311947847998,137.7662876213267
2025-02-01,136.3355070495615,0.0,2441.2506053348893,136.3355070495615
2025-02-01,140.48132643386643,0.0,2441.934319817245,140.48132643386643
2025-02-01,136.59305230807527,0.0,2451.8243346932627,136.59305230807527
2025-02-01,142.74599705752848,0.0,2493.4461281119557,142.74599705752848
2025-02-01,170.61857438321866,0.0,2511.70342113227,170.61857438321866
2025-02-01,224.70123148161596,0.0,2484.6404347298044,224.70123148161596
2025-02-02,616.3831540635161,0.0,3172.3403326375305,616.3831540635161
2025-02-02,627.792280954488,0.0,3888.114794147816,627.792280954488
2025-02-02,549.0165471289076,0.0,4520.7868270184,549.0165471289076
2025-02-02,559.2746937619171,0.0,5177.3620531480765,559.2746937619171
2025-02-02,566.2477610191531,0.0,5836.263682368109,566.2477610191531
2025-02-02,582.3468383751762,0.0,6470.21339147409,582.3468383751762
2025-02-02,378.0258804354674,0.0,6595.483476966778,378.0258804354674
