date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,2894.6128930889518,385.72771590057334,240
2025-03-20,240,870.3515893608702,6695.3250894994735,480
2025-03-20,480,5447.6985351676285,1674.9524206250487,720
2025-03-20,720,5533.440703515504,254.72278333333327,960
2025-03-20,960,71.92602656946144,5691.364795985887,1200
2025-03-20,1200,7185.933124258303,3038.6135762589347,1440
2025-06-21,0,259.79076417704346,2011.710929056852,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.604748360542,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,97.74453983160492,5767.452020770802,1200
2025-06-21,1200,8120.011201741221,2545.1303024645777,1440
2025-09-23,0,4525.21246291488,200.49179013872242,240
2025-09-23,240,1027.4537488697893,6648.394087748743,480
2025-09-23,480,5599.96995230348,1896.6157166666667,720
2025-09-23,720,5436.557238840227,443.57747812649245,960
2025-09-23,960,22.03145358579866,6162.277865111735,1200
2025-09-23,1200,5534.549126381372,2482.72481832364,1440
2025-12-21,0,5179.379303526661,135.70893329029684,240
2025-12-21,240,1430.6821343044912,1580.707082985345,480
2025-12-21,480,5698.3351932714995,7351.757881545873,720
2025-12-21,720,7195.000652336768,2669.726665020574,960
2025-12-21,960,35.277110681653426,5567.4590401130345,1200
2025-12-21,1200,5465.598963677462,2677.8396128643462,1440
