date,interval_start,interval_end,emergency_kwh
2025-03-20,2025-03-20 00:20:00,2025-03-20 00:30:00,33.65155172648656
2025-03-20,2025-03-20 00:50:00,2025-03-20 01:00:00,7.284036243722085
2025-03-20,2025-03-20 01:00:00,2025-03-20 01:10:00,44.51658228283782
2025-03-20,2025-03-20 01:10:00,2025-03-20 01:20:00,60.91561852612131
2025-03-20,2025-03-20 01:20:00,2025-03-20 01:30:00,54.37768249764292
2025-03-20,2025-03-20 01:30:00,2025-03-20 01:40:00,26.57029249025925
2025-03-20,2025-03-20 01:40:00,2025-03-20 01:50:00,2.727438519135717
2025-03-20,2025-03-20 02:30:00,2025-03-20 02:40:00,8.969060776972356
2025-03-20,2025-03-20 03:00:00,2025-03-20 03:10:00,14.231823185988787
2025-03-20,2025-03-20 03:10:00,2025-03-20 03:20:00,50.517016360607386
2025-03-20,2025-03-20 03:20:00,2025-03-20 03:30:00,37.97174884272215
2025-03-20,2025-03-20 03:30:00,2025-03-20 03:40:00,18.051160665084012
2025-03-20,2025-03-20 03:40:00,2025-03-20 03:50:00,24.746669709518642
2025-03-20,2025-03-20 03:50:00,2025-03-20 04:00:00,34.848585799960915
2025-03-20,2025-03-20 04:30:00,2025-03-20 04:40:00,2.1024198817237902
2025-03-20,2025-03-20 04:40:00,2025-03-20 04:50:00,5.631993443869646
2025-03-20,2025-03-20 04:50:00,2025-03-20 05:00:00,13.934209427731957
2025-03-20,2025-03-20 05:00:00,2025-03-20 05:10:00,20.277800467582892
2025-03-20,2025-03-20 05:10:00,2025-03-20 05:20:00,31.800566754001352
2025-03-20,2025-03-20 05:20:00,2025-03-20 05:30:00,36.970933199432125
2025-03-20,2025-03-20 05:30:00,2025-03-20 05:40:00,27.60844048161755
2025-03-20,2025-03-20 05:40:00,2025-03-20 05:50:00,51.19296766205969
2025-03-20,2025-03-20 05:50:00,2025-03-20 06:00:00,99.82918532584938
2025-03-20,2025-03-20 06:00:00,2025-03-20 06:10:00,96.5351571177797
2025-03-20,2025-03-20 06:10:00,2025-03-20 06:20:00,59.38344196805258
2025-03-20,2025-03-20 06:20:00,2025-03-20 06:30:00,30.29353395872795
2025-03-20,2025-03-20 06:30:00,2025-03-20 06:40:00,37.40064075406656
2025-03-20,2025-03-20 06:40:00,2025-03-20 06:50:00,40.46571022875082
2025-03-20,2025-03-20 06:50:00,2025-03-20 07:00:00,14.439508051573739
2025-03-20,2025-03-20 08:10:00,2025-03-20 08:20:00,20.88982404022272
2025-03-20,2025-03-20 08:20:00,2025-03-20 08:30:00,3.0180530942463974
2025-03-20,2025-03-20 09:50:00,2025-03-20 10:00:00,7.199221803396085
2025-03-20,2025-03-20 15:40:00,2025-03-20 15:50:00,0.7525734868011114
