issue_time,slot_id,price_forecast_yuan_per_kwh
2025-02-01 00:00:00,1,0.3397085923058723
2025-02-01 00:00:00,2,0.3565991922513303
2025-02-01 00:00:00,3,0.3178313965956786
2025-02-01 00:00:00,4,0.31695486451740185
2025-02-01 00:00:00,5,0.34065855792802924
2025-02-01 00:00:00,6,0.3584844767163285
2025-02-01 00:00:00,7,0.35751427322798024
2025-02-01 00:00:00,8,0.349688093099145
2025-02-01 00:00:00,9,0.35645837136923
2025-02-01 00:00:00,10,0.3832502003885034
2025-02-01 00:00:00,11,0.36354776172768266
2025-02-01 00:00:00,12,0.3119733278176933
2025-02-01 00:00:00,13,0.316233780894919
2025-02-01 00:00:00,14,0.3592147452289181
2025-02-01 00:00:00,15,0.3894666344202993
2025-02-01 00:00:00,16,0.37481843756277716
2025-02-01 00:00:00,17,0.38414149700735306
2025-02-01 00:00:00,18,0.41938014581959543
2025-02-01 00:00:00,19,0.4152589778084269
2025-02-01 00:00:00,20,0.4049626375584027
2025-02-01 00:00:00,21,0.410225885145843
2025-02-01 00:00:00,22,0.41572142653340255
2025-02-01 00:00:00,23,0.4067998505037975
2025-02-01 00:00:00,24,0.39465022403078
2025-02-01 00:00:00,25,0.40206396668958266
2025-02-01 00:00:00,26,0.3973152243959432
2025-02-01 00:00:00,27,0.3779833305214571
2025-02-01 00:00:00,28,0.37944994584811675
2025-02-01 00:00:00,29,0.41261239830781776
2025-02-01 00:00:00,30,0.43919850463983656
2025-02-01 00:00:00,31,0.41149794890057095
2025-02-01 00:00:00,32,0.4105671673611343
2025-02-01 00:00:00,33,0.427986250877256
2025-02-01 00:00:00,34,0.40645676570426703
2025-02-01 00:00:00,35,0.5650622778120156
2025-02-01 00:00:00,36,0.8355765241238455
2025-02-01 00:00:00,37,0.9001887626758699
2025-02-01 00:00:00,38,0.8672693730892805
2025-02-01 00:00:00,39,0.8416062977142822
2025-02-01 00:00:00,40,0.8227898206185251
2025-02-01 00:00:00,41,0.8399962482811347
2025-02-01 00:00:00,42,0.8634738817018802
2025-02-01 00:00:00,43,0.8323977674921998
2025-02-01 00:00:00,44,0.8249435963078741
2025-02-01 00:00:00,45,0.8266176167435854
2025-02-01 00:00:00,46,0.7711724931118357
2025-02-01 00:00:00,47,0.8814140421723071
2025-02-01 00:00:00,48,1.08468694085723
2025-02-01 00:00:00,49,1.0638521715426092
2025-02-01 00:00:00,50,0.9927518942035886
2025-02-01 00:00:00,51,0.9829616121167706
2025-02-01 00:00:00,52,0.9725445850375012
2025-02-01 00:00:00,53,0.9625154416833265
2025-02-01 00:00:00,54,0.9661333312242246
2025-02-01 00:00:00,55,0.9797449455838849
2025-02-01 00:00:00,56,0.9561132962887188
2025-02-01 00:00:00,57,0.8923615324026847
2025-02-01 00:00:00,58,0.850602430853474
2025-02-01 00:00:00,59,0.92616061492367
2025-02-01 00:00:00,60,1.0532117600323367
2025-02-01 00:00:00,61,1.060184129014637
2025-02-01 00:00:00,62,1.024076688348954
2025-02-01 00:00:00,63,1.036222734598601
2025-02-01 00:00:00,64,1.0629700213272277
2025-02-01 00:00:00,65,0.7942110237747312
2025-02-01 00:00:00,66,0.38877784234934226
2025-02-01 00:00:00,67,0.3491104826464323
2025-02-01 00:00:00,68,0.4151511492342466
2025-02-01 00:00:00,69,0.4132311698044978
2025-02-01 00:00:00,70,0.4235568345222734
2025-02-01 00:00:00,71,0.41062468190102963
2025-02-01 00:00:00,72,0.3736233053053738
2025-02-01 00:00:00,73,0.3627708815948019
2025-02-01 00:00:00,74,0.36541377953741894
2025-02-01 00:00:00,75,0.35658215877085875
2025-02-01 00:00:00,76,0.3517751821743762
2025-02-01 00:00:00,77,0.4987116384052411
2025-02-01 00:00:00,78,0.7189234191735756
2025-02-01 00:00:00,79,0.7587652309370532
2025-02-01 00:00:00,80,0.6983331205835388
2025-02-01 00:00:00,81,0.661098330529828
2025-02-01 00:00:00,82,0.7062154142795143
2025-02-01 00:00:00,83,0.8080960902308125
2025-02-01 00:00:00,84,0.9212457475088232
2025-02-01 00:00:00,85,1.0045742821363433
2025-02-01 00:00:00,86,1.0337201723427694
2025-02-01 00:00:00,87,1.0628900046618182
2025-02-01 00:00:00,88,1.125000824557396
2025-02-01 00:00:00,89,0.8985777760019519
2025-02-01 00:00:00,90,0.5236886032562971
2025-02-01 00:00:00,91,0.5032215372578966
2025-02-01 00:00:00,92,0.5978082727258318
2025-02-01 00:00:00,93,0.6218940809642163
2025-02-01 00:00:00,94,0.627487825918349
2025-02-01 00:00:00,95,0.6370066437399985
2025-02-01 00:00:00,96,0.659181002818507
2025-02-01 00:00:00,97,0.6967626986876896
2025-02-01 00:00:00,98,0.7417398181986317
2025-02-01 00:00:00,99,0.7737319745444569
2025-02-01 00:00:00,100,0.7766146246731086
2025-02-01 00:00:00,101,0.786699665658872
2025-02-01 00:00:00,102,0.7939852112589418
2025-02-01 00:00:00,103,0.7620938972810014
2025-02-01 00:00:00,104,0.7773233335304518
2025-02-01 00:00:00,105,0.7994429550368873
2025-02-01 00:00:00,106,0.7317164385359176
2025-02-01 00:00:00,107,0.864402140711036
2025-02-01 00:00:00,108,1.1355536148380847
2025-02-01 00:00:00,109,1.1709842382162277
2025-02-01 00:00:00,110,1.1416522062042491
2025-02-01 00:00:00,111,1.145826931575425
2025-02-01 00:00:00,112,1.1204748941038638
2025-02-01 00:00:00,113,1.2042397566548386
2025-02-01 00:00:00,114,1.3517085160626692
2025-02-01 00:00:00,115,1.3577139986621924
2025-02-01 00:00:00,116,1.3211247725580222
2025-02-01 00:00:00,117,1.3192777188989286
2025-02-01 00:00:00,118,1.328672156894916
2025-02-01 00:00:00,119,1.3243729160058775
2025-02-01 00:00:00,120,1.3229300506618604
2025-02-01 00:00:00,121,1.353039660772538
2025-02-01 00:00:00,122,1.3340576703207336
2025-02-01 00:00:00,123,1.3187970614613251
2025-02-01 00:00:00,124,1.3967432300143972
2025-02-01 00:00:00,125,1.1880626479769743
2025-02-01 00:00:00,126,0.8041600527382823
2025-02-01 00:00:00,127,0.7673245827868862
2025-02-01 00:00:00,128,0.817200392900775
2025-02-01 00:00:00,129,0.8162754367214614
2025-02-01 00:00:00,130,0.8532960505410869
2025-02-01 00:00:00,131,0.6442035388105869
2025-02-01 00:00:00,132,0.2996156553730643
2025-02-01 00:00:00,133,0.25972307036471837
2025-02-01 00:00:00,134,0.3253425253838762
2025-02-01 00:00:00,135,0.3319349727458574
2025-02-01 00:00:00,136,0.3143237099426674
2025-02-01 00:00:00,137,0.30502209243410877
2025-02-01 00:00:00,138,0.30431021373998557
2025-02-01 00:00:00,139,0.29857434928494
2025-02-01 00:00:00,140,0.3327180785947414
2025-02-01 00:00:00,141,0.37814323718145426
2025-02-01 00:00:00,142,0.35749207438285097
2025-02-01 00:00:00,143,0.349298861263679
2025-02-01 00:00:00,144,0.3889410874576383
2025-02-01 06:00:00,37,0.8980577472399548
2025-02-01 06:00:00,38,0.8651454918075625
2025-02-01 06:00:00,39,0.839505711312014
2025-02-01 06:00:00,40,0.82075262978972
2025-02-01 06:00:00,41,0.8380323761444676
2025-02-01 06:00:00,42,0.8615604570851545
2025-02-01 06:00:00,43,0.8305044828518969
2025-02-01 06:00:00,44,0.8230850741136257
2025-02-01 06:00:00,45,0.8248278703822672
2025-02-01 06:00:00,46,0.7694539364371804
2025-02-01 06:00:00,47,0.8796925288045796
2025-02-01 06:00:00,48,1.0829332618672955
2025-02-01 06:00:00,49,1.0621598556501117
2025-02-01 06:00:00,50,0.9911235667951659
2025-02-01 06:00:00,51,0.9813611345760461
2025-02-01 06:00:00,52,0.9709820728843892
2025-02-01 06:00:00,53,0.9609606942424903
2025-02-01 06:00:00,54,0.9645874193154541
2025-02-01 06:00:00,55,0.9782810975814313
2025-02-01 06:00:00,56,0.9546732486200425
2025-02-01 06:00:00,57,0.8908904474961522
2025-02-01 06:00:00,58,0.8491745535056978
2025-02-01 06:00:00,59,0.9247414258868095
2025-02-01 06:00:00,60,1.0517603706102863
2025-02-01 06:00:00,61,1.0587676330482156
2025-02-01 06:00:00,62,1.0226765239148567
2025-02-01 06:00:00,63,1.0347958790381702
2025-02-01 06:00:00,64,1.0615506094771328
2025-02-01 06:00:00,65,0.7928667768361524
2025-02-01 06:00:00,66,0.387523054532754
2025-02-01 06:00:00,67,0.34786468950549443
2025-02-01 06:00:00,68,0.41387582043589644
2025-02-01 06:00:00,69,0.41194371183788897
2025-02-01 06:00:00,70,0.4222912683474088
2025-02-01 06:00:00,71,0.40936086880276784
2025-02-01 06:00:00,72,0.372328641825788
2025-02-01 06:00:00,73,0.3614493447675941
2025-02-01 06:00:00,74,0.3640671556030744
2025-02-01 06:00:00,75,0.35522929994251307
2025-02-01 06:00:00,76,0.35044527517276136
2025-02-01 06:00:00,77,0.49730542981289644
2025-02-01 06:00:00,78,0.7173862801687965
2025-02-01 06:00:00,79,0.7572237896232766
2025-02-01 06:00:00,80,0.6968139889689398
2025-02-01 06:00:00,81,0.6595719407780873
2025-02-01 06:00:00,82,0.7046898268755616
2025-02-01 06:00:00,83,0.8065322508322817
2025-02-01 06:00:00,84,0.9196208133217751
2025-02-01 06:00:00,85,1.0029399873236062
2025-02-01 06:00:00,86,1.0320967112905401
2025-02-01 06:00:00,87,1.0612518476986799
2025-02-01 06:00:00,88,1.1233217026544742
2025-02-01 06:00:00,89,0.8969482004032827
2025-02-01 06:00:00,90,0.5221530436649183
2025-02-01 06:00:00,91,0.5016603250002839
2025-02-01 06:00:00,92,0.5962274440931719
2025-02-01 06:00:00,93,0.6203377610287675
2025-02-01 06:00:00,94,0.6259123977204153
2025-02-01 06:00:00,95,0.6354235014561157
2025-02-01 06:00:00,96,0.6576262393325777
2025-02-01 06:00:00,97,0.6952315437419395
2025-02-01 06:00:00,98,0.7401963931999812
2025-02-01 06:00:00,99,0.7721638507171892
2025-02-01 06:00:00,100,0.7750641676731537
2025-02-01 06:00:00,101,0.7851859091769519
2025-02-01 06:00:00,102,0.7924896810646338
2025-02-01 06:00:00,103,0.7605836823942888
2025-02-01 06:00:00,104,0.7758169883195499
2025-02-01 06:00:00,105,0.7979770098144745
2025-02-01 06:00:00,106,0.7302901174316659
2025-02-01 06:00:00,107,0.8629588891220148
2025-02-01 06:00:00,108,1.134051468957638
2025-02-01 06:00:00,109,1.1694567272925716
2025-02-01 06:00:00,110,1.1401523085270582
2025-02-01 06:00:00,111,1.1443838801180262
2025-02-01 06:00:00,112,1.119066433726944
2025-02-01 06:00:00,113,1.2027978094490042
2025-02-01 06:00:00,114,1.3502189741576824
2025-02-01 06:00:00,115,1.3562643655239732
2025-02-01 06:00:00,116,1.319706722223503
2025-02-01 06:00:00,117,1.3178380623252506
2025-02-01 06:00:00,118,1.3272123549610948
2025-02-01 06:00:00,119,1.3229377881809106
2025-02-01 06:00:00,120,1.3215352449143827
2025-02-01 06:00:00,121,1.3516325769101605
2025-02-01 06:00:00,122,1.3326310698012476
2025-02-01 06:00:00,123,1.317354314091462
