date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,3951.7065905302566,151.54662150243178
2025-03-20,4,945.5130443489929,5053.1651928532165
2025-03-20,8,6291.457016666667,2777.3772166666668
2025-03-20,12,3431.0592787997693,358.75832982568215
2025-03-20,16,233.87575864455576,5474.152125778725
2025-03-20,20,5697.2554714423995,2944.9038339690733
2025-06-21,0,991.4704347802556,366.063493176925
2025-06-21,4,494.7765881430234,4397.232386828848
2025-06-21,8,7569.667031469293,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,346.566005479773,5144.889985232591
2025-06-21,20,6676.539859094118,2485.896583333333
2025-09-23,0,4988.06262536286,8.769190633760331
2025-09-23,4,364.6014215916599,5886.870498910074
2025-09-23,8,5676.172419998765,1896.6157166666667
2025-09-23,12,4210.652512048036,525.3700149384837
2025-09-23,16,218.55468596167805,5686.810566633332
2025-09-23,20,5894.629157220834,2876.7261156803097
2025-12-21,0,4539.871562026788,17.233948858870008
2025-12-21,4,705.3591245407227,1362.652644212075
2025-12-21,8,6035.587755605484,6799.9018109284825
2025-12-21,12,6077.156665294814,2220.1094166666667
2025-12-21,16,70.60359979971403,5532.727632810782
2025-12-21,20,5976.761100315653,2842.5257666666666
