date,slot_id,interval_end,interval_start,load_actual_kwh,pv_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,plan_load_kwh,plan_pv_kwh,risk_delta_kwh,reserve_internal_kwh,risk_history_start,risk_history_end,risk_sample_count,risk_history_days,risk_cold_start,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-03-20,1,2025-03-20T00:10:00,2025-03-20T00:00:00,549.8448166666667,0.0,2025-03-20T00:10:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:10:00,2025-03-20T00:10:00,0.4248,599.953889516172,0.6881231779921642,622.7295563537917,0.6881231779921642,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,1455.3747665091328,833.3333333333333,0.0,6794.2507897507185,7544.2507897507185,0.0,1.0,833.3333333333334,0.0,0.0,72.1966165091327,72.1966165091327,0.0,6794.2507897507185,7544.2507897507185,618.2432008130796,0.0,618.2432008130796
2025-03-20,2,2025-03-20T00:20:00,2025-03-20T00:10:00,570.3135,0.0,2025-03-20T00:20:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:20:00,2025-03-20T00:20:00,0.4245,593.4156177461416,0.7635675828808566,616.1912845837613,0.7635675828808566,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,1448.7610503342137,833.3333333333333,0.0,7544.2507897507185,8294.250789750718,0.0,1.0,833.3333333333334,0.0,0.0,45.11421700088033,45.11421700088033,0.0,7544.2507897507185,8294.250789750718,614.9990658668737,0.0,614.9990658668737
2025-03-20,3,2025-03-20T00:30:00,2025-03-20T00:20:00,613.8516666666667,0.0,2025-03-20T00:30:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:30:00,2025-03-20T00:30:00,0.4269,580.4393460126182,0.23923107243809127,603.2150128502379,0.23923107243809127,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,1436.309115111133,833.3333333333333,0.0,8294.250789750718,9044.250789750718,0.0,1.0,822.4574484444663,0.0,0.0,0.0,0.0,0.0,8294.250789750718,9034.462493350738,613.1603612409427,0.0,613.1603612409427
2025-03-20,4,2025-03-20T00:40:00,2025-03-20T00:30:00,579.4561666666667,0.0,2025-03-20T00:40:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:40:00,2025-03-20T00:40:00,0.4272,589.9157636485189,0.0,612.6914304861386,0.0,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,896.857219652007,284.1657891658684,0.0,9044.250789750718,9300.0,0.0,0.9999999999999958,317.40105298534024,0.0,0.0,0.0,0.0,0.0,9034.462493350738,9320.123441037545,383.1374042353374,0.0,383.1374042353374
2025-03-20,5,2025-03-20T00:50:00,2025-03-20T00:40:00,550.4449166666667,0.0,2025-03-20T00:50:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T00:50:00,2025-03-20T00:50:00,0.4271,585.7067371611821,0.0,608.4824039988018,0.0,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,1441.815737332135,833.3333333333333,0.0,9300.0,10050.0,0.0,1.0,833.3333333333334,0.0,0.0,58.037487332135015,58.037487332135015,0.0,9320.123441037545,10070.123441037545,615.7995014145548,0.0,615.7995014145548
2025-03-20,6,2025-03-20T01:00:00,2025-03-20T00:50:00,571.1566666666666,0.0,2025-03-20T01:00:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:00:00,2025-03-20T01:00:00,0.4285,563.8726304229446,0.0,586.6482972605643,0.0,22.775666837619735,0.0,2025-02-20,2025-03-19,168,28,False,586.6482972605643,0.0,0.0,10050.0,10050.0,0.0,0.0,15.49163059389764,0.0,0.0,0.0,0.0,0.0,10070.123441037545,10084.065908572053,251.3787953761518,0.0,251.3787953761518
2025-03-20,7,2025-03-20T01:10:00,2025-03-20T01:00:00,601.5890499999999,0.0,2025-03-20T01:10:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:10:00,2025-03-20T01:10:00,0.4311,557.0724677171621,0.0,582.5279584825183,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,582.5279584825183,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,19.0610915174816,0.0,0.0,0.0,0.0,10084.065908572053,10062.886917997073,251.12780290181365,0.0,251.12780290181365
2025-03-20,8,2025-03-20T01:20:00,2025-03-20T01:10:00,611.48375,0.0,2025-03-20T01:20:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:20:00,2025-03-20T01:20:00,0.4302,550.5681314738787,0.0,576.0236222392349,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,576.0236222392349,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,35.46012776076509,0.0,0.0,0.0,0.0,10062.886917997073,10023.486776040667,247.80536228731887,0.0,247.80536228731887
2025-03-20,9,2025-03-20T01:30:00,2025-03-20T01:20:00,598.2166666666667,0.0,2025-03-20T01:30:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:30:00,2025-03-20T01:30:00,0.4279,543.8389841690238,0.0,569.29447493438,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,569.29447493438,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,28.922191732286706,0.0,0.0,0.0,0.0,10023.486776040667,9991.351007449237,243.6011058244212,0.0,243.6011058244212
2025-03-20,10,2025-03-20T01:40:00,2025-03-20T01:30:00,583.9359499999999,0.0,2025-03-20T01:40:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:40:00,2025-03-20T01:40:00,0.4312,557.3656575097407,0.0,582.8211482750969,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,582.8211482750969,0.0,0.0,10050.0,10050.0,0.0,0.0,0.0,1.1148017249030318,0.0,0.0,0.0,0.0,9991.351007449237,9990.11233886601,251.3124791362218,0.0,251.3124791362218
2025-03-20,11,2025-03-20T01:50:00,2025-03-20T01:40:00,590.99505,0.0,2025-03-20T01:50:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T01:50:00,2025-03-20T01:50:00,0.4333,588.2676114808643,0.0,613.7231022462205,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,613.7231022462205,0.0,0.0,10050.0,10050.0,0.0,0.0,22.7280522462205,0.0,0.0,0.0,0.0,0.0,9990.11233886601,10010.56758588761,265.92622020328736,0.0,265.92622020328736
2025-03-20,12,2025-03-20T02:00:00,2025-03-20T01:50:00,598.4433333333333,0.0,2025-03-20T02:00:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T02:00:00,2025-03-20T02:00:00,0.4311,605.7743003520009,0.0,631.2297911173571,0.0,25.455490765356185,0.0,2025-02-20,2025-03-19,168,28,False,631.2297911173571,0.0,0.0,10050.0,10050.0,0.0,0.0,32.78645778402381,0.0,0.0,0.0,0.0,0.0,10010.56758588761,10040.075397893232,272.12316295069263,0.0,272.12316295069263
2025-03-20,13,2025-03-20T02:10:00,2025-03-20T02:00:00,565.9836166666666,0.0,2025-03-20T02:10:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T02:10:00,2025-03-20T02:10:00,0.4293,579.812873446548,0.0,605.6442365422032,0.0,25.83136309565516,0.0,2025-02-20,2025-03-19,168,28,False,605.6442365422032,0.0,0.0,10050.0,10050.0,0.0,0.0,39.660619875536554,0.0,0.0,0.0,0.0,0.0,10040.075397893232,10075.769955781214,260.00307074756785,0.0,260.00307074756785
2025-03-20,14,2025-03-20T02:20:00,2025-03-20T02:10:00,546.1207666666667,0.0,2025-03-20T02:20:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-20T02:20:00,2025-03-20T02:20:00,0.4324,567.2884952341019,0.0,593.1198583297571,0.0,25.83136309565516,0.0,2025-02-20,2025-03-19,168,28,False,593.1198583297571,0.0,0.0,10050.0,10050.0,0.0,0.0,46.99909166309044,0.0,0.0,0.0,0.0,0.0,10075.769955781214,10118.069138277995,256.46502674178697,0.0,256.46502674178697
