date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_profile,selected_terminal
2025-02-01,40854.96616238811,22017.296407373953,0.0,0.0,22017.296407373953,13008.604302625907,14648.223122327818,8116.409048756689,3894.0909487566887,4222.3181,7268.4231640740745,2700.3635671842585,anchor,1200.0
2025-02-02,92140.30123068289,58660.50988603129,0.0,0.0,58660.50988603129,21323.477812129506,17188.105416884027,9648.650885437415,9589.476818770749,59.174066666666704,2700.3635671842585,2793.5986904518936,anchor,1200.0
2025-02-03,89836.56239966546,57128.98671682702,0.0,0.0,57128.98671682702,21621.387903121366,17852.275329879052,5850.533326423149,5850.533326423149,0.0,2793.5986904518936,2416.9863256177337,anchor,1200.0
2025-02-04,91096.50511912105,57887.47628713432,0.0,0.0,57887.47628713432,23192.46432887665,18782.82763912551,5492.004479369914,5492.004479369914,0.0,2416.9863256177337,2420.3957336894955,anchor,1200.0
2025-02-05,89408.55363283842,56613.526417840585,0.0,0.0,56613.526417840585,22927.91990698442,18834.173006338173,4566.379748858835,4566.379748858835,0.0,2420.3957336894955,2128.6647540441736,anchor,1200.0
2025-02-06,90771.02575218819,57770.542169822824,6.410854759157814,37.44900807562037,57807.99117789844,22278.187325085466,17905.879334209123,6134.071399404343,6132.670582737675,1.400816666666742,2128.6647540441736,2283.611864166518,anchor,1200.0
2025-02-07,43699.50300132326,22945.749673025744,0.0,0.0,22945.749673025744,18351.701936642294,15269.71998876317,8811.841386777476,3400.275786777475,5411.565600000001,2283.611864166518,1833.7880640743929,anchor,1200.0
2025-02-08,39161.67655434578,20450.226775297328,0.0,0.0,20450.226775297328,18802.441913694332,15283.052720310083,4065.1246442948623,592.3007932316976,3472.8238510631645,1833.7880640743929,1774.816097165862,anchor,1200.0
2025-02-09,85163.03531131773,53348.3745721658,11.61712559737066,81.04106816725772,53429.415640333056,24238.647623861172,19841.348350607346,1221.9371969946026,1221.9371969946026,0.0,1774.816097165862,1543.6563468549718,anchor,1200.0
2025-02-10,86996.2192871192,54777.448199189144,0.0,0.0,54777.448199189144,20826.018912626496,16835.457784062688,8679.020575222052,8179.357541888718,499.6630333333334,1543.6563468549718,1581.0091637047221,anchor,1200.0
2025-02-11,84992.24546711663,53244.41824446088,0.0,0.0,53244.41824446088,22566.025988792917,18320.122981045566,5525.745326035949,5346.90211468264,178.8432113533088,1581.0091637047221,1534.740352456612,anchor,1200.0
2025-02-12,84628.5750352241,53026.27534195866,0.0,0.0,53026.27534195866,22407.217893438105,18085.471933275774,5040.092941728436,4876.708658395103,163.38428333333331,1534.740352456612,1606.2676418000447,anchor,1200.0
2025-02-13,83862.30526009864,52550.98027172883,0.0,0.0,52550.98027172883,20036.6156380149,16157.24834867775,8653.458954094825,8094.821170761492,558.6377833333339,1606.2676418000447,1686.7235508159565,anchor,1200.0
