date,interval_start,interval_end,emergency_kwh,emergency_cost_yuan
2025-03-20,2025-03-20T20:10:00,2025-03-20T20:20:00,366.4558850000015,2455.2544295000102
2025-03-20,2025-03-20T20:20:00,2025-03-20T20:30:00,702.5616666666666,4738.427160833333
2025-03-20,2025-03-20T20:30:00,2025-03-20T20:40:00,709.3744833333334,4948.596395733333
2025-03-20,2025-03-20T21:20:00,2025-03-20T21:30:00,0.40336916666685596,1.8899862304175536
2025-03-20,2025-03-20T21:30:00,2025-03-20T21:40:00,22.600566666666737,111.54509678333369
2025-03-20,2025-03-20T21:40:00,2025-03-20T21:50:00,14.70735000000002,57.09393270000007
2025-06-21,2025-06-21T06:30:00,2025-06-21T06:40:00,87.82908933333242,377.708998677996
2025-06-21,2025-06-21T06:40:00,2025-06-21T06:50:00,86.21210000000002,363.9012741000001
2025-06-21,2025-06-21T06:50:00,2025-06-21T07:00:00,100.8366666666667,420.18639000000013
2025-06-21,2025-06-21T07:00:00,2025-06-21T07:10:00,63.282299999999964,256.04018579999985
2025-06-21,2025-06-21T07:10:00,2025-06-21T07:20:00,21.927683333333334,87.40374576666667
2025-09-23,2025-09-23T08:40:00,2025-09-23T08:50:00,83.92621666666723,437.6752199166696
2025-09-23,2025-09-23T08:50:00,2025-09-23T09:00:00,103.28666666666652,535.0249333333326
2025-09-23,2025-09-23T09:00:00,2025-09-23T09:10:00,88.53053333333332,449.15966086666657
2025-09-23,2025-09-23T09:10:00,2025-09-23T09:20:00,75.39373333333333,374.0283110666667
2025-09-23,2025-09-23T09:20:00,2025-09-23T09:30:00,46.359583333333376,224.84397916666686
2025-09-23,2025-09-23T09:30:00,2025-09-23T09:40:00,34.08066666666673,160.554020666667
2025-09-23,2025-09-23T09:40:00,2025-09-23T09:50:00,13.978433333333214,66.87981428333276
2025-09-23,2025-09-23T20:20:00,2025-09-23T20:30:00,752.9224547510229,5078.085496068275
2025-09-23,2025-09-23T20:30:00,2025-09-23T20:40:00,784.8952833333333,5475.429496533333
2025-09-23,2025-09-23T20:50:00,2025-09-23T21:00:00,55.79940183333345,260.36000895433386
2025-09-23,2025-09-23T21:00:00,2025-09-23T21:10:00,22.314850000000092,101.17552990000043
2025-09-23,2025-09-23T21:10:00,2025-09-23T21:20:00,5.401749999999993,25.309899624999968
2025-09-23,2025-09-23T21:20:00,2025-09-23T21:30:00,49.664999999999964,232.70535749999985
2025-09-23,2025-09-23T21:30:00,2025-09-23T21:40:00,11.854833333333318,58.509529916666594
2025-12-21,2025-12-21T07:50:00,2025-12-21T08:00:00,31.45291666666651,182.6942664583324
2025-12-21,2025-12-21T10:40:00,2025-12-21T10:50:00,12.030993499998829,48.063819032495324
2025-12-21,2025-12-21T20:30:00,2025-12-21T20:40:00,574.2836503333294,4006.2027447253063
