date,interval_start,interval_end,intervals,emergency_kwh
2025-03-20,2025-03-20 09:20:00,2025-03-20 10:00:00,4,172.68117231076286
2025-03-20,2025-03-20 20:30:00,2025-03-20 20:40:00,1,681.0305354410727
2025-03-20,2025-03-20 21:20:00,2025-03-20 21:50:00,3,32.6726419318433
2025-03-20,2025-03-20 23:40:00,2025-03-20 23:50:00,1,42.4090059190023
2025-06-21,2025-06-21 01:50:00,2025-06-21 02:30:00,4,67.22773849955149
2025-06-21,2025-06-21 03:30:00,2025-06-21 03:40:00,1,89.03678099703848
2025-06-21,2025-06-21 04:00:00,2025-06-21 04:20:00,2,33.70451531348368
2025-06-21,2025-06-21 06:30:00,2025-06-21 07:20:00,5,340.3655133065587
2025-09-23,2025-09-23 08:30:00,2025-09-23 09:50:00,8,578.4937982806783
2025-09-23,2025-09-23 18:20:00,2025-09-23 18:40:00,2,3.9096499999999423
2025-09-23,2025-09-23 19:30:00,2025-09-23 22:00:00,15,3749.0507385755677
2025-12-21,2025-12-21 07:50:00,2025-12-21 08:10:00,2,67.39123004238604
2025-12-21,2025-12-21 20:30:00,2025-12-21 20:50:00,2,975.7333702157259
