charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,policy,date,slot_id,interval_start,interval_end,active_issue_hour,active_issue_time,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_method,pv_window_days,pv_raw_forecast_kwh,pv_corrected_forecast_kwh,pv_forecast_kwh,planning_price_method,planning_price_source,planning_price_yuan_per_kwh,actual_price_yuan_per_kwh,settlement_price_yuan_per_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
615.2324099299185,0.0,0.0,0.0,0.0,0.0,7268.4231640740745,7822.132333011001,variable_raw,2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:10:00,0,2025-02-01 00:00:00,422.0303666666667,0.0,446.62184779000137,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3397085923058723,0.3281,0.3281,1037.2627765965851,1037.2627765965851,0.3281,340.3259170013396,0.0,-0.0,340.3259170013396,0.0,340.3259170013396
25.93008498138704,0.0,0.0,0.0,0.0,0.0,7822.132333011001,7845.469409494249,variable_raw,2025-02-01,2,2025-02-01 00:10:00,2025-02-01 00:20:00,0,2025-02-01 00:00:00,415.4073166666667,0.0,441.33740164805374,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3565991922513303,0.3257,0.3257,441.33740164805374,441.33740164805374,0.3257,143.7435917167711,0.0,-0.0,143.7435917167711,0.0,143.7435917167711
833.3333333333334,0.0,0.0,28.677369213515362,28.677369213515362,0.0,7845.469409494249,8595.46940949425,variable_raw,2025-02-01,3,2025-02-01 00:20:00,2025-02-01 00:30:00,0,2025-02-01 00:00:00,410.7166666666667,0.0,439.3940358801821,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3178313965956786,0.3041,0.3041,1272.7273692135154,1272.7273692135154,0.3041,387.03639297783,0.0,-0.0,387.03639297783,0.0,387.03639297783
833.3333333333334,0.0,0.0,37.694191357143495,37.694191357143495,0.0,8595.46940949425,9345.46940949425,variable_raw,2025-02-01,4,2025-02-01 00:30:00,2025-02-01 00:40:00,0,2025-02-01 00:00:00,430.29479999999995,0.0,467.9889913571435,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.31695486451740185,0.3126,0.3126,1301.3223246904768,1301.3223246904768,0.3126,406.793358698243,0.0,-0.0,406.793358698243,0.0,406.793358698243
49.44605075382344,0.0,0.0,0.0,0.0,0.0,9345.46940949425,9389.97085517269,variable_raw,2025-02-01,5,2025-02-01 00:40:00,2025-02-01 00:50:00,0,2025-02-01 00:00:00,424.4105833333333,0.0,473.85663408715675,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.34065855792802924,0.3286,0.3286,473.85663408715675,473.85663408715675,0.3286,155.7092899610397,0.0,-0.0,155.7092899610397,0.0,155.7092899610397
54.492338406282386,0.0,0.0,0.0,0.0,0.0,9389.97085517269,9439.013959738344,variable_raw,2025-02-01,6,2025-02-01 00:50:00,2025-02-01 01:00:00,0,2025-02-01 00:00:00,406.0516666666667,0.0,460.54400507294906,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3584844767163285,0.3438,0.3438,460.54400507294906,460.54400507294906,0.3438,158.33502894407988,0.0,-0.0,158.33502894407988,0.0,158.33502894407988
43.80685761513246,0.0,0.0,0.0,0.0,0.0,9439.013959738344,9478.440131591964,variable_raw,2025-02-01,7,2025-02-01 01:00:00,2025-02-01 01:10:00,0,2025-02-01 00:00:00,436.7501833333333,0.0,480.5570409484658,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.35751427322798024,0.3704,0.3704,480.5570409484658,480.5570409484658,0.3704,177.99832796731172,0.0,-0.0,177.99832796731172,0.0,177.99832796731172
25.080321377067207,0.0,0.0,0.0,0.0,0.0,9478.440131591964,9501.012420831325,variable_raw,2025-02-01,8,2025-02-01 01:10:00,2025-02-01 01:20:00,0,2025-02-01 00:00:00,451.7976833333333,0.0,476.8780047104005,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.349688093099145,0.3746,0.3746,476.8780047104005,476.8780047104005,0.3746,178.63850056451602,0.0,-0.0,178.63850056451602,0.0,178.63850056451602
10.847920904050966,0.0,0.0,0.0,0.0,0.0,9501.012420831325,9510.77554964497,variable_raw,2025-02-01,9,2025-02-01 01:20:00,2025-02-01 01:30:00,0,2025-02-01 00:00:00,446.08,0.0,456.92792090405095,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.35645837136923,0.3606,0.3606,456.92792090405095,456.92792090405095,0.3606,164.76820827800077,0.0,-0.0,164.76820827800077,0.0,164.76820827800077
14.611846528675926,0.0,0.0,0.0,0.0,0.0,9510.77554964497,9523.926211520778,variable_raw,2025-02-01,10,2025-02-01 01:30:00,2025-02-01 01:40:00,0,2025-02-01 00:00:00,471.7663333333333,0.0,486.37817986200923,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3832502003885034,0.3582,0.3582,486.37817986200923,486.37817986200923,0.3582,174.2206640265717,0.0,-0.0,174.2206640265717,0.0,174.2206640265717
49.24557674956776,0.0,0.0,0.0,0.0,0.0,9523.926211520778,9568.247230595389,variable_raw,2025-02-01,11,2025-02-01 01:40:00,2025-02-01 01:50:00,0,2025-02-01 00:00:00,448.02596666666665,0.0,497.2715434162344,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.36354776172768266,0.3041,0.3041,497.2715434162344,497.2715434162344,0.3041,151.22027635287688,0.0,-0.0,151.22027635287688,0.0,151.22027635287688
833.3333333333334,0.0,0.0,81.92253889314463,81.92253889314463,0.0,9568.247230595389,10318.247230595389,variable_raw,2025-02-01,12,2025-02-01 01:50:00,2025-02-01 02:00:00,0,2025-02-01 00:00:00,397.40333333333336,0.0,479.3258722264782,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3119733278176933,0.2537,0.2537,1312.6592055598114,1312.6592055598114,0.2537,333.02164045052416,0.0,-0.0,333.02164045052416,0.0,333.02164045052416
535.2808548940124,0.0,0.0,355.6946448110185,355.6946448110185,0.0,10318.247230595389,10800.0,variable_raw,2025-02-01,13,2025-02-01 02:00:00,2025-02-01 02:10:00,0,2025-02-01 00:00:00,434.0906333333333,0.0,491.73279970503086,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.316233780894919,0.3346,0.3346,1325.0661330383641,1325.0661330383641,0.3346,443.36712811463667,0.0,-0.0,443.36712811463667,0.0,443.36712811463667
0.0,0.0,0.0,14.124202888640184,14.124202888640184,0.0,10800.0,10800.0,variable_raw,2025-02-01,14,2025-02-01 02:10:00,2025-02-01 02:20:00,0,2025-02-01 00:00:00,490.5609166666666,0.0,504.6851195553068,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3592147452289181,0.3971,0.3971,504.6851195553068,504.6851195553068,0.3971,200.41046097541235,0.0,-0.0,200.41046097541235,0.0,200.41046097541235
0.0,3.788826622132092,0.0,0.0,0.0,0.0,10800.0,10795.790192642075,variable_raw,2025-02-01,15,2025-02-01 02:20:00,2025-02-01 02:30:00,0,2025-02-01 00:00:00,503.22,0.0,499.43117337786794,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3894666344202993,0.367,0.367,499.43117337786794,499.43117337786794,0.367,183.29124062967753,0.0,-0.0,183.29124062967753,0.0,183.29124062967753
4.677563731028284,0.0,0.0,12.693403865607864,12.693403865607864,0.0,10795.790192642075,10800.0,variable_raw,2025-02-01,16,2025-02-01 02:30:00,2025-02-01 02:40:00,0,2025-02-01 00:00:00,474.0728166666667,0.0,491.44378426330286,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.37481843756277716,0.3185,0.3185,491.44378426330286,491.44378426330286,0.3185,156.52484528786195,0.0,-0.0,156.52484528786195,0.0,156.52484528786195
0.0,0.0,0.0,33.743668393935764,33.743668393935764,0.0,10800.0,10800.0,variable_raw,2025-02-01,17,2025-02-01 02:40:00,2025-02-01 02:50:00,0,2025-02-01 00:00:00,461.38439999999997,0.0,495.12806839393573,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.38414149700735306,0.3285,0.3285,495.12806839393573,495.12806839393573,0.3285,162.6495704674079,0.0,-0.0,162.6495704674079,0.0,162.6495704674079
0.0,0.0,0.0,31.464457171041488,31.464457171041488,0.0,10800.0,10800.0,variable_raw,2025-02-01,18,2025-02-01 02:50:00,2025-02-01 03:00:00,0,2025-02-01 00:00:00,476.94166666666666,0.0,508.40612383770815,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.41938014581959543,0.3772,0.3772,508.40612383770815,508.40612383770815,0.3772,191.7707899115835,0.0,-0.0,191.7707899115835,0.0,191.7707899115835
0.0,0.0,0.0,32.766627736993144,32.766627736993144,0.0,10800.0,10800.0,variable_raw,2025-02-01,19,2025-02-01 03:00:00,2025-02-01 03:10:00,0,2025-02-01 00:00:00,483.39955000000003,0.0,516.1661777369932,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.4152589778084269,0.3815,0.3815,516.1661777369932,516.1661777369932,0.3815,196.9173968066629,0.0,-0.0,196.9173968066629,0.0,196.9173968066629
0.0,0.0,0.0,28.065969051985064,28.065969051985064,0.0,10800.0,10800.0,variable_raw,2025-02-01,20,2025-02-01 03:10:00,2025-02-01 03:20:00,0,2025-02-01 00:00:00,486.6019166666667,0.0,514.6678857186517,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.4049626375584027,0.3822,0.3822,514.6678857186517,514.6678857186517,0.3822,196.70606592166868,0.0,-0.0,196.70606592166868,0.0,196.70606592166868
0.0,0.0,0.0,7.7831811228244305,7.7831811228244305,0.0,10800.0,10800.0,variable_raw,2025-02-01,21,2025-02-01 03:20:00,2025-02-01 03:30:00,0,2025-02-01 00:00:00,498.84833333333336,0.0,506.6315144561578,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.410225885145843,0.3962,0.3962,506.6315144561578,506.6315144561578,0.3962,200.72740602752972,0.0,-0.0,200.72740602752972,0.0,200.72740602752972
0.0,18.39219907229875,0.0,0.0,0.0,0.0,10800.0,10779.564223253,variable_raw,2025-02-01,22,2025-02-01 03:30:00,2025-02-01 03:40:00,0,2025-02-01 00:00:00,518.3097333333334,0.0,499.91753426103463,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.41572142653340255,0.3879,0.3879,499.91753426103463,499.91753426103463,0.3879,193.91801153985534,0.0,-0.0,193.91801153985534,0.0,193.91801153985534
0.0,1.0230748505881593,0.0,0.0,0.0,0.0,10779.564223253,10778.427473419015,variable_raw,2025-02-01,23,2025-02-01 03:40:00,2025-02-01 03:50:00,0,2025-02-01 00:00:00,509.13346666666666,0.0,508.1103918160785,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.4067998505037975,0.3405,0.3405,508.1103918160785,508.1103918160785,0.3405,173.01158841337474,0.0,-0.0,173.01158841337474,0.0,173.01158841337474
23.96947397887238,0.0,0.0,14.440242182368586,14.440242182368586,0.0,10778.427473419015,10800.0,variable_raw,2025-02-01,24,2025-02-01 03:50:00,2025-02-01 04:00:00,0,2025-02-01 00:00:00,483.6166666666666,0.0,522.0263828279076,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.39465022403078,0.3164,0.3164,522.0263828279076,522.0263828279076,0.3164,165.16914752674995,0.0,-0.0,165.16914752674995,0.0,165.16914752674995
0.0,0.0,0.0,28.022796527319258,28.022796527319258,0.0,10800.0,10800.0,variable_raw,2025-02-01,25,2025-02-01 04:00:00,2025-02-01 04:10:00,0,2025-02-01 00:00:00,491.1868,0.0,519.2095965273193,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.40206396668958266,0.3916,0.3916,519.2095965273193,519.2095965273193,0.3916,203.32247800009822,0.0,-0.0,203.32247800009822,0.0,203.32247800009822
0.0,0.0,0.0,15.077260613576243,15.077260613576243,0.0,10800.0,10800.0,variable_raw,2025-02-01,26,2025-02-01 04:10:00,2025-02-01 04:20:00,0,2025-02-01 00:00:00,504.64528333333334,0.0,519.7225439469096,raw,,0.0,0.0,0.0,q4_causal_ols,results/q4/price_forecasts.csv,0.3973152243959432,0.4109,0.4109,519.7225439469096,519.7225439469096,0.4109,213.55399330778513,0.0,-0.0,213.55399330778513,0.0,213.55399330778513
