date,block_start_hour,charge_actual_kwh,discharge_actual_kwh
2025-03-20,0,8848.476585616358,218.6337963502492
2025-03-20,4,1811.6865070400995,5824.708030712704
2025-03-20,8,5831.060912734699,2610.4307008451997
2025-03-20,12,5150.078325948427,301.92806124205424
2025-03-20,16,0.0,6334.616653876189
2025-03-20,20,217.4813463297413,2434.337958742183
2025-06-21,0,244.8207111911022,338.9522503479814
2025-06-21,4,360.1126688990699,2251.797827449924
2025-06-21,8,10322.212416666667,0.0
2025-06-21,12,0.0,0.0
2025-06-21,16,59.311454244728566,5996.677637690129
2025-06-21,20,3387.600366912885,2560.554768848926
2025-09-23,0,7016.919875281692,128.75480647561778
2025-09-23,4,1736.0593088745263,7224.1409369739795
2025-09-23,8,3761.8951485404473,1334.4723475441876
2025-09-23,12,5596.451881001265,633.0783094054339
2025-09-23,16,0.0,6943.793817856687
2025-09-23,20,2016.8356223685294,87.82725190941676
2025-12-21,0,9108.590272049518,147.2943640368935
2025-12-21,4,2396.641392179432,1816.243823406754
2025-12-21,8,5096.482733092504,7434.825311059016
2025-12-21,12,7954.561634498624,2391.5761366540464
2025-12-21,16,34.69582285070487,6416.057699903193
2025-12-21,20,617.1997693186205,1867.775533535116
