date,interval_start,interval_end,grid_plan_kwh,planned_cost_yuan
2025-03-20,2025-03-20T10:00:00,2025-03-20T10:10:00,0.0,0.0
2025-03-20,2025-03-20T12:00:00,2025-03-20T12:10:00,513.2870168650522,226.41090313917454
2025-03-20,2025-03-20T14:00:00,2025-03-20T14:10:00,0.0,0.0
2025-03-20,2025-03-20T16:00:00,2025-03-20T16:10:00,520.4765788716438,430.4861783847366
2025-03-20,2025-03-20T18:00:00,2025-03-20T18:10:00,630.2298900747554,791.6317649229003
2025-03-20,2025-03-20T20:00:00,2025-03-20T20:10:00,0.0,0.0
2025-06-21,2025-06-21T10:00:00,2025-06-21T10:10:00,0.0,0.0
2025-06-21,2025-06-21T12:00:00,2025-06-21T12:10:00,0.0,0.0
2025-06-21,2025-06-21T14:00:00,2025-06-21T14:10:00,0.0,0.0
2025-06-21,2025-06-21T16:00:00,2025-06-21T16:10:00,170.02887855969493,140.63088545672366
2025-06-21,2025-06-21T18:00:00,2025-06-21T18:10:00,0.0,0.0
2025-06-21,2025-06-21T20:00:00,2025-06-21T20:10:00,0.0,0.0
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,0.0,0.0
2025-09-23,2025-09-23T12:00:00,2025-09-23T12:10:00,370.0467878812161,163.22763813440443
2025-09-23,2025-09-23T14:00:00,2025-09-23T14:10:00,0.0,0.0
2025-09-23,2025-09-23T16:00:00,2025-09-23T16:10:00,507.83764221289846,420.03251387428827
2025-09-23,2025-09-23T18:00:00,2025-09-23T18:10:00,668.4622858643147,839.6554772741657
2025-09-23,2025-09-23T20:00:00,2025-09-23T20:10:00,0.0,0.0
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,0.0,0.0
2025-12-21,2025-12-21T12:00:00,2025-12-21T12:10:00,882.1470703920808,389.1150727499468
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,0.0,0.0
2025-12-21,2025-12-21T16:00:00,2025-12-21T16:10:00,778.6958345039134,644.0593247181868
2025-12-21,2025-12-21T18:00:00,2025-12-21T18:10:00,730.7546719740922,917.9009434666572
2025-12-21,2025-12-21T20:00:00,2025-12-21T20:10:00,0.0,0.0
