date,interval_start,interval_end,emergency_kwh,emergency_cost_yuan
2025-03-20,2025-03-20T09:20:00,2025-03-20T09:30:00,44.38733248813371,215.27856256744846
2025-03-20,2025-03-20T09:30:00,2025-03-20T09:40:00,36.094749999999976,170.0423672499999
2025-03-20,2025-03-20T09:40:00,2025-03-20T09:50:00,41.25734999999986,197.39579107499932
2025-03-20,2025-03-20T09:50:00,2025-03-20T10:00:00,45.20708333333346,225.51553520833397
2025-03-20,2025-03-20T20:30:00,2025-03-20T20:40:00,672.038415118241,4688.1399838648495
2025-03-20,2025-03-20T21:20:00,2025-03-20T21:30:00,0.9865881908805711,4.622658968370916
2025-03-20,2025-03-20T21:30:00,2025-03-20T21:40:00,21.010334313260273,103.69650500309608
2025-03-20,2025-03-20T21:40:00,2025-03-20T21:50:00,10.675719427702461,41.44314281834095
2025-03-20,2025-03-20T23:40:00,2025-03-20T23:50:00,2.562132266255624,5.471433454588885
2025-03-20,2025-03-20T23:50:00,2025-03-21T00:00:00,7.910557248646057,16.91277139760527
2025-06-21,2025-06-21T06:10:00,2025-06-21T06:20:00,9.738723760435278,42.64587134694609
2025-06-21,2025-06-21T06:20:00,2025-06-21T06:30:00,166.35125000000005,728.5352993750002
2025-06-21,2025-06-21T06:30:00,2025-06-21T06:40:00,97.38518333333332,418.8049809249999
2025-06-21,2025-06-21T06:40:00,2025-06-21T06:50:00,86.21210000000002,363.9012741000001
2025-06-21,2025-06-21T06:50:00,2025-06-21T07:00:00,100.8366666666667,420.18639000000013
2025-06-21,2025-06-21T07:00:00,2025-06-21T07:10:00,63.282299999999964,256.04018579999985
2025-06-21,2025-06-21T07:10:00,2025-06-21T07:20:00,21.927683333333334,87.40374576666667
2025-09-23,2025-09-23T08:30:00,2025-09-23T08:40:00,23.496769122479094,124.65036019475158
2025-09-23,2025-09-23T08:40:00,2025-09-23T08:50:00,177.01698333333354,923.1435680833343
2025-09-23,2025-09-23T08:50:00,2025-09-23T09:00:00,103.28666666666652,535.0249333333326
2025-09-23,2025-09-23T09:00:00,2025-09-23T09:10:00,88.53053333333332,449.15966086666657
2025-09-23,2025-09-23T09:10:00,2025-09-23T09:20:00,75.39373333333333,374.0283110666667
2025-09-23,2025-09-23T09:20:00,2025-09-23T09:30:00,46.359583333333376,224.84397916666686
2025-09-23,2025-09-23T09:30:00,2025-09-23T09:40:00,34.08066666666673,160.554020666667
2025-09-23,2025-09-23T09:40:00,2025-09-23T09:50:00,13.978433333333214,66.87981428333276
2025-09-23,2025-09-23T19:50:00,2025-09-23T20:00:00,176.30267158730044,1188.4563091699924
2025-09-23,2025-09-23T20:00:00,2025-09-23T20:10:00,827.1781166666666,5588.828945258333
2025-09-23,2025-09-23T20:10:00,2025-09-23T20:20:00,809.3961591357682,5422.954266209647
2025-09-23,2025-09-23T20:20:00,2025-09-23T20:30:00,839.7083333333334,5663.412854166667
2025-09-23,2025-09-23T20:30:00,2025-09-23T20:40:00,784.8952833333333,5475.429496533333
2025-09-23,2025-09-23T20:40:00,2025-09-23T20:50:00,12.38046203907652,75.68176444487476
2025-09-23,2025-09-23T20:50:00,2025-09-23T21:00:00,96.58853083598638,450.68208488071247
2025-09-23,2025-09-23T21:00:00,2025-09-23T21:10:00,42.114606611216004,190.9476263752534
2025-09-23,2025-09-23T21:10:00,2025-09-23T21:20:00,19.836819480009126,92.94541767358277
2025-09-23,2025-09-23T21:20:00,2025-09-23T21:30:00,64.87944330715254,303.99263161566324
2025-09-23,2025-09-23T21:30:00,2025-09-23T21:40:00,37.76583273824065,186.3932674795867
2025-09-23,2025-09-23T21:40:00,2025-09-23T21:50:00,14.957079153982363,58.063381275759525
2025-09-23,2025-09-23T21:50:00,2025-09-23T22:00:00,11.489839299961773,24.18036680676955
2025-12-21,2025-12-21T07:50:00,2025-12-21T08:00:00,60.64643005615005,352.26478898114755
2025-12-21,2025-12-21T08:00:00,2025-12-21T08:10:00,6.744799986235989,39.39974911959753
2025-12-21,2025-12-21T20:20:00,2025-12-21T20:30:00,263.95595478173055,1780.2509370253817
2025-12-21,2025-12-21T20:30:00,2025-12-21T20:40:00,720.3711,5025.308793599999
