date,grid_plan_kwh,emergency_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,load_mae_kwh,pv_mae_kwh,emergency_intervals
2025-01-15,93095.66317284573,2303.2457243077524,59011.926074549636,14785.395967895342,73797.32204244497,24919.21055491243,20255.2529005192,664.6083094269204,664.6083094269204,0.0,6841.831117592594,6763.284060881329,26.3426092888129,10.847918402777774,10
2025-01-16,94460.25745079647,1118.5140193283578,60157.21188891289,6194.787977394595,66351.99986630748,25031.236219689763,20356.66399557125,1830.0477960063208,1830.0477960063208,0.0,6763.284060881329,6672.881107967392,22.122701678016753,17.07412638888889,9
2025-01-17,47435.227449808655,202.25329222496615,24971.95899202121,1044.2160851660785,26016.175077187287,20391.605431654178,16860.347323663074,1417.1091673758492,770.4096995267397,646.6994678491095,6672.881107967392,6291.606747941633,26.51632712797654,18.36617199074074,5
2025-01-18,47093.83573347915,272.15440164504395,24456.63610492596,1568.3700861039686,26025.00619102993,20875.063622978938,17074.78629560972,323.20379108831315,323.20379108831315,0.0,6291.606747941633,6107.179235722988,21.727369145796903,11.147679513888887,3
2025-01-19,92194.56159475379,2423.1489979346447,57981.09261384476,15701.101186977327,73682.19380082209,25127.24470519686,20298.71148191966,1106.0379027445665,1106.0379027445665,0.0,6107.179235722988,6167.575601600528,27.20137391423869,17.577225462962964,8
2025-01-20,94393.43979349989,593.7026366455697,60092.46803664558,3145.457092692696,63237.92512933828,25581.224293401385,20531.360434261063,1870.2020210051396,1870.2020210051396,0.0,6167.575601600528,6378.054760927258,22.65613464202791,15.012713773148155,9
2025-01-21,93512.86352555527,0.0,59460.74160887418,0.0,59460.74160887418,23693.815780212324,18907.634721252274,5250.777783261878,5222.934449928544,27.843333333333135,6378.054760927258,6694.00593950471,23.24413504221445,28.596117824074067,0
2025-01-22,89157.49394735988,4158.5460012674575,56486.87539827627,25705.010246144335,82191.8856444206,23069.142148625368,18839.69698186035,187.83041519565631,187.83041519565631,0.0,6694.00593950471,6523.237226756041,19.932571266259338,35.71314085648148,14
2025-01-23,93417.03369115863,1097.296795974204,59349.86948631524,6793.7037215050905,66143.57320782033,25042.077744115613,20268.757121832914,175.0842648501382,175.0842648501382,0.0,6523.237226756041,6540.265949979077,22.97228582605178,12.00954953703704,9
2025-01-24,47695.57638813431,98.13676121529643,24673.966224625237,479.28456113908555,25153.250785764325,21377.777005586842,17528.401553175132,4114.924546937896,2285.51893449173,1829.4056124461658,6540.265949979077,6304.263529257089,26.05231725571466,26.559593749999998,2
2025-01-25,44408.42909988217,79.90026643351509,23058.137395594673,481.233531963259,23539.37092755793,21579.03452550177,17410.93587387498,1880.6552480222267,644.3492995372426,1236.3059484849841,6304.263529257089,6379.910297903153,19.994208487929427,16.825945833333325,2
2025-01-26,87938.66444968508,4403.007309492326,55144.8169640958,28355.260765699208,83500.07772979501,22796.87463912135,18392.395295418122,238.20238214083963,238.20238214083963,0.0,6379.910297903153,6461.102700425566,23.802930698656535,28.932876157407414,14
2025-01-27,92500.98765889676,0.0,58338.106841676075,0.0,58338.106841676075,24051.535112587728,19586.639272263597,3841.1750352392983,3841.1750352392983,0.0,6461.102700425566,6344.551777017191,24.510633555413776,19.317234259259262,0
2025-01-28,88461.71396106506,3417.6784581901975,55350.23156042973,20504.3179788818,75854.54953931154,24376.82452316243,19795.1070733321,317.27560275826113,317.27560275826113,0.0,6344.551777017191,6289.130433049937,25.871073203052315,16.851348495370374,13
2025-01-29,91715.27528859771,29.31761889366919,57932.57916886955,170.29138934387748,58102.87055821343,22702.130847797926,17964.950850031946,5622.211859725404,5622.211859725404,0.0,6289.130433049937,6759.991696032577,23.75673119867869,31.41934571759259,1
2025-01-30,86385.23644186989,2499.545052671849,53868.90335751492,14393.064368039239,68261.96772555416,24058.631590660156,19460.795081445536,544.3622019937758,544.3622019937758,0.0,6759.991696032577,6789.654481576122,19.087496053153288,17.902530902777777,12
2025-01-31,41610.78383551799,1089.9008790669018,21382.067732716398,6867.185542042502,28249.2532747589,20488.45605488722,16657.289706711257,105.19531640893183,105.19531640893183,0.0,6789.654481576122,6721.165256851007,23.72389636065087,14.370599305555553,6
