date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-01-24,1,2025-01-24 00:00:00,2025-01-24 00:00:00,376.2127666666667,0.0,24.036999999999974,400.2497666666667,0.0,0,0.8,1200.0,1200.0,1233.5830999999998,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0
2025-01-24,2,2025-01-24 00:00:00,2025-01-24 00:00:00,399.6171,0.0,24.036999999999974,423.65409999999997,0.0,0,0.8,1200.0,1200.0,1256.9874333333332,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0
2025-01-24,3,2025-01-24 00:00:00,2025-01-24 00:00:00,468.99499999999995,0.0,24.036999999999974,493.0319999999999,0.0,0,0.8,1200.0,1200.0,1326.3653333333332,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0
2025-01-24,4,2025-01-24 00:00:00,2025-01-24 00:00:00,492.8495833333333,0.0,24.036999999999974,516.8865833333333,0.0,0,0.8,1200.0,1200.0,1350.2199166666664,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0
2025-01-24,5,2025-01-24 00:00:00,2025-01-24 00:00:00,457.38273333333336,0.0,24.036999999999974,481.41973333333334,0.0,0,0.8,1200.0,1200.0,1314.7530666666667,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0
2025-01-24,6,2025-01-24 00:00:00,2025-01-24 00:00:00,420.545,0.0,24.036999999999974,444.582,0.0,0,0.8,1200.0,1200.0,444.582,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-24,7,2025-01-24 00:00:00,2025-01-24 00:00:00,451.5339833333333,0.0,32.20604999999994,483.74003333333326,0.0,0,0.8,1200.0,1200.0,483.74003333333326,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-24,8,2025-01-24 00:00:00,2025-01-24 00:00:00,463.21575,0.0,32.20604999999994,495.42179999999996,0.0,0,0.8,1200.0,1200.0,495.42179999999996,0.0,0.0,9750.0,9750.0,0.0,0.0
2025-01-24,9,2025-01-24 00:00:00,2025-01-24 00:00:00,445.46000000000004,0.0,32.20604999999994,477.66605,0.0,0,0.8,1200.0,1200.0,810.9993833333333,333.3333333333333,0.0,9750.0,10050.0,0.0,1.0000000000000016
2025-01-24,10,2025-01-24 00:00:00,2025-01-24 00:00:00,470.9112666666667,0.0,32.20604999999994,503.1173166666666,0.0,0,0.8,1200.0,1200.0,503.1173166666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,11,2025-01-24 00:00:00,2025-01-24 00:00:00,480.5105833333334,0.0,32.20604999999994,512.7166333333333,0.0,0,0.8,1200.0,1200.0,512.7166333333333,0.0,0.0,10050.0,10050.0,0.0,-1.5265566588595958e-15
2025-01-24,12,2025-01-24 00:00:00,2025-01-24 00:00:00,467.70666666666665,0.0,32.20604999999994,499.9127166666666,0.0,0,0.8,1200.0,1200.0,499.9127166666666,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-01-24,13,2025-01-24 00:00:00,2025-01-24 00:00:00,486.57621666666665,0.0,21.906306666666648,508.4825233333333,0.0,0,0.8,1200.0,1200.0,508.4825233333333,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-01-24,14,2025-01-24 00:00:00,2025-01-24 00:00:00,490.0801166666667,0.0,21.906306666666648,511.98642333333333,0.0,0,0.8,1200.0,1200.0,511.98642333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,15,2025-01-24 00:00:00,2025-01-24 00:00:00,478.5116666666667,0.0,21.906306666666648,500.41797333333335,0.0,0,0.8,1200.0,1200.0,500.41797333333335,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,16,2025-01-24 00:00:00,2025-01-24 00:00:00,500.55743333333334,0.0,21.906306666666648,522.46374,0.0,0,0.8,1200.0,1200.0,522.46374,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,17,2025-01-24 00:00:00,2025-01-24 00:00:00,507.27771666666666,0.0,21.906306666666648,529.1840233333334,0.0,0,0.8,1200.0,1200.0,529.1840233333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,18,2025-01-24 00:00:00,2025-01-24 00:00:00,494.0933333333333,0.0,21.906306666666648,515.99964,0.0,0,0.8,1200.0,1200.0,515.99964,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,19,2025-01-24 00:00:00,2025-01-24 00:00:00,509.24713333333335,0.0,25.711279999999906,534.9584133333333,0.0,0,0.8,1200.0,1200.0,534.9584133333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,20,2025-01-24 00:00:00,2025-01-24 00:00:00,534.38945,0.0,25.711279999999906,560.1007299999999,0.0,0,0.8,1200.0,1200.0,560.1007299999999,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,21,2025-01-24 00:00:00,2025-01-24 00:00:00,543.3266666666667,0.0,25.711279999999906,569.0379466666666,0.0,0,0.8,1200.0,1200.0,569.0379466666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,22,2025-01-24 00:00:00,2025-01-24 00:00:00,530.68945,0.0,25.711279999999906,556.4007299999998,0.0,0,0.8,1200.0,1200.0,556.4007299999998,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,23,2025-01-24 00:00:00,2025-01-24 00:00:00,534.3720666666667,0.0,25.711279999999906,560.0833466666666,0.0,0,0.8,1200.0,1200.0,560.0833466666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-01-24,24,2025-01-24 00:00:00,2025-01-24 00:00:00,562.975,0.0,25.711279999999906,588.6862799999999,0.0,0,0.8,1200.0,1200.0,588.6862799999999,0.0,0.0,10050.0,10050.0,0.0,0.0
