date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-24,1,2454.856,2025-01-24T00:10:00,2025-01-24T00:00:00,00:10:00,25,B,0.0,00:10:00,25,B,0.3048,00:10:00,25,B,0.4248,409.1426666666667,0.0,2454.856,409.1426666666667,2025-01-24T00:10:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T00:10:00,2025-01-24T00:10:00,0.4248,376.2127666666667,0.0,24.036999999999974,400.2497666666667,0.0,0,0.8,1200.0,1200.0,1233.5830999999998,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0,824.4404333333332,0.0,0.0,0.0,0.0,0.0,6000.0,6741.99639,524.02610088,0.0,524.02610088
2025-01-24,2,2503.1642,2025-01-24T00:20:00,2025-01-24T00:10:00,00:20:00,25,C,0.0,00:20:00,25,C,0.3072,00:20:00,25,C,0.4245,417.1940333333334,0.0,2503.1642,417.1940333333334,2025-01-24T00:20:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T00:20:00,2025-01-24T00:20:00,0.4245,399.6171,0.0,24.036999999999974,423.65409999999997,0.0,0,0.8,1200.0,1200.0,1256.9874333333332,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0,833.3333333333334,0.0,0.0,6.460066666666421,6.460066666666421,0.0,6741.99639,7491.99639,533.59116545,0.0,533.59116545
2025-01-24,3,2653.22,2025-01-24T00:30:00,2025-01-24T00:20:00,00:30:00,25,D,0.0,00:30:00,25,D,0.3419,00:30:00,25,D,0.4269,442.2033333333333,0.0,2653.22,442.2033333333333,2025-01-24T00:30:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T00:30:00,2025-01-24T00:30:00,0.4269,468.99499999999995,0.0,24.036999999999974,493.0319999999999,0.0,0,0.8,1200.0,1200.0,1326.3653333333332,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0,833.3333333333334,0.0,0.0,50.828666666666436,50.828666666666436,0.0,7491.99639,8241.99639,566.2253608,0.0,566.2253608
2025-01-24,4,2860.271,2025-01-24T00:40:00,2025-01-24T00:30:00,00:40:00,25,E,0.0,00:40:00,25,E,0.3798,00:40:00,25,E,0.4272,476.71183333333335,0.0,2860.271,476.71183333333335,2025-01-24T00:40:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T00:40:00,2025-01-24T00:40:00,0.4272,492.8495833333333,0.0,24.036999999999974,516.8865833333333,0.0,0,0.8,1200.0,1200.0,1350.2199166666664,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0,833.3333333333334,0.0,0.0,40.17474999999979,40.17474999999979,0.0,8241.99639,8991.99639,576.8139484,0.0,576.8139484
2025-01-24,5,2880.7933,2025-01-24T00:50:00,2025-01-24T00:40:00,00:50:00,25,F,0.0,00:50:00,25,F,0.3823,00:50:00,25,F,0.4271,480.13221666666664,0.0,2880.7933,480.13221666666664,2025-01-24T00:50:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T00:50:00,2025-01-24T00:50:00,0.4271,457.38273333333336,0.0,24.036999999999974,481.41973333333334,0.0,0,0.8,1200.0,1200.0,1314.7530666666667,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0,833.3333333333334,0.0,0.0,1.2875166666666473,1.2875166666666473,0.0,8991.99639,9741.99639,561.5310347733333,0.0,561.5310347733333
2025-01-24,6,2778.73,2025-01-24T01:00:00,2025-01-24T00:50:00,01:00:00,25,G,0.0,01:00:00,25,G,0.3679,01:00:00,25,G,0.4285,463.12166666666667,0.0,2778.73,463.12166666666667,2025-01-24T01:00:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T01:00:00,2025-01-24T01:00:00,0.4285,420.545,0.0,24.036999999999974,444.582,0.0,0,0.8,1200.0,1200.0,444.582,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,18.539666666666676,0.0,0.0,0.0,0.0,9741.99639,9721.396760370371,190.503387,0.0,190.503387
2025-01-24,7,2843.3884,2025-01-24T01:10:00,2025-01-24T01:00:00,01:10:00,25,H,0.0,01:10:00,25,H,0.3868,01:10:00,25,H,0.4311,473.89806666666664,0.0,2843.3884,473.89806666666664,2025-01-24T01:10:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T01:10:00,2025-01-24T01:10:00,0.4311,451.5339833333333,0.0,32.20604999999994,483.74003333333326,0.0,0,0.8,1200.0,1200.0,483.74003333333326,0.0,0.0,9750.0,9750.0,0.0,0.0,9.841966666666622,0.0,0.0,0.0,0.0,0.0,9721.396760370371,9730.254530370372,208.54032836999997,0.0,208.54032836999997
2025-01-24,8,2844.8353,2025-01-24T01:20:00,2025-01-24T01:10:00,01:20:00,25,I,0.0,01:20:00,25,I,0.3812,01:20:00,25,I,0.4302,474.1392166666667,0.0,2844.8353,474.1392166666667,2025-01-24T01:20:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T01:20:00,2025-01-24T01:20:00,0.4302,463.21575,0.0,32.20604999999994,495.42179999999996,0.0,0,0.8,1200.0,1200.0,495.42179999999996,0.0,0.0,9750.0,9750.0,0.0,0.0,21.282583333333264,0.0,0.0,0.0,0.0,0.0,9730.254530370372,9749.408855370371,213.13045836,0.0,213.13045836
2025-01-24,9,2777.55,2025-01-24T01:30:00,2025-01-24T01:20:00,01:30:00,25,J,0.0,01:30:00,25,J,0.3569,01:30:00,25,J,0.4279,462.925,0.0,2777.55,462.925,2025-01-24T01:30:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T01:30:00,2025-01-24T01:30:00,0.4279,445.46000000000004,0.0,32.20604999999994,477.66605,0.0,0,0.8,1200.0,1200.0,810.9993833333333,333.3333333333333,0.0,9750.0,10050.0,0.0,1.0000000000000016,348.0743833333333,0.0,0.0,0.0,0.0,0.0,9749.408855370371,10062.67580037037,347.02663612833334,0.0,347.02663612833334
2025-01-24,10,2879.605,2025-01-24T01:40:00,2025-01-24T01:30:00,01:40:00,25,K,0.0,01:40:00,25,K,0.3801,01:40:00,25,K,0.4312,479.93416666666667,0.0,2879.605,479.93416666666667,2025-01-24T01:40:00,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24T01:40:00,2025-01-24T01:40:00,0.4312,470.9112666666667,0.0,32.20604999999994,503.1173166666666,0.0,0,0.8,1200.0,1200.0,503.1173166666666,0.0,0.0,10050.0,10050.0,0.0,0.0,23.183149999999955,0.0,0.0,0.0,0.0,0.0,10062.67580037037,10083.540635370371,216.94418694666666,0.0,216.94418694666666
