date,grid_original_kwh,grid_effective_kwh,emergency_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,39540.56744875104,38929.169056687715,0.0,21886.89405634307,0.052719419600706925,-131.8101013039079,21755.136674458765,0.0,21755.136674458765,13260.77274555591,15015.897318248153,6306.117696046627,2985.5720418148276,3320.5456542317997,7268.4231640740745,2518.788281465334
2025-02-02,90474.96449755807,89650.23313311851,0.0,57714.72233285776,4.15666869290078e-05,-225.37547187688227,57489.346902547564,0.0,57489.346902547564,21589.398790291074,17224.155084844377,6928.711477671812,6869.537411005144,59.17406666666682,2518.788281465334,2811.297098455774
2025-02-03,92005.70614302497,91191.52501428303,0.0,59083.626272754314,0.2458698605128239,-216.73785121696955,58867.13429139786,0.0,58867.13429139786,20658.913359949758,17049.50958427962,7365.204738612894,7365.204738612894,0.0,2811.297098455774,2460.4195843220923
2025-02-04,95506.67578332292,94668.92331082404,0.0,61831.97318301809,2.886064483993065,-204.53337913506257,61630.325868367014,0.0,61630.325868367014,21375.786289317144,17191.40518186996,9289.678253376867,9289.326470043534,0.3517833333332874,2460.4195843220923,2597.0659315186795
2025-02-05,88999.09333838486,88999.09333838486,0.0,56995.6991427635,0.0,0.0,56995.6991427635,0.0,56995.6991427635,22045.65494997584,18219.535159807583,4424.546564883276,4424.546564883276,0.0,2597.0659315186795,2194.2274311551764
2025-02-06,95668.28359288909,94753.4583447589,0.0,61846.38570129759,0.8682949024160763,-213.18506590826235,61634.068930291745,0.0,61634.068930291745,21076.75669888988,16799.566971053126,10205.211400255475,10203.81058358881,1.400816666666742,2194.2274311551764,2497.122936763704
2025-02-07,45188.683461680455,43297.02071816529,0.0,24209.830377421255,0.00011274301233945891,-428.5983553581961,23781.23213480607,0.0,23781.23213480607,17682.02885936138,15054.243414361317,8863.555606498561,3301.9888332593164,5561.566773239245,2497.122936763704,1684.0117831208147
2025-02-08,35682.53478270217,36126.07416540498,104.56110316543885,18487.63793974074,759.384977728216,-0.018256242173803134,19247.004661226783,639.1820236503277,19886.18668487711,18794.09105994988,15404.76970470332,1264.1511966571916,7.141026585497116,1257.0101700716943,1684.0117831208147,1482.2829540720159
2025-02-09,87921.06547578513,86571.05779890323,0.0,55641.781994185665,0.7295011577140594,-369.59196039810223,55272.91953494528,0.0,55272.91953494528,22193.869387036695,17884.700148526303,2706.472593726173,2706.472593726173,0.0,1482.2829540720159,1584.8763484869269
2025-02-10,84907.2438082695,83594.8464990962,0.0,53663.81729174892,1.6215715542076534,-318.33417872214767,53347.10468458098,0.0,53347.10468458098,21223.059194241414,17130.864216671165,5176.013938192615,4982.809271525948,193.2046666666667,1584.8763484869269,1651.3360492251245
2025-02-11,84507.81481203352,84831.06207599475,448.57778333952353,53652.09128871521,360.2661749894759,-28.56119322477104,53983.796270479914,2182.27271917691,56166.06898965682,23107.2579167257,18831.4658715541,5783.250680829334,5783.250680829334,0.0,1651.3360492251245,1524.017205884815
2025-02-12,85285.60350639104,84371.15745191781,0.0,53944.7800703487,1.2117318561091521,-211.54842966039985,53734.44337254441,0.0,53734.44337254441,22059.56408207173,17881.634982769836,4926.492219282577,4763.107935949243,163.38428333333314,1524.017205884815,1509.1415655606613
2025-02-13,80323.6850787052,79678.54708264132,0.0,50111.42654764658,200.47285759662074,-219.41211693059424,50092.48728831261,0.0,50092.48728831261,21101.75306461964,16975.823910910458,4223.138912265467,3971.7655955988002,251.37331666666705,1509.1415655606613,1638.6927560400575
2025-02-14,36222.20950747594,36148.992247322974,23.305304544216572,18826.27159786054,221.4684154986475,-51.371318844327696,18996.36869451486,49.82674111553503,19046.195435630394,18253.249826202733,15179.955839660268,3297.2017486580557,96.88507833929816,3200.3166703187576,1638.6927560400575,1200.0
2025-02-15,37497.051387043015,37492.716177737406,119.88909388280332,19766.963882589058,3.3458056051317486,-3.0900858338226205,19767.219602360365,408.4485469513704,20175.668149311736,18360.056721869343,14871.645944714173,4844.103394465037,1208.3171689778078,3635.7862254872293,1200.0,1200.0
2025-02-16,86363.90683312425,86363.90683312425,0.0,54256.7413986516,0.0,0.0,54256.7413986516,0.0,54256.7413986516,22886.193654011593,18002.190687615515,6102.524766728173,6071.985600061506,30.539166666666404,1200.0,1795.1401912598635
2025-02-17,85358.58795234213,83245.23292914068,0.0,53369.033428076866,0.026458939528614323,-493.5099203790889,52875.54996663731,0.0,52875.54996663731,19393.33881183959,15869.321238597386,8537.352189231813,7742.870989231813,794.4812000000004,1795.1401912598635,1616.5659679183973
2025-02-18,76500.22882407364,76520.84688173278,0.0,47812.662744971705,147.11553116176518,-26.798557926833542,47932.97971820663,0.0,47932.97971820663,21690.149919933854,17356.898039967902,96.20721843349376,96.20721843349376,0.0,1616.5659679183973,1852.2586292278581
2025-02-19,76483.32693514954,77007.6174199935,0.0,47975.309957272526,549.8134058160914,-0.23220511824184142,48524.89115797038,0.0,48524.89115797038,22329.911606343663,18627.04315009305,425.4215804095504,425.4215804095504,0.0,1852.2586292278581,1252.4644637226575
2025-02-20,80266.62488927678,80367.66499379945,11.707996733103073,49720.725085015736,168.8721735242388,-0.0004817757940968079,49889.59677676418,54.8402566978548,49944.43703346203,21538.274155269974,17188.74227902052,5036.70738094977,4583.681479475769,453.0259014740009,1252.4644637226575,1538.3086712206134
2025-02-21,33964.21625187356,34259.56328561166,0.0,17650.18736834362,332.7924918184725,-2.2978550500282325e-05,17982.979837183542,0.0,17982.979837183542,17547.221591846148,14447.734383778343,5599.8140442105205,0.0,5599.8140442105205,1538.3086712206134,1277.7698996839845
2025-02-22,35224.73942183055,35300.84826795784,35.10069830865145,18575.55207071853,88.70942985832004,-0.00575052964678029,18664.255750047203,192.28162533479264,18856.537375381995,17660.158297264068,13964.73667713875,3795.7644628078397,672.5593128078384,3123.2051500000016,1277.7698996839845,1655.5382815119244
2025-02-23,79327.73355190441,79879.39002121896,23.988132387958373,49348.86943514806,530.3630609836231,-0.0014143806083783933,49879.23108175107,114.9314390029739,49994.16252075405,22819.2362293614,18465.28622545289,4017.574466365085,4017.574466365085,0.0,1655.5382815119244,1675.8661929895272
2025-02-24,75503.36463925823,75409.33733583358,0.0,47471.14863409145,0.5019581879439582,-22.039194564948446,47449.61139771444,0.0,47449.61139771444,20489.7168655114,16572.496389571028,3289.083243226536,2855.2236243722873,433.85961885424877,1675.8661929895272,1702.7264946486512
2025-02-25,78669.65232721095,76571.80667303922,0.0,49096.87106741582,0.2951462866150837,-478.51701471594856,48618.64919898649,0.0,48618.64919898649,18919.725392258184,15449.518323395236,7280.2763708429375,5410.990387509604,1869.2859833333337,1702.7264946486512,1564.3478772418623
2025-02-26,72335.28579917744,73268.15327910357,0.0,44691.723558907455,1568.4960101153974,-0.023531788700559757,46260.19603723416,0.0,46260.19603723416,21577.63850201213,17124.656236416904,0.3229801750127308,0.3229801750127308,0.0,1564.3478772418623,1956.8267108117718
2025-02-27,72577.81025409872,72577.81025409872,0.0,45171.097359332,0.0,0.0,45171.097359332,0.0,45171.097359332,21932.64857006963,17973.861852313265,1662.439336342358,1367.174582449597,295.26475389276106,1956.8267108117718,1725.2528101930338
2025-02-28,32847.44592557092,32993.72696189557,71.57477976944595,17190.25329379893,151.52631226650692,-0.0012380863401103446,17341.778367979095,417.2486699408268,17759.027037919925,16700.101738386944,13607.917674870898,6680.52412814897,177.33377814896687,6503.190350000003,1725.2528101930338,1635.4358471069595
2025-03-01,38075.874951933445,37525.43138653989,0.0,19735.58733088102,0.07470765278682379,-115.05903114768412,19620.603007386122,0.0,19620.603007386122,16322.44822884803,13173.873410538692,10718.090634897211,895.5727418930984,9822.517893004113,1635.4358471069595,1688.002130249417
2025-03-02,82119.1834532759,81864.16785364016,0.0,51303.08755024382,2.7383293034066374,-75.59096269584809,51230.23491685138,0.0,51230.23491685138,22737.01153020339,18364.524977567817,5133.374234337925,5133.374234337925,0.0,1688.002130249417,1746.284754579339
2025-03-03,84044.43566994913,82327.2870250321,22.28045463931926,52748.32019384129,294.0377161315346,-440.34766374578487,52602.010246227044,109.15713082874112,52711.16737705578,20689.537156798775,17025.525967245558,6668.409656784866,6186.637319532626,481.7723372522398,1746.284754579339,1449.6171209809481
2025-03-04,75278.11683619505,74675.58120698023,0.0,46909.190810067616,0.010906986395046375,-168.617768256765,46740.58394879725,0.0,46740.58394879725,21393.532332194536,17020.08864098634,1102.679582438701,852.8556125962431,249.82396984245773,1449.6171209809481,1792.5866188600987
