date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,7248.752847160697,218.76726864420982,240
2025-03-20,240,3477.584070269645,5827.466954016822,480
2025-03-20,480,5829.448193562646,2662.756866753639,720
2025-03-20,720,5151.691045120479,301.92806124205424,960
2025-03-20,960,0.0,7810.3874589505285,1200
2025-03-20,1200,211.5680278955117,939.5267308114251,1440
2025-06-21,0,244.8207111911022,2067.2005366735816,240
2025-06-21,240,1166.6326992721602,1487.47465980312,480
2025-06-21,480,10322.212416666667,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,59.311454244728566,5996.677637690128,1200
2025-06-21,1200,3785.1526372419385,2549.5697477687463,1440
2025-09-23,0,8200.267604294417,91.63688243351817,240
2025-09-23,240,18.276713746563473,7264.686359098361,480
2025-09-23,480,3761.895148540446,1379.8602356930937,720
2025-09-23,720,5552.4268045119625,589.0532329161317,960
2025-09-23,960,18.730833567782042,6967.3305575795575,1200
2025-09-23,1200,2641.964760198693,106.38592647923956,1440
2025-12-21,0,9615.875570085998,134.93961138877125,240
2025-12-21,240,744.9676956435292,1141.243823406754,480
2025-12-21,480,5150.1374135908445,7488.479991557357,720
2025-12-21,720,8245.715626478617,2645.2002533207133,960
2025-12-21,960,34.69582285070487,6416.057699903193,1200
2025-12-21,1200,1635.97722321227,2449.029759042368,1440
