date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,4991.470830675199,331.3500334029304,240
2025-03-20,240,970.4231320603789,5974.674227232641,480
2025-03-20,480,3043.5456214915944,2449.9586439971786,720
2025-03-20,720,3896.883999615311,883.331173183301,960
2025-03-20,960,55.233009902794606,4783.155557934558,1200
2025-03-20,1200,5059.609608418024,100.07566687835488,1440
2025-06-21,0,259.79076417704346,843.0553705256391,240
2025-06-21,240,426.7191120975875,4410.491723519911,480
2025-06-21,480,10201.604748360543,0.0,720
2025-06-21,720,0.0,2.1514759663917857,960
2025-06-21,960,110.4054358532864,5743.356261790307,1200
2025-06-21,1200,6773.736188528576,2545.130302464578,1440
2025-09-23,0,4525.21246291488,200.49179013872242,240
2025-09-23,240,1032.593698869789,6606.88207290912,480
2025-09-23,480,5156.259781464759,1896.6157166666667,720
2025-09-23,720,5870.882838235839,502.58326070831004,960
2025-09-23,960,20.505004974687495,6327.740466500624,1200
2025-09-23,1200,5534.549126381372,2295.0938824486366,1440
2025-12-21,0,7307.39520973793,132.05962265149276,240
2025-12-21,240,2350.118859023154,1580.707082985345,480
2025-12-21,480,5242.860950863743,7619.1249591258875,720
2025-12-21,720,6927.991061978846,2645.114559899583,960
2025-12-21,960,35.27711068165354,6071.901304379673,1200
2025-12-21,1200,2531.469573732464,1366.6980561640053,1440
