date,grid_plan_kwh,planned_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,selected_profile,selected_terminal
2025-02-01,40087.85942701238,21987.43669602368,0.0,0.0,21987.43669602368,13481.235010377302,14353.222884792081,6581.671368093827,2810.336868093827,3771.3345,7268.4231640740745,3453.509245866887,X_day60_morning85,1200.0
2025-02-02,90459.17862910277,58046.468458649266,0.0,0.0,58046.468458649266,20964.901811083382,17006.102314700118,8144.101182719494,8084.927116052828,59.174066666666704,3453.509245866887,3426.25163728625,X_day60_morning85,1200.0
2025-02-03,88300.50712228098,56514.32006465447,0.0,0.0,56514.32006465447,21495.863218560804,17866.36393177634,4454.091335496514,4454.091335496514,0.0,3426.25163728625,2921.013054239483,X_day60_morning85,1200.0
2025-02-04,89715.90137391642,57342.902933324265,0.0,0.0,57342.902933324265,23053.94600916945,18672.002438789652,4139.093853536625,4139.093853536625,0.0,2921.013054239483,2922.8950860590444,X_day60_morning85,1200.0
2025-02-05,88044.00076338464,56098.65119756396,0.0,0.0,56098.65119756396,22638.387265485104,18575.979611177074,3233.166125743275,3233.166125743275,0.0,2922.8950860590444,2657.466279243334,X_day60_morning85,1200.0
2025-02-06,89401.39667741643,57253.892480238035,6.410854759157814,37.44900807562037,57291.34148831366,21950.93833940981,17649.79574714331,4835.607723242418,4834.206906575751,1.400816666666742,2657.466279243334,2802.4266212196044,X_day60_morning85,1200.0
2025-02-07,42552.4558837338,22598.984254131785,0.0,0.0,22598.984254131785,18477.964960882924,15357.773232526164,7626.5844887103685,2826.365893699289,4800.21859501108,2802.4266212196044,2368.4026054296055,X_day60_morning85,1200.0
2025-02-08,37865.48068816899,20078.23579763769,0.0,0.0,20078.23579763769,18389.946718798245,15030.862157199532,2929.233409903612,340.9412092588407,2588.2922006447716,2368.4026054296055,2218.3966999040995,X_day60_morning85,1200.0
2025-02-09,83865.59829016267,52859.33848326544,733.9863182819606,5111.76541274435,57971.10389600979,22855.534881548734,18942.5503220358,1131.1840822650283,1131.1840822650283,0.0,2218.3966999040995,1741.0999577026198,X_day60_morning85,1200.0
2025-02-10,85904.56493435155,54343.79235680007,0.0,0.0,54343.79235680007,20769.771793471376,16497.391177702702,7305.546735249543,6805.883701916209,499.6630333333336,1741.0999577026198,2103.459929934971,X_day60_morning85,1200.0
2025-02-11,83511.83349479243,52620.046108933355,0.0,0.0,52620.046108933355,22185.150657685754,18046.319895690114,4152.405599463457,3908.947899463457,243.4577000000004,2103.459929934971,2018.6289710853575,X_day60_morning85,1200.0
2025-02-12,83229.76605851922,52476.3679320777,0.0,0.0,52476.3679320777,22221.62251874687,17910.7273861505,3652.134792589512,3488.7505092561787,163.38428333333331,2018.6289710853575,2117.2810311236526,X_day60_morning85,1200.0
2025-02-13,82385.00171541945,51927.59183626587,0.0,0.0,51927.59183626587,19680.87698758699,15906.805747541712,7281.451458707499,6722.843023936381,558.6084347711192,2117.2810311236526,2155.8417115722687,X_day60_morning85,1200.0
2025-02-14,36027.50006483296,19273.72642224945,0.0,0.0,19273.72642224945,18016.735071678388,14822.011603712483,3030.9747802003876,467.0853780276824,2563.889402172705,2155.8417115722687,1902.001494180057,X_day60_morning85,1200.0
2025-02-15,35863.097303423536,19073.213954556668,0.0,0.0,19073.213954556668,17851.709549280415,14686.766295406092,3418.062949549216,169.18474499319956,3248.878204556016,1902.001494180057,1649.9108714145536,X_day60_morning85,1200.0
2025-02-16,80521.58523903959,50229.66712697627,414.5631064433473,2517.423809039504,52747.09093601577,23292.741903957696,18781.18569872086,1047.2130402461025,1047.2130402461025,0.0,1649.9108714145536,1745.3944752866394,X_day60_morning85,1200.0
