date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,1844.6507892839527,709.5149938059398,240
2025-03-20,240,2602.487270705737,5995.242887969098,480
2025-03-20,480,3043.545621491594,2452.7989040679345,720
2025-03-20,720,6398.128447689021,254.72278333333327,960
2025-03-20,960,287.41534203885135,5331.525766279863,1200
2025-03-20,1200,6967.301681825173,2339.274126480482,1440
2025-06-21,0,959.6566900926289,6721.113625998768,240
2025-06-21,240,2807.4660293240067,1779.0159797842236,480
2025-06-21,480,10022.889597248875,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,61.21653811375165,5730.396121330862,1200
2025-06-21,1200,7778.87130401594,2557.5642362396675,1440
2025-09-23,0,3321.6147894554238,214.48748692003937,240
2025-09-23,240,2619.5406362329873,6611.062360527986,480
2025-09-23,480,5033.096461626143,1896.6157166666667,720
2025-09-23,720,5270.709247773659,609.1821570131943,960
2025-09-23,960,19.898938308020888,6527.749928757595,1200
2025-09-23,1200,5060.170374249083,1445.4935926616874,1440
2025-12-21,0,6644.38429326965,130.64985956100054,240
2025-12-21,240,903.1746509517309,1564.9048006042335,480
2025-12-21,480,5265.982676929562,7606.8300431222615,720
2025-12-21,720,7401.3718181408085,2309.109617531236,960
2025-12-21,960,553.5344043407051,5501.264842722617,1200
2025-12-21,1200,4518.099443790915,3080.3098991104503,1440
