date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,2872.2906578231527,385.72771590057334,240
2025-03-20,240,889.1573991346271,6357.276291418709,480
2025-03-20,480,5447.6985351676285,2028.2339246225558,720
2025-03-20,720,5533.4407035155,254.72278333333327,960
2025-03-20,960,71.92602656946144,5691.364795985885,1200
2025-03-20,1200,7208.255359524101,3038.6135762589347,1440
2025-06-21,0,259.79076417704346,2189.352081824102,240
2025-06-21,240,459.1803656564045,4485.114504349523,480
2025-06-21,480,10064.482676052769,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,94.9118439982717,5775.7612749374675,1200
2025-06-21,1200,8536.10897554803,2545.1303024645777,1440
2025-09-23,0,4525.21246291488,200.49179013872242,240
2025-09-23,240,1063.9034100782692,6590.719459117601,480
2025-09-23,480,5599.96995230348,1896.6157166666667,720
2025-09-23,720,5328.904332408114,443.5774781264927,960
2025-09-23,960,22.03145358579866,6162.277865111735,1200
2025-09-23,1200,5534.549126381372,2482.7248183236375,1440
2025-12-21,0,5182.573919033309,135.70893329029684,240
2025-12-21,240,1386.2623724508417,1544.7270758838886,480
2025-12-21,480,5698.3351932714995,7351.757881545873,720
2025-12-21,720,6873.637681831168,2754.9829505817506,960
2025-12-21,960,35.27711068165354,5567.4590401130345,1200
2025-12-21,1200,5453.196725322973,2323.071698345791,1440
