date,slot_id,interval_end,interval_start,load_actual_kwh,pv_actual_kwh,available_time,issue_time,forecast_history_end,dispatch_time,decision_input_cutoff,price_yuan_per_kwh,load_forecast_kwh,pv_forecast_kwh,plan_load_kwh,plan_pv_kwh,risk_delta_kwh,reserve_internal_kwh,risk_history_start,risk_history_end,risk_sample_count,risk_history_days,risk_cold_start,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-01-15,1,2025-01-15T00:10:00,2025-01-15T00:00:00,603.4397666666667,0.0,2025-01-15T00:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:10:00,2025-01-15T00:10:00,0.4248,630.0752870030816,0.0,630.0752870030816,0.0,0.0,9600.0,,,0,0,False,1463.408620336415,833.3333333333333,0.0,6000.0,6750.0,0.0,1.0,833.3333333333334,0.0,0.0,26.635520336414857,26.635520336414857,0.0,6000.0,6750.0,621.6559819189091,0.0,621.6559819189091
2025-01-15,2,2025-01-15T00:20:00,2025-01-15T00:10:00,618.0562833333333,0.0,2025-01-15T00:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:20:00,2025-01-15T00:20:00,0.4245,647.1065007593129,0.040865291902777656,647.1065007593129,0.040865291902777656,0.0,9600.0,,,0,0,False,1480.3989688007432,833.3333333333333,0.0,6750.0,7500.0,0.0,1.0,833.3333333333334,0.0,0.0,29.009352134076494,29.009352134076494,0.0,6750.0,7500.0,628.4293622559155,0.0,628.4293622559155
2025-01-15,3,2025-01-15T00:30:00,2025-01-15T00:20:00,639.72,0.0,2025-01-15T00:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:30:00,2025-01-15T00:30:00,0.4269,622.8566449032713,0.41045542219734843,622.8566449032713,0.41045542219734843,0.0,9600.0,,,0,0,False,1455.7795228144073,833.3333333333333,0.0,7500.0,8250.0,0.0,1.0,816.0595228144073,0.0,0.0,0.0,0.0,0.0,7500.0,8234.453570532967,621.4722782894705,0.0,621.4722782894705
2025-01-15,4,2025-01-15T00:40:00,2025-01-15T00:30:00,616.2570833333333,0.0,2025-01-15T00:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:40:00,2025-01-15T00:40:00,0.4272,569.7139183371559,0.984059359146559,569.7139183371559,0.984059359146559,0.0,9600.0,,,0,0,False,1402.0631923113424,833.3333333333333,0.0,8250.0,9000.0,0.0,1.0,785.8061089780091,0.0,0.0,0.0,0.0,0.0,8234.453570532967,8941.679068613175,598.9613957554055,0.0,598.9613957554055
2025-01-15,5,2025-01-15T00:50:00,2025-01-15T00:40:00,602.7091833333333,0.0,2025-01-15T00:50:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T00:50:00,2025-01-15T00:50:00,0.4271,570.8342660767677,1.7290185455478815,570.8342660767677,1.7290185455478815,0.0,9600.0,,,0,0,False,1402.438580864553,833.3333333333333,0.0,9000.0,9750.0,0.0,1.0,799.7293975312197,0.0,0.0,0.0,0.0,0.0,8941.679068613175,9661.435526391273,598.9815178872506,0.0,598.9815178872506
2025-01-15,6,2025-01-15T01:00:00,2025-01-15T00:50:00,621.71,0.0,2025-01-15T01:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:00:00,2025-01-15T01:00:00,0.4285,618.2787886482676,2.604893897504132,618.2787886482676,2.604893897504132,0.0,9600.0,,,0,0,False,615.6738947507635,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,0.0,6.036105249236584,0.0,0.0,0.0,9661.435526391273,9661.435526391273,263.81626390070215,12.932355496489382,276.74861939719153
2025-01-15,7,2025-01-15T01:10:00,2025-01-15T01:00:00,641.1512666666666,0.0,2025-01-15T01:10:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:10:00,2025-01-15T01:10:00,0.4311,622.4263619024687,3.564662058493034,622.4263619024687,3.564662058493034,0.0,9600.0,,,0,0,False,618.8616998439757,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,0.0,22.289566822690972,0.0,0.0,0.0,9661.435526391273,9661.435526391273,266.7912788027379,48.04516128631039,314.8364400890483
2025-01-15,8,2025-01-15T01:20:00,2025-01-15T01:10:00,649.754,0.0,2025-01-15T01:20:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:20:00,2025-01-15T01:20:00,0.4302,601.1626183292444,4.556129421635546,601.1626183292444,4.556129421635546,0.0,9600.0,,,0,0,False,596.6064889076089,0.0,0.0,9750.0,9750.0,0.0,0.0,0.0,0.0,53.14751109239114,0.0,0.0,0.0,9661.435526391273,9661.435526391273,256.66011152805333,114.32029635973336,370.98040788778667
2025-01-15,9,2025-01-15T01:30:00,2025-01-15T01:20:00,645.8683333333333,0.0,2025-01-15T01:30:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:30:00,2025-01-15T01:30:00,0.4279,604.0383747809832,5.523534239114844,604.0383747809832,5.523534239114844,0.0,9600.0,,,0,0,False,931.8481738752016,333.3333333333333,0.0,9750.0,10050.0,0.0,0.9999999999999992,285.97984054186827,0.0,0.0,0.0,0.0,0.0,9661.435526391273,9918.817382878955,398.73783360119876,0.0,398.73783360119876
2025-01-15,10,2025-01-15T01:40:00,2025-01-15T01:30:00,635.8463333333333,0.0,2025-01-15T01:40:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15T01:40:00,2025-01-15T01:40:00,0.4312,652.9862389252431,6.409303034574347,652.9862389252431,6.409303034574347,0.0,9600.0,,,0,0,False,646.5769358906688,0.0,0.0,10050.0,10050.0,0.0,0.0,10.730602557335487,0.0,0.0,0.0,0.0,0.0,9918.817382878955,9928.474925180557,278.8039747560564,0.0,278.8039747560564
