date,interval_start,interval_end,emergency_kwh
2025-03-20,2025-03-20 09:20:00,2025-03-20 09:30:00,44.38733248813371
2025-03-20,2025-03-20 09:30:00,2025-03-20 09:40:00,36.094749999999976
2025-03-20,2025-03-20 09:40:00,2025-03-20 09:50:00,41.25734999999986
2025-03-20,2025-03-20 09:50:00,2025-03-20 10:00:00,45.20708333333346
2025-03-20,2025-03-20 20:30:00,2025-03-20 20:40:00,672.038415118241
2025-03-20,2025-03-20 21:20:00,2025-03-20 21:30:00,0.9865881908805711
2025-03-20,2025-03-20 21:30:00,2025-03-20 21:40:00,21.010334313260273
2025-03-20,2025-03-20 21:40:00,2025-03-20 21:50:00,10.675719427702461
2025-03-20,2025-03-20 23:40:00,2025-03-20 23:50:00,2.562132266255624
2025-03-20,2025-03-20 23:50:00,2025-03-21 00:00:00,7.910557248646057
2025-06-21,2025-06-21 06:10:00,2025-06-21 06:20:00,9.738723760435278
2025-06-21,2025-06-21 06:20:00,2025-06-21 06:30:00,166.35125000000005
2025-06-21,2025-06-21 06:30:00,2025-06-21 06:40:00,97.38518333333332
2025-06-21,2025-06-21 06:40:00,2025-06-21 06:50:00,86.21210000000002
2025-06-21,2025-06-21 06:50:00,2025-06-21 07:00:00,100.8366666666667
2025-06-21,2025-06-21 07:00:00,2025-06-21 07:10:00,63.282299999999964
2025-06-21,2025-06-21 07:10:00,2025-06-21 07:20:00,21.927683333333334
2025-09-23,2025-09-23 08:30:00,2025-09-23 08:40:00,23.496769122479094
2025-09-23,2025-09-23 08:40:00,2025-09-23 08:50:00,177.01698333333354
2025-09-23,2025-09-23 08:50:00,2025-09-23 09:00:00,103.28666666666652
2025-09-23,2025-09-23 09:00:00,2025-09-23 09:10:00,88.53053333333332
2025-09-23,2025-09-23 09:10:00,2025-09-23 09:20:00,75.39373333333333
2025-09-23,2025-09-23 09:20:00,2025-09-23 09:30:00,46.359583333333376
2025-09-23,2025-09-23 09:30:00,2025-09-23 09:40:00,34.08066666666673
2025-09-23,2025-09-23 09:40:00,2025-09-23 09:50:00,13.978433333333214
2025-09-23,2025-09-23 19:50:00,2025-09-23 20:00:00,176.30267158730044
2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,827.1781166666666
2025-09-23,2025-09-23 20:10:00,2025-09-23 20:20:00,809.3961591357682
2025-09-23,2025-09-23 20:20:00,2025-09-23 20:30:00,839.7083333333334
2025-09-23,2025-09-23 20:30:00,2025-09-23 20:40:00,784.8952833333333
2025-09-23,2025-09-23 20:40:00,2025-09-23 20:50:00,12.38046203907652
2025-09-23,2025-09-23 20:50:00,2025-09-23 21:00:00,96.58853083598638
2025-09-23,2025-09-23 21:00:00,2025-09-23 21:10:00,42.114606611216004
2025-09-23,2025-09-23 21:10:00,2025-09-23 21:20:00,19.836819480009126
2025-09-23,2025-09-23 21:20:00,2025-09-23 21:30:00,64.87944330715254
2025-09-23,2025-09-23 21:30:00,2025-09-23 21:40:00,37.76583273824065
2025-09-23,2025-09-23 21:40:00,2025-09-23 21:50:00,14.957079153982363
2025-09-23,2025-09-23 21:50:00,2025-09-23 22:00:00,11.489839299961773
2025-12-21,2025-12-21 07:50:00,2025-12-21 08:00:00,60.64643005615005
2025-12-21,2025-12-21 08:00:00,2025-12-21 08:10:00,6.744799986235989
2025-12-21,2025-12-21 20:20:00,2025-12-21 20:30:00,263.95595478173055
2025-12-21,2025-12-21 20:30:00,2025-12-21 20:40:00,720.3711
