date,slot_id,issue_time,forecast_history_end,load_forecast_kwh,pv_forecast_kwh,risk_delta_kwh,plan_load_kwh,plan_pv_kwh,selected_index,selected_tau,selected_terminal,selected_terminal_energy_kwh,grid_plan_kwh,charge_plan_kwh,discharge_plan_kwh,energy_start_plan_kwh,energy_end_plan_kwh,pv_curtailment_plan_kwh,charge_mode_plan
2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:00:00,454.32543333333336,0.0,24.246686666666637,478.57212,0.0,0,0.8,equal_initial,7268.4231640740745,1311.9054533333333,833.3333333333333,0.0,7268.4231640740745,8018.4231640740745,0.0,1.0
2025-02-01,2,2025-02-01 00:00:00,2025-02-01 00:00:00,446.6726833333333,0.0,24.246686666666637,470.9193699999999,0.0,0,0.8,equal_initial,7268.4231640740745,1304.252703333333,833.3333333333333,0.0,8018.4231640740745,8768.423164074075,0.0,1.0
2025-02-01,3,2025-02-01 00:00:00,2025-02-01 00:00:00,443.3066666666667,0.0,24.246686666666637,467.5533533333333,0.0,0,0.8,equal_initial,7268.4231640740745,1300.8866866666665,833.3333333333333,0.0,8768.423164074075,9518.423164074075,0.0,1.0
2025-02-01,4,2025-02-01 00:00:00,2025-02-01 00:00:00,476.9869166666667,0.0,24.246686666666637,501.2336033333333,0.0,0,0.8,equal_initial,7268.4231640740745,501.2336033333333,0.0,0.0,9518.423164074075,9518.423164074075,0.0,-0.0
2025-02-01,5,2025-02-01 00:00:00,2025-02-01 00:00:00,484.26815000000005,0.0,24.246686666666637,508.51483666666667,0.0,0,0.8,equal_initial,7268.4231640740745,1099.1557654732505,590.6409288065838,0.0,9518.423164074075,10050.0,0.0,1.0
2025-02-01,6,2025-02-01 00:00:00,2025-02-01 00:00:00,468.2083333333333,0.0,24.246686666666637,492.45501999999993,0.0,0,0.8,equal_initial,7268.4231640740745,492.45501999999993,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-02-01,7,2025-02-01 00:00:00,2025-02-01 00:00:00,490.43896666666666,0.0,30.296906666666672,520.7358733333333,0.0,0,0.8,equal_initial,7268.4231640740745,520.7358733333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,8,2025-02-01 00:00:00,2025-02-01 00:00:00,487.2113166666666,0.0,30.296906666666672,517.5082233333333,0.0,0,0.8,equal_initial,7268.4231640740745,517.5082233333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,9,2025-02-01 00:00:00,2025-02-01 00:00:00,464.605,0.0,30.296906666666672,494.9019066666667,0.0,0,0.8,equal_initial,7268.4231640740745,494.9019066666667,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-02-01,10,2025-02-01 00:00:00,2025-02-01 00:00:00,494.2724,0.0,30.296906666666672,524.5693066666666,0.0,0,0.8,equal_initial,7268.4231640740745,524.5693066666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,11,2025-02-01 00:00:00,2025-02-01 00:00:00,505.68945,0.0,30.296906666666672,535.9863566666667,0.0,0,0.8,equal_initial,7268.4231640740745,535.9863566666667,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,12,2025-02-01 00:00:00,2025-02-01 00:00:00,487.83666666666664,0.0,30.296906666666672,518.1335733333333,0.0,0,0.8,equal_initial,7268.4231640740745,518.1335733333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,13,2025-02-01 00:00:00,2025-02-01 00:00:00,501.9057666666667,0.0,28.866140000000026,530.7719066666667,0.0,0,0.8,equal_initial,7268.4231640740745,530.7719066666667,0.0,0.0,10050.0,10050.0,0.0,-0.0
2025-02-01,14,2025-02-01 00:00:00,2025-02-01 00:00:00,514.9269333333333,0.0,28.866140000000026,543.7930733333333,0.0,0,0.8,equal_initial,7268.4231640740745,543.7930733333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,15,2025-02-01 00:00:00,2025-02-01 00:00:00,507.54333333333335,0.0,28.866140000000026,536.4094733333334,0.0,0,0.8,equal_initial,7268.4231640740745,536.4094733333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,16,2025-02-01 00:00:00,2025-02-01 00:00:00,497.95935000000003,0.0,28.866140000000026,526.8254900000001,0.0,0,0.8,equal_initial,7268.4231640740745,526.8254900000001,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,17,2025-02-01 00:00:00,2025-02-01 00:00:00,501.06135,0.0,28.866140000000026,529.92749,0.0,0,0.8,equal_initial,7268.4231640740745,529.92749,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,18,2025-02-01 00:00:00,2025-02-01 00:00:00,514.0583333333333,0.0,28.866140000000026,542.9244733333333,0.0,0,0.8,equal_initial,7268.4231640740745,542.9244733333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,19,2025-02-01 00:00:00,2025-02-01 00:00:00,521.0511333333333,0.0,24.9853333333333,546.0364666666666,0.0,0,0.8,equal_initial,7268.4231640740745,546.0364666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,20,2025-02-01 00:00:00,2025-02-01 00:00:00,519.49595,0.0,24.9853333333333,544.4812833333333,0.0,0,0.8,equal_initial,7268.4231640740745,544.4812833333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,21,2025-02-01 00:00:00,2025-02-01 00:00:00,512.11,0.0,24.9853333333333,537.0953333333333,0.0,0,0.8,equal_initial,7268.4231640740745,537.0953333333333,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,22,2025-02-01 00:00:00,2025-02-01 00:00:00,505.44893333333334,0.0,24.9853333333333,530.4342666666666,0.0,0,0.8,equal_initial,7268.4231640740745,530.4342666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,23,2025-02-01 00:00:00,2025-02-01 00:00:00,513.3439333333333,0.0,24.9853333333333,538.3292666666666,0.0,0,0.8,equal_initial,7268.4231640740745,538.3292666666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,24,2025-02-01 00:00:00,2025-02-01 00:00:00,526.1366666666667,0.0,24.9853333333333,551.122,0.0,0,0.8,equal_initial,7268.4231640740745,551.122,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,25,2025-02-01 00:00:00,2025-02-01 00:00:00,520.9297333333333,0.0,31.874796666666647,552.8045299999999,0.0,0,0.8,equal_initial,7268.4231640740745,552.8045299999999,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,26,2025-02-01 00:00:00,2025-02-01 00:00:00,521.74715,0.0,31.874796666666647,553.6219466666666,0.0,0,0.8,equal_initial,7268.4231640740745,553.6219466666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,27,2025-02-01 00:00:00,2025-02-01 00:00:00,535.505,0.0,31.874796666666647,567.3797966666666,0.0,0,0.8,equal_initial,7268.4231640740745,567.3797966666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,28,2025-02-01 00:00:00,2025-02-01 00:00:00,545.0267,0.0,31.874796666666647,576.9014966666666,0.0,0,0.8,equal_initial,7268.4231640740745,576.9014966666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,29,2025-02-01 00:00:00,2025-02-01 00:00:00,552.6250666666666,0.0002833333333333333,31.874796666666647,584.4998633333332,0.0002833333333333333,0,0.8,equal_initial,7268.4231640740745,584.4995799999999,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,30,2025-02-01 00:00:00,2025-02-01 00:00:00,552.055,0.0,31.874796666666647,583.9297966666666,0.0,0,0.8,equal_initial,7268.4231640740745,583.9297966666666,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,31,2025-02-01 00:00:00,2025-02-01 00:00:00,534.5888666666666,0.0,31.124413333333354,565.7132799999999,0.0,0,0.8,equal_initial,7268.4231640740745,565.7132799999999,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,32,2025-02-01 00:00:00,2025-02-01 00:00:00,534.8818666666667,0.003966666666666667,31.124413333333354,566.0062800000001,0.003966666666666667,0,0.8,equal_initial,7268.4231640740745,566.0023133333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,33,2025-02-01 00:00:00,2025-02-01 00:00:00,560.1850000000001,0.0,31.124413333333354,591.3094133333334,0.0,0,0.8,equal_initial,7268.4231640740745,591.3094133333334,0.0,0.0,10050.0,10050.0,0.0,0.0
2025-02-01,34,2025-02-01 00:00:00,2025-02-01 00:00:00,579.5323999999999,0.0,31.124413333333354,610.6568133333333,0.0,0,0.8,equal_initial,7268.4231640740745,1443.9901466666665,833.3333333333333,0.0,10050.0,10800.0,0.0,1.0
2025-02-01,35,2025-02-01 00:00:00,2025-02-01 00:00:00,564.9387,0.055266666666666665,31.124413333333354,596.0631133333334,0.055266666666666665,0,0.8,equal_initial,7268.4231640740745,596.0078466666668,0.0,0.0,10800.0,10800.0,0.0,0.0
2025-02-01,36,2025-02-01 00:00:00,2025-02-01 00:00:00,540.6216666666667,0.0,31.124413333333354,571.74608,0.0,0,0.8,equal_initial,7268.4231640740745,0.0,0.0,571.74608,10800.0,10164.726577777777,0.0,0.0
