date,interval_start,load_forecast,pv_forecast,risk_delta,grid,reserve,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-01-15,2025-01-15T00:00:00,630.0752870030816,0.0,0.0,1463.408620336415,9600.0,833.3333333333334,0.0,0.0,26.635520336414857,26.635520336414857,0.0,6000.0,6750.0
2025-01-15,2025-01-15T00:10:00,647.1065007593129,0.040865291902777656,0.0,1480.3989688007432,9600.0,833.3333333333334,0.0,0.0,29.009352134076494,29.009352134076494,0.0,6750.0,7500.0
2025-01-15,2025-01-15T00:20:00,622.8566449032713,0.41045542219734843,0.0,1455.7795228144073,9600.0,816.0595228144073,0.0,0.0,0.0,0.0,0.0,7500.0,8234.453570532967
2025-01-15,2025-01-15T00:30:00,569.7139183371559,0.984059359146559,0.0,1402.0631923113424,9600.0,785.8061089780091,0.0,0.0,0.0,0.0,0.0,8234.453570532967,8941.679068613175
2025-01-15,2025-01-15T00:40:00,570.8342660767677,1.7290185455478815,0.0,1402.438580864553,9600.0,799.7293975312197,0.0,0.0,0.0,0.0,0.0,8941.679068613175,9661.435526391273
2025-01-15,2025-01-15T00:50:00,618.2787886482676,2.604893897504132,0.0,615.6738947507635,9600.0,0.0,0.0,6.036105249236584,0.0,0.0,0.0,9661.435526391273,9661.435526391273
2025-01-15,2025-01-15T01:00:00,622.4263619024687,3.564662058493034,0.0,618.8616998439757,9600.0,0.0,0.0,22.289566822690972,0.0,0.0,0.0,9661.435526391273,9661.435526391273
2025-01-15,2025-01-15T01:10:00,601.1626183292444,4.556129421635546,0.0,596.6064889076089,9600.0,0.0,0.0,53.14751109239114,0.0,0.0,0.0,9661.435526391273,9661.435526391273
2025-01-15,2025-01-15T01:20:00,604.0383747809832,5.523534239114844,0.0,931.8481738752016,9600.0,285.97984054186827,0.0,0.0,0.0,0.0,0.0,9661.435526391273,9918.817382878955
2025-01-15,2025-01-15T01:30:00,652.9862389252431,6.409303034574347,0.0,646.5769358906688,9600.0,10.730602557335487,0.0,0.0,0.0,0.0,0.0,9918.817382878955,9928.474925180557
2025-01-15,2025-01-15T01:40:00,651.6859621541051,7.155924059093872,0.0,644.5300380950113,9600.0,2.847488095011272,0.0,0.0,0.0,0.0,0.0,9928.474925180557,9931.037664466066
2025-01-15,2025-01-15T01:50:00,624.4484190023111,7.7078977500974695,0.0,616.7405212522136,9600.0,0.0,0.0,42.66614541445301,0.0,0.0,0.0,9931.037664466066,9931.037664466066
2025-01-15,2025-01-15T02:00:00,681.4600964834445,8.013722119053563,0.0,673.446374364391,9600.0,11.860774364390977,0.0,0.0,0.0,0.0,0.0,9931.037664466066,9941.712361394018
2025-01-15,2025-01-15T02:10:00,684.3332571459677,8.027869748597816,0.0,676.3053873973698,9600.0,29.339287397369844,0.0,0.0,0.0,0.0,0.0,9941.712361394018,9968.11772005165
2025-01-15,2025-01-15T02:20:00,632.4299327794276,7.712712649222018,0.0,624.7172201302056,9600.0,0.0,0.0,12.244446536461055,0.0,0.0,0.0,9968.11772005165,9968.11772005165
2025-01-15,2025-01-15T02:30:00,667.0804190979807,7.040351621911905,0.0,660.0400674760688,9600.0,7.73498414273547,0.0,0.0,0.0,0.0,0.0,9968.11772005165,9975.079205780112
2025-01-15,2025-01-15T02:40:00,696.1711908705863,5.994307993319011,0.0,690.1768828772673,9600.0,39.428732877267294,0.0,0.0,0.0,0.0,0.0,9975.079205780112,10010.565065369652
2025-01-15,2025-01-15T02:50:00,677.5761181193602,4.571037616717261,0.0,673.005080502643,9600.0,32.498413835976294,0.0,0.0,0.0,0.0,0.0,10010.565065369652,10039.813637822032
2025-01-15,2025-01-15T03:00:00,669.4333048764702,2.7812298331761354,0.0,666.6520750432941,9600.0,0.0,0.0,6.314008290039283,0.0,0.0,0.0,10039.813637822032,10039.813637822032
2025-01-15,2025-01-15T03:10:00,687.6619323954565,0.6508576171888999,0.0,687.0110747782676,9600.0,0.0,0.0,20.827375221732495,0.0,0.0,0.0,10039.813637822032,10039.813637822032
2025-01-15,2025-01-15T03:20:00,713.1305048997435,0.0,0.0,713.1305048997435,9600.0,5.123838233076867,0.0,0.0,0.0,0.0,0.0,10039.813637822032,10044.4250922318
2025-01-15,2025-01-15T03:30:00,716.9774424428987,0.0,0.0,716.9774424428987,9600.0,38.66022577623198,0.0,0.0,0.0,0.0,0.0,10044.4250922318,10079.21929543041
2025-01-15,2025-01-15T03:40:00,723.194959889401,0.0,0.0,723.194959889401,9600.0,42.538676556067685,0.0,0.0,0.0,0.0,0.0,10079.21929543041,10117.50410433087
2025-01-15,2025-01-15T03:50:00,738.5302121648973,0.0,0.0,738.5302121648973,9600.0,28.183545498230615,0.0,0.0,0.0,0.0,0.0,10117.50410433087,10142.869295279277
2025-01-15,2025-01-15T04:00:00,740.4159956553312,0.0,0.0,740.4159956553312,9600.0,35.27036232199782,0.0,0.0,0.0,0.0,0.0,10142.869295279277,10174.612621369075
2025-01-15,2025-01-15T04:10:00,713.8402557408727,0.0,0.0,713.8402557408727,9600.0,20.65978907420606,0.0,0.0,0.0,0.0,0.0,10174.612621369075,10193.20643153586
2025-01-15,2025-01-15T04:20:00,690.5069283622396,0.0,0.0,690.5069283622396,9600.0,0.0,0.0,1.8264049710937797,0.0,0.0,0.0,10193.20643153586,10193.20643153586
2025-01-15,2025-01-15T04:30:00,717.675825852214,0.0,0.0,717.675825852214,9600.0,26.1139591855474,0.0,0.0,0.0,0.0,0.0,10193.20643153586,10216.708994802853
2025-01-15,2025-01-15T04:40:00,730.1232385563275,0.0,0.0,730.1232385563275,9600.0,31.74553855632746,0.0,0.0,0.0,0.0,0.0,10216.708994802853,10245.279979503548
2025-01-15,2025-01-15T04:50:00,707.9881051432527,0.0,0.0,707.9881051432527,9600.0,0.0,0.0,2.7918948567473763,0.0,0.0,0.0,10245.279979503548,10245.279979503548
2025-01-15,2025-01-15T05:00:00,695.3202050591428,0.0,0.0,695.3202050591428,9600.0,0.0,0.0,23.41001160752387,0.0,0.0,0.0,10245.279979503548,10245.279979503548
2025-01-15,2025-01-15T05:10:00,695.7829240667202,0.0,0.0,695.7829240667202,9600.0,0.0,0.0,39.87020926661319,0.0,0.0,0.0,10245.279979503548,10245.279979503548
2025-01-15,2025-01-15T05:20:00,698.9458835278274,0.0,0.0,698.9458835278274,9600.0,0.0,0.0,25.82411647217259,0.0,0.0,0.0,10245.279979503548,10245.279979503548
2025-01-15,2025-01-15T05:30:00,711.7679290967397,0.0,0.0,1545.101262430073,9600.0,616.355578329391,0.0,0.0,271.53643410068184,271.53643410068184,0.0,10245.279979503548,10800.0
2025-01-15,2025-01-15T05:40:00,815.9502052808413,0.0,0.0,815.9502052808413,9600.0,0.0,0.0,0.0,70.21623861417459,70.21623861417459,0.0,10800.0,10800.0
2025-01-15,2025-01-15T05:50:00,940.1078441156117,0.14429966645707276,0.0,939.9635444491546,9600.0,0.0,0.0,0.0,15.2468777824879,15.2468777824879,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:00:00,920.8207773779607,9.759863964962982,0.0,236.0609134129977,9600.0,0.0,0.0,673.2546699203357,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:10:00,905.6541280452036,21.45891322651788,0.0,884.1952148186857,9600.0,0.0,0.0,1.2974185146475747,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:20:00,937.5261437216043,35.357638108173525,0.0,902.1685056134307,9600.0,0.0,0.0,27.724827719902578,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:30:00,916.6445596399079,51.551789143651206,0.0,865.0927704962567,9600.0,0.0,0.0,58.48824617040998,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:40:00,905.4616391980263,70.11413731560229,0.0,835.347501882424,9600.0,0.0,0.0,53.67818145090928,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T06:50:00,917.1506814696099,91.092194566693,0.0,826.0584869029169,9600.0,0.0,0.0,34.85151309708317,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:00:00,901.2790309607441,114.50623800464439,0.0,786.7727929560997,9600.0,0.0,0.0,58.9269570439003,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:10:00,915.7047870052542,140.34767736265312,0.0,775.357109642601,9600.0,0.0,0.0,47.129090357399036,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:20:00,938.4007662234106,168.57780036804996,0.0,769.8229658553607,9600.0,0.0,0.0,0.0,19.847132522027437,19.847132522027437,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:30:00,906.379980239976,199.12692512517503,0.0,1540.5863884481341,9600.0,0.0,0.0,0.0,902.9186717814674,902.9186717814674,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:40:00,1011.246349035918,231.8939825211499,0.0,779.3523665147682,9600.0,0.0,0.0,0.0,43.294666514768096,43.294666514768096,0.0,10800.0,10800.0
2025-01-15,2025-01-15T07:50:00,1203.6769838259827,266.7465451131131,0.0,103.59710537953629,9600.0,0.0,0.0,849.2503946204638,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T08:00:00,1225.7629381966722,303.52131205844177,0.0,88.9082928048972,9600.0,0.0,0.0,835.2535738617694,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T08:10:00,1201.8367651433273,342.02505251773823,0.0,26.478379292255795,9600.0,0.0,0.0,779.7958873744108,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T08:20:00,1208.227651136736,382.0360027107398,0.0,0.0,9600.0,0.0,0.0,745.9779166666667,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T08:30:00,1193.7566828388378,423.30570455721613,0.0,0.0,9600.0,0.0,0.0,734.6204666666665,0.0,0.0,0.0,10800.0,10800.0
2025-01-15,2025-01-15T08:40:00,1183.5938194411133,465.56126670828513,0.0,0.0,9600.0,0.0,0.0,719.3146833333333,0.0,0.0,0.0,10800.0,10800.0
