date,block_start_minute,charge_actual_kwh,discharge_actual_kwh,block_end_minute
2025-03-20,0,6707.633250422983,351.873387166592,240
2025-03-20,240,4066.653623626278,5790.244718904202,480
2025-03-20,480,5829.448193562646,2604.6960443559037,720
2025-03-20,720,5151.691045120479,301.92806124205424,960
2025-03-20,960,47.32694906754216,7083.832196815995,1200
2025-03-20,1200,1017.9595653700459,2358.6103708943415,1440
2025-06-21,0,1021.2546916465967,3014.4243068750457,240
2025-06-21,240,2274.7322430484214,1589.953096629412,480
2025-06-21,480,10322.212416666667,0.0,720
2025-06-21,720,0.0,0.0,960
2025-06-21,960,20.267881514795363,5957.634064960197,1200
2025-06-21,1200,3889.2823432586683,3174.6860349523595,1440
2025-09-23,0,5290.853827455958,185.23779695751784,240
2025-09-23,240,3312.1743468253712,7228.802936104541,480
2025-09-23,480,3761.895148540447,1318.1219183859882,720
2025-09-23,720,5677.858254967256,714.484683371425,960
2025-09-23,960,0.0,6928.326606803147,1200
2025-09-23,1200,2289.054721186438,154.79341436569132,1440
2025-12-21,0,8768.529603133318,136.34694162022447,240
2025-12-21,240,1547.7469984433747,1141.243823406754,480
2025-12-21,480,5141.558688062077,7479.901266028589,720
2025-12-21,720,7442.951325910292,2395.36587244594,960
2025-12-21,960,487.17009304294663,5838.302597009498,1200
2025-12-21,1200,996.2842969742723,2417.114276056675,1440
