charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,price_method,price_issue_time,price_actual_yuan_per_kwh,price_forecast_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
24.29097822245052,0.0,0.0,0.0,0.0,0.0,7268.4231640740745,7290.28504447428,2025-02-01,1,2025-02-01 00:00:00,2025-02-01 00:10:00,0,perfect,2025-02-01 00:00:00,0.3281,0.3281,422.0303666666667,0.0,446.62184779000137,0.30050290088415643,446.3213448891172,446.3213448891172,0.3281,146.43803325811936,0.0,-0.0,146.43803325811936,0.0,146.43803325811936
25.279514317730218,0.0,0.0,0.0,0.0,0.0,7290.28504447428,7313.036607360237,2025-02-01,2,2025-02-01 00:10:00,2025-02-01 00:20:00,0,perfect,2025-02-01 00:00:00,0.3257,0.3257,415.4073166666667,0.0,441.33740164805374,0.6505706636568043,440.6868309843969,440.6868309843969,0.3257,143.53170085161807,0.0,-0.0,143.53170085161807,0.0,143.53170085161807
833.3333333333334,0.0,0.0,27.637060274968576,27.637060274968576,0.0,7313.036607360237,8063.036607360237,2025-02-01,3,2025-02-01 00:20:00,2025-02-01 00:30:00,0,perfect,2025-02-01 00:00:00,0.3041,0.3041,410.7166666666667,0.0,439.3940358801821,1.0403089385468585,1271.6870602749686,1271.6870602749686,0.3041,386.7200350296179,0.0,-0.0,386.7200350296179,0.0,386.7200350296179
833.3333333333334,0.0,0.0,36.24077301714976,36.24077301714976,0.0,8063.036607360237,8813.036607360238,2025-02-01,4,2025-02-01 00:30:00,2025-02-01 00:40:00,0,perfect,2025-02-01 00:00:00,0.3126,0.3126,430.29479999999995,0.0,467.9889913571435,1.4534183399936076,1299.868906350483,1299.868906350483,0.3126,406.33902012516097,0.0,-0.0,406.33902012516097,0.0,406.33902012516097
47.57827567442672,0.0,0.0,0.0,0.0,0.0,8813.036607360238,8855.857055467222,2025-02-01,5,2025-02-01 00:40:00,2025-02-01 00:50:00,0,perfect,2025-02-01 00:00:00,0.3286,0.3286,424.4105833333333,0.0,473.85663408715675,1.8677750793967487,471.98885900776,471.98885900776,0.3286,155.09553906994995,0.0,-0.0,155.09553906994995,0.0,155.09553906994995
52.23610820055495,0.0,0.0,0.0,0.0,0.0,8855.857055467222,8902.869552847722,2025-02-01,6,2025-02-01 00:50:00,2025-02-01 01:00:00,0,perfect,2025-02-01 00:00:00,0.3438,0.3438,406.0516666666667,0.0,460.54400507294906,2.256230205727409,458.28777486722163,458.28777486722163,0.3438,157.5593369993508,0.0,-0.0,157.5593369993508,0.0,157.5593369993508
41.21924748001294,0.0,0.0,0.0,0.0,0.0,8902.869552847722,8939.966875579734,2025-02-01,7,2025-02-01 01:00:00,2025-02-01 01:10:00,0,perfect,2025-02-01 00:00:00,0.3704,0.3704,436.7501833333333,0.0,480.5570409484658,2.587610135119509,477.96943081334626,477.96943081334626,0.3704,177.03987717326345,0.0,-0.0,177.03987717326345,0.0,177.03987717326345
22.25242470131616,0.0,0.0,0.0,0.0,0.0,8939.966875579734,8959.994057810918,2025-02-01,8,2025-02-01 01:10:00,2025-02-01 01:20:00,0,perfect,2025-02-01 00:00:00,0.3746,0.3746,451.7976833333333,0.0,476.8780047104005,2.8278966757510466,474.05010803464944,474.05010803464944,0.3746,177.57917046977968,0.0,-0.0,177.57917046977968,0.0,177.57917046977968
7.906360214662641,0.0,0.0,0.0,0.0,0.0,8959.994057810918,8967.109782004114,2025-02-01,9,2025-02-01 01:20:00,2025-02-01 01:30:00,0,perfect,2025-02-01 00:00:00,0.3606,0.3606,446.08,0.0,456.92792090405095,2.941560689388316,453.9863602146626,453.9863602146626,0.3606,163.70748149340733,0.0,-0.0,163.70748149340733,0.0,163.70748149340733
11.718826575386174,0.0,0.0,0.0,0.0,0.0,8967.109782004114,8977.656725921961,2025-02-01,10,2025-02-01 01:30:00,2025-02-01 01:40:00,0,perfect,2025-02-01 00:00:00,0.3582,0.3582,471.7663333333333,0.0,486.37817986200923,2.8930199532897416,483.4851599087195,483.4851599087195,0.3582,173.18438427930332,0.0,-0.0,173.18438427930332,0.0,173.18438427930332
833.3333333333334,0.0,0.0,46.597387985100454,46.597387985100454,0.0,8977.656725921961,9727.656725921961,2025-02-01,11,2025-02-01 01:40:00,2025-02-01 01:50:00,0,perfect,2025-02-01 00:00:00,0.3041,0.3041,448.02596666666665,0.0,497.2715434162344,2.6481887644671853,1327.9566879851004,1327.9566879851004,0.3041,403.831628816269,0.0,-0.0,403.831628816269,0.0,403.831628816269
833.3333333333334,0.0,0.0,79.74645447176988,79.74645447176988,0.0,9727.656725921961,10477.656725921961,2025-02-01,12,2025-02-01 01:50:00,2025-02-01 02:00:00,0,perfect,2025-02-01 00:00:00,0.2537,0.2537,397.40333333333336,0.0,479.3258722264782,2.176084421374876,1310.4831211384367,1310.4831211384367,0.2537,332.4695678328214,0.0,-0.0,332.4695678328214,0.0,332.4695678328214
56.191712397936726,0.0,0.0,0.0,0.0,0.0,10477.656725921961,10528.229267080103,2025-02-01,13,2025-02-01 02:00:00,2025-02-01 02:10:00,0,perfect,2025-02-01 00:00:00,0.3346,0.3346,434.0906333333333,0.0,491.73279970503086,1.450453973760852,490.28234573127,490.28234573127,0.3346,164.04847288168295,0.0,-0.0,164.04847288168295,0.0,164.04847288168295
0.0,490.5609166666666,0.0,0.0,0.0,0.0,10528.229267080103,9983.161581894918,2025-02-01,14,2025-02-01 02:10:00,2025-02-01 02:20:00,0,perfect,2025-02-01 00:00:00,0.3971,0.3971,490.5609166666666,0.0,504.6851195553068,0.45138358565362546,0.0,0.0,0.3971,0.0,0.0,-0.0,0.0,0.0,0.0
0.0,3.788826622132092,0.0,0.0,0.0,0.0,9983.161581894918,9978.951774536992,2025-02-01,15,2025-02-01 02:20:00,2025-02-01 02:30:00,0,perfect,2025-02-01 00:00:00,0.367,0.367,503.22,0.0,499.43117337786794,0.0,499.43117337786794,499.43117337786794,0.367,183.29124062967753,0.0,-0.0,183.29124062967753,0.0,183.29124062967753
833.3333333333334,0.0,0.0,17.37096759663598,17.37096759663598,0.0,9978.951774536992,10728.951774536992,2025-02-01,16,2025-02-01 02:30:00,2025-02-01 02:40:00,0,perfect,2025-02-01 00:00:00,0.3185,0.3185,474.0728166666667,0.0,491.44378426330286,0.0,1324.7771175966361,1324.7771175966361,0.3185,421.9415119545286,0.0,-0.0,421.9415119545286,0.0,421.9415119545286
33.743668393935764,0.0,0.0,0.0,0.0,0.0,10728.951774536992,10759.321076091534,2025-02-01,17,2025-02-01 02:40:00,2025-02-01 02:50:00,0,perfect,2025-02-01 00:00:00,0.3285,0.3285,461.38439999999997,0.0,495.12806839393573,0.0,495.12806839393573,495.12806839393573,0.3285,162.6495704674079,0.0,-0.0,162.6495704674079,0.0,162.6495704674079
31.464457171041488,0.0,0.0,0.0,0.0,0.0,10759.321076091534,10787.63908754547,2025-02-01,18,2025-02-01 02:50:00,2025-02-01 03:00:00,0,perfect,2025-02-01 00:00:00,0.3772,0.3772,476.94166666666666,0.0,508.40612383770815,0.0,508.40612383770815,508.40612383770815,0.3772,191.7707899115835,0.0,-0.0,191.7707899115835,0.0,191.7707899115835
13.734347171699078,0.0,0.0,19.032280565294066,19.032280565294066,0.0,10787.63908754547,10800.0,2025-02-01,19,2025-02-01 03:00:00,2025-02-01 03:10:00,0,perfect,2025-02-01 00:00:00,0.3815,0.3815,483.39955000000003,0.0,516.1661777369932,0.0,516.1661777369932,516.1661777369932,0.3815,196.9173968066629,0.0,-0.0,196.9173968066629,0.0,196.9173968066629
