charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,reserve_threshold_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,reserve_original_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan
131.88321349155092,0.0,0.0,0.0,0.0,0.0,2399.744521268379,2518.4394134107747,2431.87259463734,2025-03-20,1,2025-03-20 00:00:00,2025-03-20 00:10:00,0,549.8448166666667,0.0,599.953889516172,0.0,681.7280301582176,681.7280301582176,2431.87259463734,0.4487,305.89136713199224,0.0,-0.0,305.89136713199224,0.0,305.89136713199224
65.44435671974088,0.0,0.0,0.0,0.0,0.0,2518.4394134107747,2577.3393344585415,2399.629428765179,2025-03-20,2,2025-03-20 00:10:00,2025-03-20 00:20:00,0,570.3135,0.0,593.4156177461416,0.0,635.7578567197409,635.7578567197409,2399.629428765179,0.4373,278.01691074354267,0.0,-0.0,278.01691074354267,0.0,278.01691074354267
38.66811514788537,0.0,0.0,0.0,0.0,0.0,2577.3393344585415,2612.1406380916383,2420.467264951204,2025-03-20,3,2025-03-20 00:20:00,2025-03-20 00:30:00,0,613.8516666666667,0.0,580.4393460126182,0.0,652.5197818145521,652.5197818145521,2420.467264951204,0.4311,281.3012779402534,0.0,-0.0,281.3012779402534,0.0,281.3012779402534
11.538183602699064,0.0,0.0,0.0,0.0,0.0,2612.1406380916383,2622.5250033340676,2399.9025079940134,2025-03-20,4,2025-03-20 00:30:00,2025-03-20 00:40:00,0,579.4561666666667,0.0,589.9157636485189,0.0,590.9943502693658,590.9943502693658,2399.9025079940134,0.4344,256.7279457570125,0.0,-0.0,256.7279457570125,0.0,256.7279457570125
51.16942983962497,0.0,0.0,0.0,0.0,0.0,2622.5250033340676,2668.5774901897303,2439.98089195793,2025-03-20,5,2025-03-20 00:40:00,2025-03-20 00:50:00,0,550.4449166666667,0.0,585.7067371611821,0.0,601.6143465062917,601.6143465062917,2439.98089195793,0.4238,254.96416004936643,0.0,-0.0,254.96416004936643,0.0,254.96416004936643
64.79107550814012,0.0,0.0,0.0,0.0,0.0,2668.5774901897303,2726.8894581470563,2400.693369077218,2025-03-20,6,2025-03-20 00:50:00,2025-03-20 01:00:00,0,571.1566666666666,0.0,563.8726304229446,0.0,635.9477421748068,635.9477421748068,2400.693369077218,0.4296,273.203150038297,0.0,-0.0,273.203150038297,0.0,273.203150038297
791.1513172973899,0.0,0.0,0.0,0.0,0.0,2726.8894581470563,3438.9256437147073,3149.744521268379,2025-03-20,7,2025-03-20 01:00:00,2025-03-20 01:10:00,0,601.5890499999999,0.0,557.0724677171621,0.0,1392.7403672973899,1392.7403672973899,3149.744521268379,0.4989,694.8381692446678,0.0,-0.0,694.8381692446678,0.0,694.8381692446678
763.5153196010607,0.0,0.0,0.0,0.0,0.0,3438.9256437147073,4126.089431355662,3899.744521268379,2025-03-20,8,2025-03-20 01:10:00,2025-03-20 01:20:00,0,611.48375,0.0,550.5681314738787,0.0,1374.9990696010607,1374.9990696010607,3899.744521268379,0.5083,698.9120270782191,0.0,-0.0,698.9120270782191,0.0,698.9120270782191
760.0812632452405,0.0,0.0,0.0,0.0,0.0,4126.089431355662,4810.162568276379,4649.744521268379,2025-03-20,9,2025-03-20 01:20:00,2025-03-20 01:30:00,0,598.2166666666667,0.0,543.8389841690238,0.0,1358.2979299119072,1358.2979299119072,4649.744521268379,0.4468,606.8875150846401,0.0,-0.0,606.8875150846401,0.0,606.8875150846401
4.1197407931981616,0.0,0.0,0.0,0.0,0.0,4810.162568276379,4813.870334990257,4660.814167871056,2025-03-20,10,2025-03-20 01:30:00,2025-03-20 01:40:00,0,583.9359499999999,0.0,557.3656575097407,0.0,588.0556907931981,588.0556907931981,4660.814167871056,0.4284,251.92305793580607,0.0,-0.0,251.92305793580607,0.0,251.92305793580607
25.240123512747914,0.0,0.0,0.0,0.0,0.0,4813.870334990257,4836.58644615173,4606.075781000903,2025-03-20,11,2025-03-20 01:40:00,2025-03-20 01:50:00,0,590.99505,0.0,588.2676114808643,0.0,616.2351735127479,616.2351735127479,4606.075781000903,0.4436,273.36192297025497,0.0,-0.0,273.36192297025497,0.0,273.36192297025497
74.81616038398874,0.0,0.0,0.0,0.0,0.0,4836.58644615173,4903.92099049732,4663.770566250258,2025-03-20,12,2025-03-20 01:50:00,2025-03-20 02:00:00,0,598.4433333333333,0.0,605.7743003520009,0.0,673.259493717322,673.259493717322,4663.770566250258,0.454,305.6598101476642,0.0,-0.0,305.6598101476642,0.0,305.6598101476642
827.8794207984772,0.0,0.0,0.0,0.0,0.0,4903.92099049732,5649.01246921595,5399.744521268379,2025-03-20,13,2025-03-20 02:00:00,2025-03-20 02:10:00,0,565.9836166666666,0.0,579.812873446548,0.0,1393.8630374651439,1393.8630374651439,5399.744521268379,0.4404,613.8572816996493,0.0,-0.0,613.8572816996493,0.0,613.8572816996493
819.5855853350417,0.0,0.0,0.0,0.0,0.0,5649.01246921595,6386.6394960174875,6149.744521268379,2025-03-20,14,2025-03-20 02:10:00,2025-03-20 02:20:00,0,546.1207666666667,0.0,567.2884952341019,0.0,1365.7063520017084,1365.7063520017084,6149.744521268379,0.4405,601.5936480567526,0.0,-0.0,601.5936480567526,0.0,601.5936480567526
46.67602224751158,0.0,0.0,0.0,0.0,0.0,6386.6394960174875,6428.647916040248,6134.8114406727545,2025-03-20,15,2025-03-20 02:20:00,2025-03-20 02:30:00,0,565.7133333333334,0.0,582.4368955126206,0.0,612.389355580845,612.389355580845,6134.8114406727545,0.4545,278.33096211149405,0.0,-0.0,278.33096211149405,0.0,278.33096211149405
42.277175690235026,0.0,0.0,0.0,0.0,0.0,6428.647916040248,6466.697374161459,6149.749413354938,2025-03-20,16,2025-03-20 02:30:00,2025-03-20 02:40:00,0,597.9265666666666,0.0,588.9575058896943,0.0,640.2037423569017,640.2037423569017,6149.749413354938,0.4389,280.98542252044416,0.0,-0.0,280.98542252044416,0.0,280.98542252044416
818.4347665675267,0.0,0.0,0.0,0.0,0.0,6466.697374161459,7203.288664072234,6899.744521268379,2025-03-20,17,2025-03-20 02:40:00,2025-03-20 02:50:00,0,600.9544666666667,0.0,605.0273060057,0.0,1419.3892332341934,1419.3892332341934,6899.744521268379,0.3868,549.019755414986,0.0,-0.0,549.019755414986,0.0,549.019755414986
823.1638551705046,0.0,0.0,0.0,0.0,0.0,7203.288664072234,7944.136133725688,7649.744521268379,2025-03-20,18,2025-03-20 02:50:00,2025-03-20 03:00:00,0,587.1316666666667,0.0,617.8962883585447,0.0,1410.2955218371712,1410.2955218371712,7649.744521268379,0.3634,512.501392635628,0.0,-0.0,512.501392635628,0.0,512.501392635628
800.0802083678183,0.0,0.0,0.0,0.0,0.0,7944.136133725688,8664.208321256723,8399.744521268378,2025-03-20,19,2025-03-20 03:00:00,2025-03-20 03:10:00,0,605.2103000000001,0.0,590.9784768140113,0.0,1405.2905083678183,1405.2905083678183,8399.744521268378,0.4416,620.5762884952286,0.0,-0.0,620.5762884952286,0.0,620.5762884952286
0.0,35.54572300511916,0.0,0.0,0.0,0.0,8664.208321256723,8624.713073473258,8390.893375294934,2025-03-20,20,2025-03-20 03:10:00,2025-03-20 03:20:00,0,621.8923833333333,0.0,571.3753669727259,0.0,586.3466603282142,586.3466603282142,8390.893375294934,0.4839,283.7331489328228,0.0,-0.0,283.7331489328228,0.0,283.7331489328228
0.0,44.44542347296999,0.0,0.0,0.0,0.0,8624.713073473258,8575.329269614404,8303.912590709977,2025-03-20,21,2025-03-20 03:20:00,2025-03-20 03:30:00,0,620.1683333333334,0.0,582.1965844906113,0.0,575.7229098603634,575.7229098603634,8303.912590709977,0.4574,263.3356589701302,0.0,-0.0,263.3356589701302,0.0,263.3356589701302
0.0,25.68442418457755,0.0,0.0,0.0,0.0,8575.329269614404,8546.791020520428,8255.449446762752,2025-03-20,22,2025-03-20 03:30:00,2025-03-20 03:40:00,0,616.6230833333333,0.0,598.5719226682493,0.0,590.9386591487557,590.9386591487557,8255.449446762752,0.4575,270.35443656055577,0.0,-0.0,270.35443656055577,0.0,270.35443656055577
12.073462625516981,0.0,0.0,0.0,0.0,0.0,8546.791020520428,8557.657136883394,8426.855562421777,2025-03-20,23,2025-03-20 03:40:00,2025-03-20 03:50:00,0,612.46375,0.0,587.7170802904814,0.0,624.537212625517,624.537212625517,8426.855562421777,0.4629,289.0982757243518,0.0,-0.0,289.0982757243518,0.0,289.0982757243518
0.0,43.81518718362372,0.0,0.0,0.0,0.0,8557.657136883394,8508.973595568257,8232.689227076124,2025-03-20,24,2025-03-20 03:50:00,2025-03-20 04:00:00,0,603.93,0.0,569.081414200039,0.0,560.1148128163762,560.1148128163762,8232.689227076124,0.4426,247.9068161525281,0.0,-0.0,247.9068161525281,0.0,247.9068161525281
